产品名称,企业名称,主轴转速,X行程,XYZ定位精度,XYZ重复定位精度,AC定位精度,AC重复定位精度,采集来源,来源链接,采集时间,备注
数控冲床,佛山宏达机电有限公司,400,1500,±0.028,±0.014,±0.035,±0.018,广东省机械工程学会,https://www.gdmachine.com,,
数控车床,沈阳精机工具有限公司,6000,1500,±0.018,±0.008,±0.022,±0.01,辽宁省机械制造网,https://www.lnmachine.org,,
数控折弯机,南京丰镐装备有限公司,3500,900,±0.025,±0.013,±0.03,±0.015,江苏省焊接协会,https://www.jswelding.com,,
数控木工机械,南昌木材加工设备有限公司,4800,1300,±0.02,±0.009,±0.028,±0.013,江西省木材行业办公室,http://www.jxwoodindustry.cn,,
数控床身铣削机,长沙精密机床有限公司,7500,1000,±0.011,±0.005,±0.019,±0.009,湖南省机床工具协会,http://www.hunanmachine.com,,
高精度数控磨床,重庆华机制造有限公司,8000,800,±0.007,±0.003,±0.016,±0.006,重庆市机械制造行业协会,https://www.cqmachine.com,,
数控切割机,后湖装备科技有限公司,9000,1400,±0.015,±0.007,±0.02,±0.008,武汉市机械设备进出口公司,http://www.hubamachinery.com,,
数控卧式车床,北京工为创新设备有限公司,5000,1000,±0.01,±0.005,±0.022,±0.011,北京市机械工程学会,http://www.bjmachinery.org,,
数控立式铣床,成都精密机电设备有限公司,8500,1100,±0.014,±0.006,±0.021,±0.009,四川省机械行业协会,https://www.scmech.org,,
高速钻削机,合肥科技机械有限公司,15000,600,±0.008,±0.004,±0.017,±0.008,安徽省机械研究院,http://www.ahmachine.org,,
数控焊接机,大连焊接设备有限公司,2000,1200,±0.03,±0.014,±0.035,±0.015,辽宁省焊接工程研究所,http://www.lnwelding.com,,
数控切削机,杭州成图机床股份有限公司,9500,900,±0.013,±0.007,±0.018,±0.009,浙江省工业设备贸易协会,http://www.zhejiangmachine.com,,
数控抛光机,泉州石材机械有限公司,4000,1300,±0.02,±0.011,±0.025,±0.012,福建省石材行业协会,http://www.fujianstone.org,,
数控锯床,郑州金华机电有限公司,5500,700,±0.015,±0.005,±0.021,±0.010,河南省机械行业信息网,http://www.hnmachinery.com,,
数控剪板机,乌鲁木齐机械制造有限公司,3000,1200,±0.02,±0.009,±0.026,±0.012,新疆省机械设备协会,http://www.xinjiangmachine.com,,
数控铣床,南京数字化科技有限公司,5000,800,±0.012,±0.006,±0.020,±0.010,南京机械工程学会,https://www.nanjingmech.org,,
数控折弯机,北京华北机床制造有限公司,4000,1000,±0.020,±0.009,±0.027,±0.014,北京市机械工业协会,https://www.bjmachinery.org.cn,,
数控车床,深圳创新机械设备有限公司,7500,1100,±0.015,±0.007,±0.022,±0.011,广东省机械协会,https://www.gdmachinery.org,,
数控激光切割机,福州激光技术有限公司,10000,2000,±0.010,±0.005,±0.019,±0.008,福州市工商业协会,https://www.fuzhouindustry.org.cn,,
高速冲床,青岛创新机器人有限公司,800,900,±0.018,±0.009,±0.033,±0.015,中国机器人产业网,https://www.robotindustry.org.cn,,
数控磨床,上海磨削设备有限公司,4500,950,±0.011,±0.004,±0.022,±0.010,上海市机械工业协会,https://www.shmech.org,,
数控刨床,成都木工机械厂,6000,1300,±0.020,±0.012,±0.028,±0.013,四川省木材加工协会,http://www.scmachine.org,,
立式加工中心,杭州立强机械设备有限公司,12000,850,±0.009,±0.002,±0.017,±0.006,浙江省机械工程学会,https://www.zjmachinery.org,,
数控激光打标机,武汉激光设备有限公司,10000,600,±0.005,±0.002,±0.015,±0.008,湖北省激光产业协会,http://www.hblaser.org,,
数控电火花机,合肥电火花设备有限公司,3000,500,±0.025,±0.014,±0.032,±0.017,安徽省机械协会,http://www.ahmachine.org,,
数控切割机,沈阳数控系统有限公司,7000,1200,±0.013,±0.008,±0.021,±0.010,辽宁省机械工程学会,https://www.lnmech.org.cn,,
数控冲床,天津冲压设备有限公司,500,950,±0.022,±0.011,±0.040,±0.019,天津市机械工业协会,https://www.tianjinmachinery.org,,
数控研磨机,珠海高精度机械有限公司,5500,850,±0.016,±0.007,±0.024,±0.012,珠海市机械协会,http://www.zhmachinery.org,,
数控轧机,兰州重型机械有限公司,900,1500,±0.024,±0.014,±0.042,±0.020,甘肃省机械工程学会,http://www.gansumachine.org,,
数控电加工机,南昌电加工设备有限公司,3500,700,±0.015,±0.006,±0.022,±0.008,江西省机械协会,http://www.jxmech.org,,
数控剖分机,昆明数控机器制造厂,6000,1300,±0.019,±0.011,±0.020,±0.009,云南省机械制造协会,http://www.ynmachinery.org,,
数控扫地机,贵阳智能装备有限公司,4500,1100,±0.017,±0.008,±0.023,±0.012,贵州省智能制造协会,http://www.gzmachinery.org,,
卧式车床,南通机械制造有限公司,3000,1500,±0.030,±0.015,±0.035,±0.017,南通市机械协会,http://www.ntmech.org,,
数控车床,武汉高端机械有限公司,7200,1300,±0.015,±0.008,±0.02,±0.01,湖北机械行业协会,https://www.hbme.org.cn,,
数控铣床,成都数控设备有限公司,5500,1500,±0.01,±0.005,±0.018,±0.009,四川省机械工程协会,https://www.scme.org.cn,,
数控冲床,天津冲压设备制造有限公司,650,1400,±0.03,±0.015,±0.035,±0.018,天津机械制造协会,http://www.tianjinmachinery.com,,
数控激光切割机,杭州激光科技有限公司,12000,2000,±0.005,±0.002,±0.012,±0.006,浙江省激光行业协会,https://www.zjlaser.org.cn,,
数控磨床,哈尔滨精密机床有限公司,8000,900,±0.018,±0.009,±0.025,±0.014,黑龙江机械工业协会,https://www.hljme.org,,
数控折弯机,宁波机械制造集团,4000,1100,±0.02,±0.010,±0.032,±0.016,浙江省机械工业信息中心,http://www.zjmi.org.cn,,
数控车床,南昌机械科技有限公司,7500,1250,±0.012,±0.006,±0.015,±0.008,江西省机械工程学会,https://www.jxme.org.cn,,
数控铣床,广州机电有限公司,6000,1500,±0.017,±0.008,±0.022,±0.011,广东省机械制造协会,http://www.gdme.org.cn,,
数控冲床,南京振兴机床有限公司,700,1000,±0.027,±0.012,±0.03,±0.015,江苏省金属成型协会,https://www.jsgongye.org.cn,,
高速切削机,东北数控研究中心,18000,800,±0.008,±0.004,±0.02,±0.009,中国机床科技协会,https://www.cmmt.org,,
数控木工机械,沈阳木工机械有限公司,4000,1250,±0.02,±0.011,±0.025,±0.013,辽宁省木材工业协会,http://www.lnwood.org.cn,,
数控折弯机,大连机械设备公司,3600,1050,±0.024,±0.012,±0.028,±0.014,大连市产业发展促进局,http://www.dalian.gov.cn,,
数控激光切割机,重庆光电科技有限公司,14000,1800,±0.006,±0.003,±0.017,±0.008,重庆市光电行业协会,https://www.cqoptics.org.cn,,
数控木工机械,福州木工机械集团,4500,1300,±0.025,±0.012,±0.022,±0.011,福建省木材加工协会,http://www.fujianwood.org.cn,,
数控磨床,兰州精密机械工厂,7500,900,±0.016,±0.007,±0.02,±0.009,甘肃省机械工程学会,http://www.gansumachine.com,,
数控车床,杭州高科技机床股份有限公司,8000,1400,±0.01,±0.005,±0.015,±0.008,浙江省机械产业创新中心,http://www.zjni.org.cn,,
数控激光切割机,北京华锐科技有限公司,16000,2200,±0.004,±0.002,±0.012,±0.005,北京市科技创新委员会,http://www.bjsti.gov.cn,,
数控激光切割机,北京激光科技有限公司,12000,1600,±0.005,±0.002,±0.020,±0.010,中国激光产业协会,http://www.clia.org.cn,,
数控水刀机,上海水刀科技有限公司,8500,2000,±0.015,±0.007,±0.027,±0.013,上海机械工程学会,http://www.sme.org.cn,,
数控铣床,吉林铣机有限公司,4000,900,±0.02,±0.009,±0.032,±0.015,吉林省机械制造协会,http://www.jlma.org,,
数控深孔加工机,成都深孔装备有限公司,5000,1200,±0.018,±0.008,±0.028,±0.014,四川机械工程协会,http://www.scme.org.cn,,
数控折弯机,南京精密机械厂,3200,1800,±0.022,±0.011,±0.030,±0.018,江苏省造船工业协会,https://www.jspa.org.cn,,
多轴数控机床,深圳立体机械有限公司,8200,1400,±0.014,±0.006,±0.020,±0.009,广东省自动化协会,http://www.gdautomation.org,,
数控车床,武汉数控科技公司,7600,1300,±0.017,±0.007,±0.026,±0.012,湖北省机械制造学会,http://www.hbmm.org.cn,,
数控焊接机,青岛焊接设备有限公司,5300,1000,±0.019,±0.010,±0.029,±0.016,青岛焊接技术交流中心,http://www.qd-welding.org,,
数控型材机,西安金属加工有限公司,2900,1100,±0.024,±0.012,±0.021,±0.013,陕西省金属加工行业协会,http://www.sxmca.org,,
数控开料机,南昌木工机械厂,9500,1600,±0.020,±0.005,±0.024,±0.011,江西省木材工业协会,http://www.jxwood.org.cn,,
数控吸塑机,广州塑料工业有限公司,7200,1500,±0.015,±0.008,±0.023,±0.014,广东省塑料制品协会,http://www.gddiac.org,,
数控激光打标机,天津智能科技有限公司,14000,700,±0.008,±0.004,±0.017,±0.008,天津激光制造协会,http://www.tianjinlasers.com,,
数控冲压机,长春中成智造有限公司,2200,1600,±0.027,±0.015,±0.034,±0.019,吉林省冲压行业协会,http://www.jlpress.org,,
数控多功能机床,杭州智能制造有限公司,5500,1400,±0.012,±0.006,±0.022,±0.010,浙江省智能制造协会,http://www.zjmfg.org,,
数控造型机,沈阳造型设备有限公司,8800,1300,±0.011,±0.008,±0.021,±0.009,辽宁省机械设计协会,http://www.lnmda.org,,
数控开槽机,合肥开槽机械有限公司,6800,1500,±0.016,±0.007,±0.025,±0.012,安徽省机电产业协会,http://www.ahime.org,,
数控热切机,厦门热切科技有限公司,3100,1200,±0.013,±0.006,±0.018,±0.006,福建省机电工程学会,http://www.fjdiga.com,,
数控全自动机床,郑州全自动控股集团,7500,1600,±0.025,±0.013,±0.027,±0.014,河南省机床行业协会,http://www.hncm.org,,
数控冲床,南京机电设备有限公司,800,1500,±0.020,±0.010,±0.030,±0.015,江苏省机械学会,https://www.jsmachine.org,,
数控车床,上海精密制造有限公司,12000,1500,±0.015 mm,±0.006 mm,±0.022 mm,±0.010 mm,上海机械工程协会,http://www.shme.org.cn,,
数控磨床,天津市数控设备有限公司,5000,800,±0.012,±0.005,±0.022,±0.009,天津市科技局,https://www.tjjk.gov.cn,,
数控折弯机,长沙千锋机械制造有限公司,4000,1200,±0.027,±0.012,±0.020,±0.013,湖南省机械行业协会,http://www.hnme.org,,
水刀切割机,广州水刀科技有限公司,10000,2000,±0.015 mm,±0.007 mm,±0.020 mm,±0.011 mm,广州市科技厅,https://www.gzsti.gov.cn,,
数控木工机械,洛阳木工设备有限公司,4500,1000,±0.025,±0.012,±0.028,±0.014,河南省木材工业协会,http://www.hnmti.org.cn,,
数控车床,沈阳高精度机床有限公司,7000,1500,±0.015 mm,±0.006 mm,±0.020 mm,±0.008 mm,辽宁省机械工业研究所,https://www.lnme.org.cn,,
数控冲床,南昌机械电子公司,1000,1300,±0.035,±0.017,±0.045,±0.022,江西省机械制造行业协会,http://www.jxma.org,,
数控折弯机,佛山机器人有限公司,3000,900,±0.019,±0.008,±0.027,±0.012,广东省科技局,http://www.gdstc.gov.cn,,
快速切削机,成都高端装备有限公司,15000,850,±0.010 mm,±0.005 mm,±0.020 mm,±0.010 mm,四川省先进制造业促进中心,https://www.scadvmanufacturing.cn,,
数控磨床,沈阳磨具厂,4000,800,±0.016,±0.007,±0.021,±0.009,沈阳机械研究院,http://www.shenyangmi.com,,
数控木工机械,合肥木工技术有限公司,5500,1600,±0.022,±0.010,±0.018,±0.012,安徽省木材产业协会,http://www.ahwood.org.cn,,
数控车床,乌鲁木齐数控设备有限公司,6000,1400,±0.014,±0.006,±0.027,±0.011,新疆生产建设兵团,https://www.xjbt.gov.cn,,
数控冲床,昆明科技机械有限公司,900,1100,±0.020,±0.009,±0.038,±0.016,云南省工业信息化厅,http://www.ynii.gov.cn,,
水刀切割机,青岛水刃科技有限公司,8200,2000,±0.018 mm,±0.008 mm,±0.023 mm,±0.012 mm,青岛科技局,http://www.qdsti.gov.cn,,
数控磨床,哈尔滨智能数控有限公司,7500,950,±0.028,±0.015,±0.019,±0.013,黑龙江省机械行业协会,http://www.hljma.org.cn,,
高速切削机,厦门精密加工有限公司,18000,700,±0.007 mm,±0.004 mm,±0.020 mm,±0.006 mm,福建省机械制造协会,https://www.fujianmachining.org,,
数控折弯机,西安机电设备有限公司,5000,1000,±0.015,±0.007,±0.028,±0.014,陕西省智能制造协会,http://www.sxsmart.org,,
数控铣床,北京精密机械制造有限公司,5000,800,±0.015,±0.008,±0.02,±0.01,北京机械行业协会,https://www.bjmachine.org,,
数控电火花机,天津焊接装备科技有限公司,3500,600,±0.02,±0.01,±0.03,±0.015,天津科技创新中心,http://www.tjinnovate.gov.cn,,
数控激光切割机,上海光电科技有限公司,10000,1500,±0.012,±0.005,±0.02,±0.009,上海市经济和信息化委员会,https://www.sh-ecom.gov.cn,,
数控折弯机,成都数控机械有限公司,4000,1000,±0.025,±0.012,±0.03,±0.015,四川省机械行业协会,http://www.scme.org.cn,,
数控螺纹车床,郑州机床研究所,5500,1200,±0.018,±0.007,±0.028,±0.013,河南省工程机械研究中心,https://www.hnengcjx.cn,,
数控摩擦焊机,西安先进制造技术有限公司,8000,700,±0.01,±0.005,±0.02,±0.01,陕西省机械研究院,http://www.sxmacs.org,,
数控等离子切割机,南京数控设备制造有限公司,9500,1300,±0.015,±0.007,±0.023,±0.012,江苏省高新技术产业协会,https://www.jshitech.org,,
数控船舶用机床,舟山造船有限公司,3000,1800,±0.04,±0.02,±0.035,±0.017,浙江省船舶工业协会,https://www.zjshipbuilding.org,,
数控抛光机,广州精密抛光科技有限公司,7000,1000,±0.022,±0.009,±0.02,±0.01,广东省工业和信息化厅,http://www.gdindustry.gov.cn,,
数控旋压机,沈阳旋压工具制造有限公司,6000,1100,±0.03,±0.015,±0.027,±0.013,辽宁省机械职业教育中心,http://www.lnme.com,,
智能型数控磨床,合肥智能机械有限公司,8500,900,±0.018,±0.007,±0.02,±0.011,安徽省智能制造协会,http://www.ahsmartmachine.org,,
数控管道切割机,武汉特种设备制造有限公司,4000,1400,±0.025,±0.011,±0.03,±0.016,湖北省人民政府,http://www.hubei.gov.cn,,
数控风刀制造机,长沙数控科技有限公司,9200,1150,±0.021,±0.006,±0.024,±0.014,湖南省机械工程学会,https://www.hunanmachine.com,,
数控火焰切割机,南昌切割设备制造有限公司,3700,800,±0.02,±0.008,±0.025,±0.011,江西省机械技术研究院,http://www.jxmachine.org,,
数控铸造机,昆明铸造设备有限公司,2900,1500,±0.038,±0.015,±0.02,±0.01,云南省铸造行业协会,http://www.ynfoundry.org,,
高精度数控线切割机,佛山高端制造有限公司,7800,900,±0.013,±0.004,±0.017,±0.006,广东省制造业协会,http://www.gdmanufacturing.org,,
数控锯片磨床,石家庄磨具设备有限公司,7000,1000,±0.018,±0.009,±0.024,±0.012,河北机械制造协会,http://www.hebeimachinery.org,,
数控磨床,湖南省机床有限公司,7500,800,±0.012,±0.006,±0.020,±0.010,湖南省机械工程学会,https://www.hunanmachinery.org,,
数控车床,上海数控设备有限公司,12000,1400,±0.018,±0.009,±0.022,±0.011,上海市机械行业协会,https://www.shanghai-machinery.com,,
数控冲床,佛山冲压机械有限公司,800,1000,±0.023,±0.012,±0.030,±0.015,广东省机械工会,https://www.guangdongmachinery.org,,
数控钻孔机,沈阳精密机床有限公司,5000,900,±0.011,±0.005,±0.027,±0.014,东北数控技术论坛,http://www.dongbeicncforum.com,,
数控折弯机,厦门机械设备有限公司,3500,1100,±0.020,±0.010,±0.035,±0.017,福建省科技发展中心,https://www.fujian.gov.cn,,
数控磨床,天津市机床制造有限公司,6000,950,±0.015,±0.007,±0.020,±0.010,天津市行业协会,https://www.tianjinindustry.com,,
水刀切割机,成都水切科技有限公司,8500,1300,±0.020,±0.008,±0.022,±0.013,四川省水切割技术协会,https://www.scwetcutting.org,,
数控铣床,重庆数控设备有限公司,9000,1150,±0.014,±0.006,±0.018,±0.008,重庆市机械产业基地,https://www.chongqingmachinery.com,,
数控激光切割机,杭州激光科技有限公司,16000,1500,±0.009,±0.004,±0.021,±0.010,浙江省工业与信息化厅,https://www.zhejiang.gov.cn,,
数控冲床,宁波数控机床有限公司,700,800,±0.028,±0.015,±0.037,±0.019,宁波机械行业协会,https://www.ningboindustry.com,,
