试验题目（字符型）,登记号（数字型）,系统名称（字符型）,适用领域（字符型）,申办者类型（字符型）,申办者（字符型）,合作者类型（字符型）,合作者（字符型）,研究类型（字符型）,试验状态（字符型）,试验分期（数字型）,注册地区（字符型）,试验国家/地区（字符型）,登记日期（日期型）,开始日期（日期型）,完成日期（日期型）,最新变更日期（日期型）,系统构成（字符型）,采集来源,来源链接,采集时间,备注
AI辅助患者管理系统研发,,智能患者跟踪系统,医疗健康,科研机构,加州理工学院,企业,护航科技,技术开发,招募中,1,北美,美国,2023-08-15,2024-01-05,2024-09-30,2024-06-20,包括数据收集、患者分析和通信功能,Healthcare IT News,https://www.healthcareitnews.com,2024-10-10,
智能农业预测系统试验,,农业智能预测平台,农业,企业,中国农业银行,研究院,中国农业科学院,应用研究,招募中,1,亚洲,中国,2023-07-10,2023-09-15,2024-04-30,2024-03-01,包括气候监测、作物病虫害分析和决策支持,AgriTech Magazine,https://www.agritechmagazine.com,2024-10-10,
智能语言处理系统实验,,多语言智能助手,自然语言处理,企业,Facebook,大学,剑桥大学,基础研究,招募中,2,欧洲,英国,2023-10-01,2023-12-01,2025-07-15,2024-05-01,包括语音识别、情感分析和上下文理解,NLP Journal,https://nlpjournal.com,2024-10-10,
智能物流调度系统研究,,智能物流管家,运输与物流,企业,丰田汽车,企业,顺丰快递,应用研究,已完成,2,亚洲,中国,2022-12-10,2023-02-01,2023-12-15,2023-10-01,包括实时数据分析、路线优化和自动化调度,Logistics Today,https://logisticstoday.com,2024-10-10,
智能城市环保系统试验,,智能环保管理系统,环境保护,城市政府,新加坡市政府,企业,IBM,应用研究,招募中,1,亚洲,新加坡,2023-04-20,2023-06-01,2024-06-01,2024-10-01,包括污染监测、数据分析和决策支持,IEEE Xplore,https://ieeexplore.ieee.org/Xplore/home.jsp,2024-10-10,
智能教育评估系统试验,,AI教育评估平台,教育行业,科研机构,剑桥大学,企业,Udacity,技术开发,已完成,2,欧洲,英国,2022-10-15,2023-01-10,2023-12-10,2023-09-05,包括学习数据分析、反馈和个性化课程,ResearchGate,https://www.researchgate.net/,2024-10-10,
智能农业监控系统试验,,农业智能观测系统,农业,大学,加州大学伯克利分校,企业,Bayer,应用研究,招募中,1,北美,美国,2023-08-10,2023-09-15,2024-07-30,2024-10-01,包括传感器监测、数据收集和智能分析,AgFunder,https://agfundernews.com/,2024-10-10,
智能健康监测系统试验,,健康跟踪助手,医疗健康,企业,苹果公司,医疗机构,梅奥诊所,临床研究,招募中,1,北美,加拿大,2023-03-25,2023-07-01,2024-12-15,2024-09-15,包括实时数据收集、健康评估和远程监测,Mayo Clinic,https://www.mayoclinic.org/,2024-10-10,
智能金融客户服务系统试验,,AI客服解决方案,金融服务,企业,汇丰银行,科技公司,Salesforce,研究与开发,已完成,2,欧洲,英国,2023-01-10,2023-03-01,2024-03-01,2024-09-20,包括问答系统、客户关系管理和数据分析,Forbes,https://www.forbes.com/,2024-10-10,
智能自然语言处理系统试验,,AI语言助手,信息技术,企业,微软,大学,斯坦福大学,基础研究,招募中,1,北美,美国,2023-09-05,2023-10-15,2025-01-30,2024-01-15,包括机器学习、语义分析和应用开发,TechCrunch,https://techcrunch.com/,2024-10-10,
智能物流优化系统试验,,物流智能调度系统,物流与运输,企业,亚马逊,研究院,麻省理工学院,应用研究,已完成,2,北美,美国,2022-05-01,2022-08-01,2023-05-31,2023-09-20,包括路线优化、数据分析和供应链管理,Logistics Management,https://www.logisticsmgmt.com/,2024-10-10,
智能供应链管理系统试验,,供应链智能助手,制造与供应链,企业,谷歌,大学,德克萨斯大学奥斯汀分校,应用研究,招募中,1,北美,美国,2023-11-10,2024-01-01,2025-01-01,2024-10-01,包括库存管理、数据分析和预测工具,Supply Chain Dive,https://www.supplychaindive.com/,2024-10-10,
智能安防监控系统试验,,安全监控AI系统,公共安全,城市政府,洛杉矶市政府,科技公司,海康威视,研究与开发,招募中,1,北美,美国,2023-03-11,2023-05-20,2024-11-30,2024-09-30,包括视频分析、行为识别和实时报警,Security Magazine,https://www.securitymagazine.com/,2024-10-10,
智能健康监测系统实验,,智能健康助手,医疗健康,企业,阿里健康,医院,复旦大学附属华东医院,临床研究,招募中,1,亚洲,中国,2023-08-20,2023-09-10,2024-06-01,2024-10-01,包括心率监测、活动追踪及数据分析,China Medical Journal,http://www.cmj.org/,2024-10-10,
农业智能种植系统实验,,智能农田助手,农业,科研机构,中国农业大学,企业,腾讯,技术开发,进行中,1,亚洲,中国,2023-06-15,2023-07-20,2024-01-20,2024-09-10,包括气候分析和种植优化,农业科学与技术,http://www.ias.ac.cn/,2024-10-10,
城市空气质量监测系统实验,,城市空气智能监测,环境保护,政府,环境保护部,企业,百度,应用研究,招募中,2,亚洲,中国,2023-04-01,2023-05-01,2024-12-01,2024-10-15,包括传感器和数据分析模型,Environmental Science & Technology,https://pubs.acs.org/journal/esthag,2024-10-10,
智能金融交易系统研发,,AI交易助手,金融服务,企业,摩根大通,大学,麻省理工学院,技术开发,已完成,2,北美,美国,2023-03-30,2023-04-30,2024-03-15,2024-10-20,包括高频交易算法和风险评估,Harvard Business Review,https://hbr.org/,2024-10-10,
智能语言翻译系统实验,,翻译助手,语言处理,企业,百度,科研机构,清华大学,技术开发,招募中,1,亚洲,中国,2023-09-05,2023-10-10,2024-07-15,2024-10-01,包括语音识别、机器翻译及人机交互,Journal of Artificial Intelligence Research,http://www.jair.org/,2024-10-10,
智能农业监测系统开发,,农业监测助手,农业,企业,华为,大学,浙江大学,应用研究,进行中,2,亚洲,中国,2023-10-01,2023-10-20,2025-04-30,2024-10-01,包括土壤温湿度监测和数据分析,AgriTech Journal,https://www.agritechjournal.com/,2024-10-10,
个性化学习系统实验,,智能教育平台,教育行业,企业,Udacity,学校,牛津大学,教育研究,招聘中,1,欧洲,英国,2023-02-01,2023-03-01,2024-02-15,2024-10-15,包括学习路径优化、实时评估反馈,International Journal of Educational Technology,http://www.ijet.org/,2024-10-10,
基于AI的疾病预测系统实验,,智能预测助手,医疗健康,企业,IBM,医院,梅奥诊所,临床研究,已完成,3,北美,美国,2022-10-10,2023-01-15,2024-11-30,2024-10-25,包括机器学习与数据分析,Nature Medicine,https://www.nature.com/nm/,2024-10-10,
电力智能管理系统试点实验,,智能电网助手,能源管理,政府,国家电力公司,企业,西门子,技术开发,招募中,1,欧洲,德国,2023-09-15,2023-10-20,2024-12-15,2024-11-01,包括调度与监控系统,IEEE Transactions on Smart Grid,https://ieeexplore.ieee.org/Xplore/home.jsp,2024-10-10,
机器学习在放射学中的应用,,放射影像AI分析系统,医疗健康,企业,IBM,大学,斯坦福大学,临床研究,招募中,1,北美,美国,2023-03-01,2023-06-01,2024-06-01,2024-09-01,包括放射影像分析、深度学习模型,ClinicalTrials,https://clinicaltrials.gov,2024-10-10,
智能城市环境监测实验,,城市环境AI监测系统,城市管理,政府,国家环境局,企业,阿里巴巴,应用研究,进行中,2,亚洲,中国,2023-04-20,2023-07-01,2025-01-01,2024-10-01,包含数据采集、分析与预警,OpenText,https://www.opentext.com/zh-cn/what-is/artificial-intelligence,2024-10-10,
金融交易智能化监控系统实验,,AI交易监控系统,金融服务,企业,摩根士丹利,大学,清华大学,技术开发,已完成,2,北美,美国,2022-09-05,2022-10-01,2023-05-01,2024-01-01,包括实时监控、风险评估与预测,TechCrunch,https://techcrunch.com,2024-10-10,
人工智能辅助语言学习系统实验,,智能语言学习平台,教育行业,企业,Duolingo,学校,剑桥大学,教育研究,进行中,1,欧洲,英国,2023-08-01,2023-09-01,2024-12-31,2024-10-01,包括个性化课程、即时反馈、语音识别,Cambridge University,https://www.cam.ac.uk,2024-10-10,
无人机智能农田监控实验,,农田监控AI系统,农业,科研机构,中国农业科学院,企业,大疆,应用研究,进行中,1,亚洲,中国,2023-02-15,2023-03-01,2024-08-01,2024-09-01,包括图像识别、数据分析与决策支持,OpenAI,https://openai.com,2024-10-10,
物流优化智能算法实验,,智能物流管理平台,物流行业,企业,亚马逊,大学,麻省理工学院,应用研究,招募中,1,北美,美国,2023-05-15,2023-08-01,2025-01-01,2024-09-15,包括路径优化、数据挖掘与模拟,Logistics Management,https://www.logisticsmgmt.com,2024-10-10,
情感识别AI系统实验,,情感分析AI助手,心理健康,企业,微软,大学,加州大学伯克利分校,应用研究,招募中,1,北美,美国,2023-06-10,2023-09-01,2024-06-30,2024-10-01,包含语音处理及情感分析,Psychology Today,https://www.psychologytoday.com,2024-10-10,
智能合约区块链系统实验,14,智能合约执行平台,金融服务,企业,以太坊基金会,大学,新加坡国立大学,应用研究,进行中,1,亚洲,新加坡,2023-07-25,2023-09-15,2025-03-01,2024-08-01,包括合约自动执行、审计机制,CoinDesk,https://www.coindesk.com,2024-10-10,
智能推荐系统实验,,个性化内容推荐平台,媒体,企业,Netflix,大学,哥伦比亚大学,应用研究,招募中,1,北美,美国,2023-08-30,2023-10-01,2024-10-01,2024-09-10,包括用户行为分析、推荐算法,Variety,https://variety.com,2024-10-10,
人工智能辅助的肺癌早期诊断,7,AI肺癌筛查系统,医疗健康,企业,阿里健康,医院,中国医学科学院肿瘤医院,临床研究,招募中,1,亚洲,中国,2023-06-15,2023-07-01,2024-06-30,2024-10-01,包括影像分析、数据联合和预测模型,ClinicalTrials,https://clinicaltrials.gov/ct2/show/NCT03243567,2024-10-10,
AI在气候变化监测中的应用,,气候智能控测系统,环境科学,政府,环境保护署,研究机构,剑桥大学,基础研究,正在进行,1,欧洲,英国,2023-08-01,2023-09-01,2025-03-01,2024-05-15,包括实时数据收集、预测模型与环境分析,OpenText,https://www.opentext.com/zh-cn/solutions/data-science,2024-10-10,
金融市场智能交易系统实验,,AI交易助手,金融服务,企业,摩根士丹利,科技公司,纳斯达克,技术开发,已完成,2,北美,美国,2022-12-12,2023-01-10,2024-01-05,2024-10-10,包括机器学习、算法交易与实时数据分析,TechTarget,https://www.techtarget.com/searchmobilecomputing/definition/AI-trading,2024-10-10,
人工智能在心理健康支持中的应用,,AI心理助手,心理健康,企业,Talkspace,大学,斯坦福大学,临床研究,招募中,1,北美,美国,2023-05-25,2023-06-15,2024-07-15,2024-09-30,包括情感分析、聊天机器人和用户反馈,Mental Health America,https://www.mhanational.org/,2024-10-10,
智能制造系统与AI优化研究,11,智造机器人系统,制造业,科研机构,清华大学,企业,海尔,技术开发,正在进行,1,亚洲,中国,2023-09-20,2023-10-01,2025-01-01,2024-08-20,包括流程优化、数据分析和自动化控制,IEEE Xplore,https://ieeexplore.ieee.org/Xplore/home.jsp,2024-10-10,
AI驱动的个性化医疗系统研究,,个性化健康助手,医疗健康,企业,亚马逊,大学,纽约大学,临床研究,招募中,1,北美,美国,2023-03-15,2023-04-10,2024-03-30,2024-09-25,包括基因组分析、健康监测和个性化建议,Nature,https://www.nature.com/,2024-10-10,
自动化仓储系统的AI优化研究,13,智能仓库管理系统,物流与仓储,企业,京东物流,科研机构,上海交通大学,应用研究,已完成,2,亚洲,中国,2022-10-05,2022-11-01,2023-10-20,2024-10-12,包括自动导航、库存管理与数据分析,Gartner,https://www.gartner.com/en/information-technology,2024-10-10,
基于AI的语言翻译系统发展实验,14,智能翻译助手,语言服务,企业,百度,科技公司,谷歌,技术开发,招募中,1,亚洲,中国,2023-08-05,2023-09-01,2024-08-01,2024-09-01,包括语音识别、文本翻译与上下文理解,TechCrunch,https://techcrunch.com/,2024-10-10,
AI辅助诊断系统优化,7,AI诊断助手,医疗健康,医院,西湖医院,企业,阿里健康,临床研究,招募中,1,亚洲,中国,2023-08-01,2023-09-15,2024-03-30,2024-10-05,包括临床数据分析与预测工具,研究院,https://www.researchinstitute.org,2024-10-10,
无人驾驶技术测试,,自动驾驶系统,交通运输,企业,特斯拉,大学,斯坦福大学,应用研究,进行中,3,北美,美国,2023-07-10,2023-08-15,2024-10-01,2024-09-20,包括传感器、导航与决策算法,Tesla Insights,https://www.tesla.com/solutions,2024-10-10,
语言处理AI教学平台,,多语言学习助手,教育行业,科技公司,Duolingo,大学,牛津大学,教育研究,招募中,1,欧洲,英国,2023-06-20,2023-07-25,2024-05-15,2024-09-30,包括自适应学习与实时反馈机制,Oxford University,https://www.ox.ac.uk,2024-10-10,
城市环境监测系统开发,10,城市智能监测助手,环境科学,市政府,北京市市政府,企业,腾讯,应用研究,进行中,2,亚洲,中国,2023-03-15,2023-04-20,2024-12-15,2024-10-10,包括空气质量监测和数据可视化,Public Affairs,https://www.gov.cn,2024-10-10,
AI助力老年人生活改善项目,11,老年人关怀机器人,养老服务,企业,索尼,大学,东京大学,社会研究,已完成,1,亚洲,日本,2022-10-05,2022-11-15,2023-08-01,2023-12-12,包括生活辅助、活动监控与健康管理,Sony Research,https://www.sony.com,2024-10-10,
智慧农业解决方案测试,12,智能种植辅助系统,农业科技,科研机构,中国农业科学院,企业,大疆创新,改进研究,进行中,1,亚洲,中国,2023-01-20,2023-02-25,2024-01-15,2024-08-01,包括作物遗传和生长监控,CAAS,https://www.caas.cn,2024-10-10,
智能物流优化系统实验,13,智能配送网络,物流,企业,京东,大学,清华大学,技术研究,招募中,2,亚洲,中国,2023-04-01,2023-05-10,2024-06-20,2024-10-15,包括路径优化和实时调度,Logistics Research,https://www.logisticsresearch.com,2024-10-10,
基于AI的金融服务改进实验,14,智能金融顾问,金融科技,企业,阿里巴巴,大学,复旦大学,应用研究,进行中,1,亚洲,中国,2023-02-15,2023-03-25,2024-04-05,2024-09-25,包括自动理财与风险评估动态工具,Alipay Research,https://www.alipay.com,2024-10-10,
AI在气候变化监测中的应用,,气候智能监测系统,环境科学,企业,微软,科研机构,加州大学伯克利分校,应用研究,招募中,1,北美,美国,2023-03-15,2023-06-01,2024-06-01,2024-10-01,包括卫星数据分析、气候模型和预测工具,NASA,https://www.nasa.gov,2024-10-10,
智能城市安全监控系统实验,8,城市安全智能系统,城市管理,政府,新加坡城市发展局,企业,华为,技术开发,进行中,1,亚洲,新加坡,2023-02-22,2023-03-01,2024-02-28,2024-09-15,包括实时监控、数据分析和警报系统,政府官网,https://www.ura.gov.sg,2024-10-10,
机器人辅助手术系统实验,,手术机器人系统,医疗健康,企业,达芬奇手术系统公司,医院,梅奥诊所,临床研究,正在进行,3,北美,美国,2023-04-10,2023-05-15,2025-05-10,2024-10-01,包括精准操作、虚拟现实和手术规划,JAMA Surgery,https://jamanetwork.com/journals/jamasurgery,2024-10-10,
社交媒体舆情分析系统实验,10,智能舆情分析工具,市场营销,企业,阿里巴巴,大学,复旦大学,应用研究,招募中,2,亚洲,中国,2023-08-22,2023-09-01,2024-12-31,2024-11-01,包括情感分析、趋势预测和报告生成,Nielsen,https://www.nielsen.com,2024-10-10,
智能能源管理系统试验,,绿色能源优化助手,能源,政府,德国能源部,企业,西门子,技术开发,已完成,1,欧洲,德国,2022-12-01,2023-01-15,2023-11-15,2024-05-01,包括能源消耗监测、智能调度和优化算法,IEEE Xplore,https://ieeexplore.ieee.org,2024-10-10,
