公司名称（字符型）,应用领域（字符型）,解决方案名称（字符型）,实现功能（字符型）,自研核心（字符型）,采集来源,来源链接,采集时间,备注
互联科技,传媒、广告,在线广告投放与效果分析系统,广告投放效果实时监控与分析,大数据与人工智能,互联科技官网,https://www.hulian.com,,
聚合信息,游戏、互动娱乐,在线互动游戏平台,多平台互通与用户互动,云游戏与实时互动技术,聚合信息官网,https://www.juhe.com,,
直通车科技,交通、城规,智能交通管理系统,交通流量分析与优化调度,AI与数据可视化技术,直通车科技官网,https://www.zhitongche.com,,
水木云,社区服务、生活,社区管理与服务平台,居民信息管理与服务调度,社区大数据与智能管理,水木云官网,https://www.shuimu.com,,
蓝图科技,房地产、开发,数字化房地产管理平台,项目进度追踪与资源调配,BIM与云计算,蓝图科技官网,https://www.lantuchina.com,,
星辰大海,文化、艺术,艺术品在线交易平台,艺术品展示与交易管理,区块链与大数据,星辰大海官网,https://www.xingchendahai.com,,
金兰科技,旅游、交通,智能旅游管理平台,用户行程管理与服务优化,AI与用户体验设计,金兰科技官网,https://www.jinlan.com,,
智博科技,政府、公共安全,公共安全智能监控系统,实时监控与数据分析,物联网与视频分析技术,智博科技官网,https://www.zhibotech.com,,
微众银行,金融科技、风险管理,智能风险评估系统,实时信用评分与风险预警,大数据分析与机器学习,微众银行官网,https://www.webank.com,,
汉得信息,人力资源、企业管理,智能人力资源管理系统,员工绩效评估与招聘优化,云计算与数据挖掘,汉得信息官网,https://www.hand.com.cn,,
网宿科技,网络安全、内容分发,全局内容配送网络解决方案,高速文件传输与DDoS防护,边缘计算与数据安全,网宿科技官网,http://www.wangsu.com,,
智融科技,健康医疗、数据分析,智能医疗数据管理系统,病历自动识别与分析,人工智能与区块链,智融科技官网,http://www.zhirong.com,,
黎明软件,教育、在线学习,个性化学习推荐系统,学习路径优化与个性化课程推送,人工智能与推荐算法,黎明软件官网,https://www.limingtech.com,,
智移科技,智能家居、物联网,居家智能管理系统,设备集中控制与场景联动,物联网与云平台,智移科技官网,http://www.zhimove.com,,
顶誉科技,营销、广告,精准营销平台,市场分析与广告投放优化,大数据分析与用户画像,顶誉科技官网,http://www.dingyu.com,,
慧云科技,云计算、企业服务,云资源管理系统,多云环境集中管理,云计算与自动化运维,慧云科技官网,http://www.huiyun.com,,
维度科技,娱乐、数据分析,用户行为分析平台,用户偏好识别与内容推荐,大数据分析与机器学习,维度科技官网,http://www.weidu.com,,
云顶科技,金融、智能分析,智能投资分析系统,市场动态实时分析与预测,人工智能与量化模型,云顶科技官网,http://www.yunding.com,,
路由云,运输、物流,智慧物流管理平台,运输路径优化与实时调度,大数据与地理信息系统,路由云官网,https://www.luyouyun.com,,
火炬科技,农业、数据管理,智慧农业管理系统,农作物生长数据监控与分析,物联网与大数据,火炬科技官网,http://www.huoju.com,,
创维科技,消费电子、智能家居,智慧居家解决方案,智能家电远程控制与管理,物联网技术,创维科技官网,http://www.skv.com,,
黑科技,网络安全、信息技术,全方位网络安全防护系统,入侵检测与自动应急响应,人工智能与信息安全,黑科技官网,https://www.heikeji.com,,
光华科技,公共服务、智慧城市,智慧城市决策支持系统,公用设施管理与数据分析,云计算与移动互联,光华科技官网,http://www.ghtech.com,,
众合科技,社交媒体、社区管理,社区互动管理平台,邻里互动与资源共享,社交网络与数据分析,众合科技官网,http://www.zhonghe.com,,
全景科技,房地产、虚拟现实,虚拟现实房产展示系统,360度房产实时浏览,虚拟现实与增强现实技术,全景科技官网,http://www.quanjing.com,,
高峰科技,文娱、云服务,在线内容管理系统,内容分发与版权管理,云计算与内容加速,高峰科技官网,http://www.gaofeng.com,,
智云科技,医疗、健康管理,电子健康记录系统,患者信息整合与访问管理,云计算与数据安全,智云科技官网,http://www.smartcloud.com,,
华为云,教育、远程学习,云端课堂解决方案,实时互动与资料共享,AI技术与大数据分析,华为官网,https://www.huaweicloud.com/solutions/education,,
小米科技,智能家居、IoT,智能家居管理平台,家居设备集中控制,物联网与人工智能,小米官网,https://www.mi.com/iot,,
赛诺菲科技,生物医疗、药品管理,药品追溯系统,药品流通及使用的透明化,区块链与数据分析,赛诺菲官网,https://www.sanofi.cn/solutions,,
天诚科技,政府、公共服务,智慧城市管理系统,城市数据分析与决策支持,GIS与云计算,天诚官网,http://www.tianchengtech.com,,
科大讯飞,教育、人工智能,智能教育助理,个性化学习与评估,自然语言处理与AI,科大讯飞官网,https://www.iflytek.com/education,,
百度云,金融、投资,智能投资分析平台,市场预测与投资组合优化,深度学习与数据挖掘,百度官网,https://cloud.baidu.com/solution/finance,,
云赛科技,商业、市场营销,客户关系管理系统,客户数据整合与分析,AI分析与大数据,云赛科技官网,http://www.yunsai.com/crm,,
英特尔科技,制造业、智能工厂,智能制造解决方案,生产过程优化与监控,边缘计算与AI,英特尔官网,https://www.intel.com/content/www/us/en/solutions/smart-manufacturing.html,,
中兴通讯,电信、网络服务,网络监控解决方案,实时网络状态监测,5G技术与云计算,中兴官网,https://www.zte.com.cn/global/solutions,,
索尼科技,娱乐、媒体,互通的媒体平台,内容分发与用户分析,AI与大数据分析,索尼官网,https://www.sony.com/media-solutions,,
美团科技,餐饮、外卖,智能外卖配送系统,实时配送跟踪与优化,AI与大数据优化,美团官网,https://www.meituan.com/tech,,
海康威视,安全、监控,视频监控管理系统,视频监控与智能分析,图像识别与AI,海康威视官网,https://www.hikvision.com/en/products/video-surveillance/,,
世纪互联,云计算、数据存储,高可用云存储方案,安全数据备份与恢复,分布式存储技术,世纪互联官网,http://www.21vianet.com/,,
吉利科技,汽车、自驾,自动驾驶解决方案,实时导航与安全监控,自动驾驶技术与大数据,吉利汽车官网,https://www.geely.com/en/technology,,
三一重工,建筑、重工,建筑管理解决方案,工地管理与材料追溯,工业物联网技术,三一官网,https://www.sanygroup.com/products,,
红帽软件,软件开发、Linux,开源云管理工具,云资源管理与优化,开源技术与容器化,红帽官网,https://www.redhat.com/en/solutions/cloud,,
京东数科,金融、科技,智能风控平台,实时信贷分析与审批,机器学习与数据分析,京东官网,https://www.jd.com/fintech,,
星河云科技,医疗、数据管理,电子病历管理系统,病历数据共享与分析,云计算与数据安全,星河科技官网,http://www.xingheyun.com,,
明德科技,金融、风险控制,智能风险评估系统,实时风险监控与预警,人工智能与大数据分析,明德科技官网,https://www.mingde.com,,
思科数码,教育、在线学习,智能教育资源系统,个性化学习路径设计,AI驱动的学习分析,思科官网,https://www.cisco.com,,
云尚科技,旅游、服务管理,智能旅游解决方案,客户行程规划与安排,大数据与自然语言处理,云尚科技官网,http://www.yunshang.com,,
厚朴财务,财务、审计,智能审计系统,自动化数据审计,机器学习与数据挖掘,厚朴科技官网,http://www.houpu.com,,
博睿科技,市场营销、广告,精准市场分析工具,市场趋势预测与分析,大数据与AI分析,博睿官网,http://www.borui.com,,
佳佳互动,娱乐、社交,社交媒体营销平台,用户行为分析与广告投放,社交数据挖掘,佳佳互动官网,http://www.jiajia.com,,
智云网络,物流、配送,智能配送管理系统,自动化调度与跟踪,GIS与实时数据分析,智云官网,http://www.zhiyun.com,,
腾飞科技,工业自动化、制造业,智能制造解决方案,工厂运营数据优化,物联网与机器学习,腾飞官网,http://www.tengfei.com,,
橙子软件,人力资源、管理,员工绩效管理系统,绩效评估及反馈机制,云技术与数据分析,橙子软件官网,http://www.chengzi.com,,
睿智科技,政府、公共管理,市政管理信息系统,市政工程数据整合与分析,云计算与数据集成,睿智官网,http://www.ruizhi.com,,
新视野科技,能源、环境监测,智能监测与分析平台,能源消耗与环境数据监测,物联网与数据分析,新视野官网,http://www.xinshiya.com,,
众联科技,电商、交易,跨境电商解决方案,订单管理与物流跟踪,大数据与区块链技术,众联官网,http://www.zhonglian.com,,
慧博科技,农业、食品安全,农业生产管理系统,作物生长与施肥监控,AI与传感器技术,慧博官网,http://www.huibo.com,,
安迅科技,航空航天、工业,飞行器维修管理系统,维修记录与计划排程,云平台与数据管理,安迅官网,http://www.anxun.com,,
城数科技,智慧城市、公共服务,城市交通管理系统,交通流量监测与分析,人工智能与大数据,城数官网,http://www.chengshu.com,,
适材科技,建筑、规划,建筑设计协同平台,项目管理与设计反馈,云计算与协作工具,适材官网,http://www.shicai.com,,
讯神科技,教育、在线培训,在线教育平台,视频录制与课程直播,云计算与大数据,讯神科技官网,https://www.xunshen.com,,
恒信科技,金融、投资,智能资产管理系统,实时投资组合监控,量化分析与AI,恒信科技官网,https://www.hengxin.com,,
智链科技,物流、供应链,智慧物流跟踪系统,实时货物跟踪,物联网与云服务,智链科技官网,https://www.zhiliant.com,,
云智博,健康、医疗,健康管理信息系统,电子健康记录管理,人工智能与大数据分析,云智博官网,https://www.yunzhibo.com,,
博云科技,电信、IT服务,电信计费解决方案,自动化账单生成与管理,区块链与云原生技术,博云科技官网,https://www.boyun.com,,
亿智科技,网络安全、信息,企业级网络防护系统,入侵检测与响应,人工智能与安全防护,亿智科技官网,https://www.yizhi.com,,
优品科技,电子商务、零售,电商平台分析工具,用户行为分析与转化率优化,大数据与行为分析,优品科技官网,https://www.youpin.com,,
海云科技,云计算、信息管理,云服务管理平台,资源监控与环境安全,虚拟化与自动化,海云科技官网,https://www.haiyun.com,,
快运科技,交通、运输,智能调度管理系统,车辆调度与运力分析,AI优化与大数据,快运科技官网,https://www.kuaoyun.com,,
