受理号（数字型）,技术名称（字符型）,技术类型（字符型）,注册分类（字符型）,申请类型（数字型）,承办日期（日期型）,企业名称（字符型）,联合申报企业名称（字符型）,办理状态（字符型）,地区代码（字符型）,审评结论（字符型）,规范企业名称（字符型）,实施方式（字符型）,企业名称(CDE)（字符型）,试验登记号（数字型）,技术领域（字符型）,注册版本（字符型）,采集来源,来源链接,采集时间,备注
CN10-1815/TJ,低温超导材料研发,材料科学,空天技术,1,2023/9/25,先进材料研究所,高能物理中心,已完成,420000,合格,超级材料科技有限公司,实验室测试,先进材料研究所,2023-007,空天技术,V1.1,科学日报,http://www.sci-techdaily.com/,2024-10-09,
CN10-1785/TJ,人造卫星轨道监测技术,监测系统,空天技术,2,2023/7/15,卫星通讯公司,信息科技集团,已受理,310000,合格,卫星科技公司,地面测试,卫星通讯公司,2023-008,空天技术,V1.0,北京日报,http://www.bjd.com.cn/,2024-10-09,
CN10-1710/TJ,空天数据融合技术,数据分析,空天技术,1,2023/8/28,大数据技术有限公司,遥感卫星公司,待审,440000,待审,空天数据科技公司,数据挖掘,大数据技术有限公司,2023-009,空天技术,V1.2,大公报,http://www.takungpao.com/,2024-10-09,
CN10-1787/TJ,星际探测任务管理软件,软件开发,空天技术,2,2023/11/10,星际探索科技有限公司,宇航工程公司,正在进行,620000,合格,宇航科技集团,虚拟仿真,星际探索科技有限公司,2023-010,空天技术,V1.0,科技日报,http://www.stdaily.com/,2024-10-09,
CN10-1742/TJ,空间环境适应性技术研究,环境科学,空天技术,1,2023/12/1,环境科技研究中心,空气动力学研究院,已完成,330000,合格,环境科学公司,样品试验,环境科技研究中心,2023-011,空天技术,V1.0,江苏科技新闻,http://www.jskjnews.com/,2024-10-09,
CN10-1813/TJ,新型气动载荷传感器,传感器技术,空天技术,2,2023/10/20,传感器创新公司,智能设备研发中心,待审,150000,待审,传感器科技有限公司,野外实验,传感器创新公司,2023-012,空天技术,V1.0,科技创新网,http://www.scinnovation.net/,2024-10-09,
CN10-1790/TJ,高空无人机控制系统,无人机技术,空天技术,1,2023/11/15,无人机科技公司,先进控制技术中心,已受理,120000,合格,无人机系统有限公司,模拟测试,无人机科技公司,2023-013,空天技术,V1.0,中国无人机网,http://www.uavchina.com/,2024-10-09,
CN10-1773/TJ,空间通讯网络优化技术,网络技术,空天技术,2,2023/9/30,太空通讯科技有限公司,网络工程研究中心,完成,610000,合格,太空网络技术公司,实验室测试,太空通讯科技有限公司,2023-014,空天技术,V1.0,网络技术时报,http://www.nettechnews.com/,2024-10-09,
CN10-1782/TJ,月球基地建设技术,系统设计,空天技术,1,2023/9/15,月球探索公司,宇航建筑协会,已受理,450000,合格,宇航科技股份有限公司,模拟实验,月球探索公司,2023-006,空天技术,V1.0,中国航天科技集团,http://www.cmsa.gov.cn,2024-10-09,
CN10-1819/TJ,低轨卫星网络架构设计,网络设计,空天技术,1,2023/5/22,卫星通信技术公司,无,完成,510000,合格,通信未来科技有限公司,数据模拟,卫星通信技术公司,2023-007,空天技术,V1.2,科技日报,http://www.stdaily.com,2024-10-09,
CN10-1815/TJ,超高频信号处理技术,信号处理,空天技术,2,2023/2/18,空间通讯研究院,高频信号科技公司,正在进行,630000,待审,超高频科技有限公司,实验室测试,空间通讯研究院,2023-008,空天技术,V1.1,中国科技网,https://www.cnki.net,2024-10-09,
CN10-1785/TJ,智能无人飞行器控制系统,系统设计,空天技术,1,2023/4/14,无人机科技有限公司,无,已完成,420000,合格,智能飞行科技公司,实地测试,无人机科技有限公司,2023-009,空天技术,V1.0,中国无人机网,http://www.uavchina.org,2024-10-09,
CN10-1710/TJ,太空材料科学研究,科学实验,空天技术,1,2023/10/1,国际材料研究所,中国科学院,待审,370000,待审,材料科技有限公司,实验室研究,国际材料研究所,2023-010,空天技术,V1.3,中国材料研究学会,http://www.cmas.org.cn,2024-10-09,
CN10-1787/TJ,太空环境监测技术,监测技术,空天技术,2,2023/7/30,环境监测科技公司,生态环境部,已完成,380000,合格,监测技术研究中心,数据分析,环境监测科技公司,2023-011,空天技术,V1.0,中华环保联合会,http://www.zhb.gov.cn,2024-10-09,
CN10-1742/TJ,量子通信技术应用研究,通信技术,空天技术,1,2023/8/25,量子科技有限公司,无,正在进行,440100,待审,量子通信研究所,实验室测试,量子科技有限公司,2023-012,空天技术,V1.0,量子通信协会,http://www.qca.org.cn,2024-10-09,
CN10-1813/TJ,高空气球数据采集技术,数据采集,空天技术,1,2023/11/7,气象科技有限公司,无,待审,340000,待审,气象监测中心,无人机撮合,气象科技有限公司,2023-013,空天技术,V1.1,中国气象局,http://www.cma.gov.cn,2024-10-09,
CN10-1790/TJ,新型火箭推进材料研发,材料研发,空天技术,2,2023/6/18,火箭推进科技公司,国家航天局,完成,330100,合格,推进材料科技公司,实验室测试,火箭推进科技公司,2023-014,空天技术,V1.0,航天信息网,http://www.spaceinfo.gov.cn,2024-10-09,
CN10-1790/TJ,空间碎片监测与防护技术,监测技术,空天技术,1,2023/2/25,航天科技发展中心,国际空间研究院,已受理,410000,合格,航天监测科技公司,实地测试,航天科技发展中心,2023-006,空天技术,V1.0,航天信息网,http://www.spaceinfo.org/,2024-10-09,
CN10-1801/TJ,无人机自动飞行控制系统,系统设计,空天技术,1,2023/4/15,无人机科技有限公司,飞行控制技术研究所,正在进行,450000,待审,无人机研究中心,模拟实验,无人机科技有限公司,2023-007,空天技术,V1.1,南宁科技局,http://www.nnkj.gov.cn/,2024-10-09,
CN10-1732/TJ,卫星数据实时处理系统,数据处理,空天技术,2,2023/5/18,地球观测科技公司,信息与通信科技局,已完成,220000,合格,卫星科技公司,云计算平台,地球观测科技公司,2023-008,空天技术,V2.0,中国科技日报,http://www.stdaily.com/,2024-10-09,
CN10-1823/TJ,深空探测器材料性能测试,性能测试,空天技术,1,2023/7/22,宇宙工程材料研究所,国家航天局,待审,310000,待审,深空材料科技公司,实验室测试,宇宙工程材料研究所,2023-009,空天技术,V1.0,科学技术出版社,http://www.sciencepress.cn/,2024-10-09,
CN10-1694/TJ,空间站舱段结构设计方法,系统设计,空天技术,1,2023/8/30,太空建设科技有限公司,空间科学研究所,已受理,310000,合格,太空科技公司,结构分析,太空建设科技有限公司,2023-010,空天技术,V1.0,上海科技网,http://www.shjk.gov.cn/,2024-10-09,
CN10-1655/TJ,火箭推进系统创新技术,发动机设计,空天技术,2,2023/9/5,火箭动力科技有限公司,新技术开发有限公司,完成,120000,合格,动力科技研究院,性能验证,火箭动力科技有限公司,2023-011,空天技术,V2.0,人民网,http://www.people.com.cn/,2024-10-09,
CN10-1856/TJ,太空机器人自主操作系统,自动化系统,空天技术,1,2023/10/10,空间机器人研究所,智能科技有限公司,正在进行,320000,待审,精密机械科技公司,原型测试,空间机器人研究所,2023-012,空天技术,V1.0,科技日报,http://www.stdaily.com/,2024-10-09,
CN10-1107/TJ,高能激光武器发展技术,武器系统,空天技术,2,2023/9/22,激光科技公司,国家防务科技局,已完成,520000,合格,激光科技研究院,理论分析,激光科技公司,2023-013,空天技术,V1.0,国防科技报,http://www.defense.gov.cn/,2024-10-09,
CN10-1878/TJ,新型空间通信系统,通信技术,空天技术,1,2023/11/12,空间通信科技公司,信息技术研究院,待审,330000,待审,通信科技科技公司,实验室测试,空间通信科技公司,2023-014,空天技术,V1.0,中国互联网信息中心,http://www.cnnic.net.cn/,2024-10-09,
CN10-1103/TJ,基于人工智能的无人机导航系统,导航系统,空天技术,1,2023/10/1,无人机智能科技公司,未来科技公司,已受理,500000,合格,无人机技术协会,仿真测试,无人机智能科技公司,2023-006,空天技术,V1.0,科技日报,http://www.stdaily.com/,2024-10-09,
CN10-1773/TJ,低轨卫星通信技术,通信技术,空天技术,2,2023/9/15,低轨道通信有限公司,中国卫星通信公司,完成,120000,合格,低轨卫星科技有限公司,实验室测试,低轨道通信有限公司,2023-007,空天技术,V1.1,全球通讯网,http://www.globalcomm.net/,2024-10-09,
CN10-1782/TJ,环境监测卫星技术,监测技术,空天技术,1,2023/5/30,环境卫星科技公司,地球观测研究所,进行中,440100,待审,环境科技公司,现场测试,环境卫星科技公司,2023-008,空天技术,V2.0,中国环境报,http://www.cenews.com.cn/,2024-10-09,
CN10-1819/TJ,量子通信空天系统,安全技术,空天技术,2,2023/4/22,量子科技发展公司,未来网络中心,已完成,310100,合格,量子通信解决方案有限公司,模拟实验,量子科技发展公司,2023-009,空天技术,V1.2,量子时代新闻网,http://www.quantumnet.com/,2024-10-09,
CN10-1815/TJ,行星际探测器通信技术,通信系统,空天技术,1,2023/8/18,行星际探测技术公司,空间探索技术公司,正在进行,340000,待审,行星探测协会,现场测试,行星际探测技术公司,2023-010,空天技术,V1.0,太空探索网,http://www.spacex.com/,2024-10-09,
CN10-1785/TJ,空间碎片检测试验技术,检测技术,空天技术,2,2023/7/12,空间安全研究所,空间监测技术有限公司,已完成,420000,合格,空间技术协会,模拟实验,空间安全研究所,2023-011,空天技术,V1.0,航天报,http://www.spacejournal.com/,2024-10-09,
CN10-1710/TJ,未来空天机场布局研究,规划设计,空天技术,1,2023/10/25,航空规划设计院,未来航空公司,已受理,450000,待审,航空设计协会,理论研究,航空规划设计院,2023-012,空天技术,V1.3,航空展览会,http://www.aviationexpo.com/,2024-10-09,
CN10-1787/TJ,深空探测器生命周期管理系统,系统开发,空天技术,2,2023/9/29,深空研发中心,宇宙探索集团,进行中,630000,合格,深空技术公司,理论与实践结合,深空研发中心,2023-013,空天技术,V2.1,深空研究所,http://www.deep-space.org/,2024-10-09,
CN10-1742/TJ,空间环境监测与评估系统,评估技术,空天技术,1,2023/8/30,环境监测公司,国际生态研究所,已完成,520000,合格,生态科技公司,综合评估,环境监测公司,2023-014,空天技术,V1.0,环境监测与评估网,http://www.environmentmonitoring.com/,2024-10-09,
CN10-1813/TJ,模块化卫星通信系统设计,系统设计,空天技术,1,2023/2/14,星联科技有限公司,远洋通信公司,已受理,510000,合格,星联科技,实验室测试,星联科技有限公司,2023-006,空天技术,V1.0,四川省科技厅,http://www.scitech.gov.cn/,2024-10-09,
CN10-1790/TJ,火星探测器再入技术,技术开发,空天技术,2,2023/4/22,火箭科学研究院,无人系统开发公司,完成,100000,合格,火箭科技有限公司,试验飞行,火箭科学研究院,2023-007,空天技术,V1.1,国家宇航局,http://www.cnsa.gov.cn/,2024-10-09,
CN10-1773/TJ,先进材料用于航天器热防护系统,材料研发,空天技术,1,2023/7/30,空间材料研究所,高技术材料公司,正在进行,420000,待审,空间材料科技有限公司,实验室测试,空间材料研究所,2023-008,空天技术,V1.0,湖北省科技厅,http://www.hb.gov.cn/,2024-10-09,
CN10-1782/TJ,低轨卫星群组网技术,系统集成,空天技术,2,2023/9/15,卫星网络技术研究院,新空间通讯公司,已完成,330000,合格,卫星科技有限公司,网络测试,卫星网络技术研究院,2023-009,空天技术,V1.2,浙江省科技厅,http://www.zj.gov.cn/,2024-10-09,
CN10-1819/TJ,无人机航拍技术,功能开发,空天技术,1,2023/10/5,无人机研发中心,航拍科技有限公司,等待受理,110000,待审,无人机科技有限公司,实地测试,无人机研发中心,2023-010,空天技术,V1.0,北京市科技局,http://www.bj.gov.cn/,2024-10-09,
CN10-1815/TJ,小型卫星快速制造技术,生产技术,空天技术,1,2023/11/1,卫星制造公司,高工智能科技,已受理,450000,合格,卫星制造科技有限公司,生产线测试,卫星制造公司,2023-011,空天技术,V1.0,广西省科技厅,http://www.gx.gov.cn/,2024-10-09,
CN10-1785/TJ,轨道飞行器态势感知技术,应用开发,空天技术,2,2023/12/10,飞行安全研究院,宇航防护技术公司,正在进行,370000,待审,飞行安全科技有限公司,模拟测试,飞行安全研究院,2023-012,空天技术,V1.1,山东省科技厅,http://www.sd.gov.cn/,2024-10-09,
CN10-1710/TJ,环境监测卫星技术,系统开发,空天技术,1,2023/5/20,环境科技发展公司,大气研究中心,已完成,620000,合格,环境科技有限公司,数据分析,环境科技发展公司,2023-013,空天技术,V1.0,甘肃省科技厅,http://www.gs.gov.cn/,2024-10-09,
CN10-1787/TJ,载人航天应急响应系统,安全系统,空天技术,2,2023/8/30,航天安全技术公司,高空安全技术研究所,等待受理,530000,待审,航天安全科技有限公司,应急演练,航天安全技术公司,2023-014,空天技术,V1.1,云南省科技厅,http://www.yn.gov.cn/,2024-10-09,
CN10-1742/TJ,空间碎片监测与清除技术,系统设计,空天技术,1,2023/5/18,宇航清洁科技有限公司,上海宇航技术公司,已受理,310000,合格,宇航管理公司,模拟演练,宇航清洁科技有限公司,2023-006,空天技术,V1.0,中国航天科技集团,http://www.cast.cn/,2024-10-09,
CN10-1813/TJ,星际通信系统开发,通信系统,空天技术,2,2023/7/12,未来通信集团,全球科技合伙人,完成,110000,已批准,未来技术公司,实验室测试,未来通信集团,2023-007,空天技术,V1.2,科学技术发展报告,http://www.sdstc.org/,2024-10-09,
CN10-1790/TJ,低轨卫星星座组网技术,网络设计,空天技术,1,2023/8/30,全球卫星科技有限公司,卫星数据分析公司,正在进行,450000,合格,卫星科技有限公司,网络仿真,全球卫星科技有限公司,2023-008,空天技术,V1.0,中国航天报,http://www.spacechina.com/,2024-10-09,
CN12-2563/TJ,火星探测器气象观测技术,环境监测,空天技术,2,2023/9/25,火星探索局,宇宙探测科技公司,已完成,620000,合格,宇宙探测公司,空间实验,火星探索局,2023-009,空天技术,V1.1,宇宙探索新闻网,http://www.mars.gov.cn/,2024-10-09,
CN11-3485/TJ,空间热防护材料研发,新材料,空天技术,1,2023/10/5,航空航天材料研究院,特种材料研究中心,待审,210000,待审,航空材料公司,材料测试,航空航天材料研究院,2023-010,空天技术,V1.0,中国材料研究学会,http://www.camsc.cn/,2024-10-09,
CN13-4798/TJ,深空探测数据分析技术,数据处理,空天技术,2,2023/11/2,深空探索数据中心,人工智能分析公司,正在进行,330000,合格,大数据科学公司,数据实验,深空探索数据中心,2023-011,空天技术,V1.0,中国科学技术协会,http://www.cast.org.cn/,2024-10-09,
CN09-1872/TJ,无人机空中交通管理系统,智能系统,空天技术,1,2023/10/25,无人机科技发展公司,智能交通公司,已受理,450000,合格,运输管理公司,软件测试,无人机科技发展公司,2023-012,空天技术,V2.0,交通运输部,http://www.mot.gov.cn/,2024-10-09,
CN14-3056/TJ,量子雷达技术研发,探测技术,空天技术,1,2023/11/15,量子科技研究所,航空电气公司,已完成,370000,合格,量子科技有限公司,实验室测试,量子科技研究所,2023-013,空天技术,V1.0,中国电子科技集团,http://www.cetc.com/,2024-10-09,
