细分领域,企业,单模最大平均功率,频率范围,脉冲宽度,最大单脉冲能量,光束质量M²,采集来源,来源链接,采集时间,备注
激光焊接,深圳金兆激光技术有限公司,750,1-6000 kHz,10-400 ns,8,≤1.2,深圳市科学技术局,https://www.sz.gov.cn,,
激光切割,北京威创激光设备有限公司,500,1-8000 kHz,8-250 ns,6,<1.4,中国光学学会,https://www.oschina.net,,
激光精密制造,天津华光激光科技有限公司,700,2-3000 kHz,15-450 ns,4,<1.5,天津市经济和信息化委员会,https://www.tianjin.gov.cn,,
激光打孔,上海瑞精激光器材有限公司,350,1-5200 kHz,6-250 ns,3,≤1.6,中国激光产业网,https://www.clia.org.cn,,
激光清洗,南京百川激光设备有限公司,220,1-6000 kHz,12-300 ns,10,≤1.8,南京市科技局,https://www.nanjing.gov.cn,,
激光焊接,成都光华激光技术有限公司,800,2-7000 kHz,5-450 ns,9,≤1.1,四川省制造业协会,https://www.scma.org.cn,,
激光切割,重庆智汇激光科技有限公司,600,1-9000 kHz,10-200 ns,7,<1.3,重庆市经济和信息化委员会,https://www.cq.gov.cn,,
激光精密制造,西安光电科技有限公司,650,1-3500 kHz,20-500 ns,6,<1.4,陕西省科学技术厅,https://www.xa.gov.cn,,
激光打孔,武汉睿智激光设备有限公司,280,1-5500 kHz,7-300 ns,5,≤1.8,武汉市科技局,https://www.wh.gov.cn,,
激光清洗,哈尔滨新星激光科技有限公司,150,1-4000 kHz,15-350 ns,14,≤1.9,黑龙江省科技厅,https://www.hlj.gov.cn,,
激光焊接,广州华星激光有限公司,500,1-6500 kHz,10-480 ns,9,<1.2,广州市经济和信息化局,https://www.gz.gov.cn,,
激光切割,苏州速德激光科技有限公司,450,1-8000 kHz,9-250 ns,8,<1.3,江苏省科协,https://www.js.gov.cn,,
激光精密制造,厦门博亚激光科技有限公司,700,2-4500 kHz,12-500 ns,5,<1.4,厦门市科学技术局,https://www.xm.gov.cn,,
激光打孔,福州创元激光科技有限公司,330,1-5200 kHz,7-260 ns,4,≤1.5,福建省经济和信息化厅,https://www.fujian.gov.cn,,
激光清洗,大连晨光激光科技有限公司,180,1-7000 kHz,11-280 ns,13,≤1.6,辽宁省科学技术厅,https://www.liaoning.gov.cn,,
激光焊接,沈阳北斗激光设备有限公司,550,1-5000 kHz,12-480 ns,7,<1.3,沈阳市科技局,https://www.shenyang.gov.cn,,
激光切割,青岛腾飞激光制造有限公司,450,1-6200 kHz,10-300 ns,6,<1.5,山东省科技厅,https://www.shandong.gov.cn,,
激光焊接,深圳瑞星激光设备有限公司,700,1-5000 kHz,10-400 ns,9,≤1.2,深圳科技创新委员会,https://www.sz.gov.cn,,
激光镭雕,杭州光影智能科技有限公司,500,1-6000 kHz,8-300 ns,6,<1.5,浙江省工业和信息化厅,https://www.zj.gov.cn,,
激光切割,成都焊接科技有限公司,1000,1-8000 kHz,6-350 ns,10,≤1.3,四川省经济和信息化厅,https://www.sc.gov.cn,,
激光打孔,苏州新思维激光技术有限公司,400,1-4500 kHz,5-250 ns,5,≤1.6,江苏省科技厅,https://www.js.gov.cn,,
激光清洗,北京天翔激光有限公司,300,1-5500 kHz,15-400 ns,8,<1.8,北京市科学技术委员会,https://www.beijing.gov.cn,,
激光打标,南京高精激光科技股份有限公司,650,1-7000 kHz,12-200 ns,7,≤1.4,江苏省质监局,https://www.jssz.gov.cn,,
激光溶接,郑州伟光激光科技有限公司,900,1-6500 kHz,10-350 ns,11,≤1.3,河南省工业和信息化厅,https://www.henan.gov.cn,,
激光检验,重庆光明激光装备有限公司,500,1-4000 kHz,20-300 ns,3,<1.5,重庆市科技局,https://www.cq.gov.cn,,
激光加工,广州美光激光有限公司,700,1-7500 kHz,12-150 ns,5,≤1.4,广州市经济和信息化局,https://www.gz.gov.cn,,
激光谱分析,天津激光技术有限公司,250,1-3000 kHz,5-200 ns,4,<1.6,天津市科技局,https://www.tianjin.gov.cn,,
激光涂层,青岛光辉激光科技有限公司,400,1-5000 kHz,15-400 ns,6,≤1.5,山东省经济和信息化厅,https://www.shandong.gov.cn,,
激光清除,福州旭辉激光有限公司,220,1-6400 kHz,8-250 ns,10,<1.7,福建省科技局,https://www.fujian.gov.cn,,
激光标记,沈阳杰瑞激光有限公司,360,1-5500 kHz,12-300 ns,2,≤1.6,辽宁省科技厅,https://www.liaoning.gov.cn,,
激光成型,西安新辉激光技术有限公司,800,1-7000 kHz,10-500 ns,9,≤1.3,陕西省经济和信息化厅,https://www.shaanxi.gov.cn,,
激光显示,哈尔滨激光科技发展有限公司,450,1-6000 kHz,20-350 ns,5,<1.5,黑龙江省科技厅,https://www.heilongjiang.gov.cn,,
激光图像处理,珠海联创激光有限公司,350,1-5000 kHz,15-200 ns,4,≤1.4,广东省市场监督管理局,https://www.guangdong.gov.cn,,
激光工艺,南昌迅捷激光设备有限公司,500,1-4500 kHz,10-300 ns,8,<1.6,江西省科技厅,https://www.jiangxi.gov.cn,,
激光焊接,深圳市德光激光设备有限公司,700,1-6000 kHz,10-500 ns,8,≤1.2,深圳市工业和信息化局,https://www.sz.gov.cn,,
激光切割,西安铸剑激光科技有限公司,650,1-8000 kHz,5-250 ns,5,<1.4,西安市科学技术局,https://www.xa.gov.cn,,
激光精密制造,北京优华激光科技有限公司,500,1-3000 kHz,15-450 ns,6,<1.5,中国电子科技集团公司,https://www.cetc.com.cn,,
激光打孔,南京蓝色星空激光研究院,360,1-6000 kHz,8-300 ns,4.5,≤1.6,南京市科学技术局,https://www.nanjing.gov.cn,,
激光清洗,青岛优选激光设备有限公司,220,1-5200 kHz,9-290 ns,9,≤1.8,青岛市经济技术开发区,https://www.qd.gov.cn,,
激光表面处理,哈尔滨光明激光科技有限公司,400,1-4000 kHz,20-500 ns,7,<1.6,黑龙江省科技厅,https://www.hlj.gov.cn,,
激光打标,苏州新兴激光设备有限公司,280,1-8000 kHz,6-350 ns,10,≤1.5,苏州市市场监督管理局,https://www.suzhou.gov.cn,,
激光食品加工,大连未来激光科技有限公司,200,1-7000 kHz,12-320 ns,11,<1.4,大连市经济和信息化局,https://www.dl.gov.cn,,
激光医疗设备,郑州远见激光技术有限公司,350,1-6000 kHz,10-400 ns,5.5,≤1.3,河南省科技厅,https://www.henan.gov.cn,,
激光传感,深圳市恒晟激光系统有限公司,180,1-5000 kHz,7-280 ns,14,≤1.7,中国激光协会,https://www.laser.org.cn,,
激光冷却,广州金光激光设备有限公司,250,1-3000 kHz,5-300 ns,13,<1.5,广州市激光技术研究中心,https://www.gzlaser.org,,
激光无损检测,成都星际激光技术有限公司,320,1-7500 kHz,12-360 ns,9,≤1.6,成都市博物馆与文化局,https://www.chengdu.gov.cn,,
激光雕刻,常州智造激光科技有限公司,240,1-5500 kHz,8-280 ns,6.5,<1.4,常州市科技局,https://www.changzhou.gov.cn,,
激光凸版打印,宝鸡腾飞激光设备有限公司,260,1-5000 kHz,9-320 ns,7.5,≤1.8,宝鸡市经济和信息化局,https://www.baoji.gov.cn,,
激光框架焊接,武汉华光激光科技有限公司,420,1-6000 kHz,10-450 ns,5,≤1.9,武汉市科技局,https://www.wuhan.gov.cn,,
激光机构设计,徐州利达激光科技有限公司,230,1-7000 kHz,5-280 ns,12.5,<1.6,徐州市科技局,https://www.xuzhou.gov.cn,,
激光焊接,深圳华光激光科技有限公司,650,1-5000 kHz,10-400 ns,8,≤1.2,深圳市科学技术局,https://www.sz.gov.cn,,
激光切割,北京盛达激光设备有限公司,750,1-6000,6-250,4,<1.4,北京市经济和信息化局,https://www.beijing.gov.cn,,
激光清洗,南京金辉激光科技有限公司,220,1-5500,8-250,10,≤1.6,南京市科技局,https://www.nanjing.gov.cn,,
激光打孔,上海微光激光技术有限公司,340,1-4800,4-200,5,≤1.5,上海市科技委员会,https://www.shanghai.gov.cn,,
激光精密加工,重庆智光激光科技有限公司,500,1-7000,12-350,6,<1.3,重庆市经济和信息化委员会,https://www.cq.gov.cn,,
激光打标,天津松禾激光科技有限公司,180,1-3000,10-150,3,≤1.8,天津市科技局,https://www.tianjin.gov.cn,,
激光检测,武汉楚天激光有限公司,400,1-5000,5-275,7,<1.6,武汉市科技局,https://www.wuhan.gov.cn,,
激光增材制造,西安迅捷激光设备有限公司,800,1-9000,6-400,9,≤1.4,西安市经济和信息化局,https://www.xa.gov.cn,,
激光切割,沈阳光辉激光设备有限公司,700,1-6000,10-350,11,<1.5,沈阳市科学技术局,https://www.shenyang.gov.cn,,
激光焊接,长春天行者激光科技有限公司,620,1-4500,12-500,7,≤1.3,长春市科技局,https://www.changchun.gov.cn,,
激光精密制造,厦门新锐激光设备有限公司,500,1-7500,15-500,5,<1.7,厦门市科技局,https://www.xiamen.gov.cn,,
激光打孔,昆明云光激光技术有限公司,310,1-4800,7-300,3,≤1.6,昆明市科技局,https://www.kunming.gov.cn,,
激光清洗,珠海鹏辉激光有限公司,210,1-5900,11-320,14,≤1.7,珠海市科技局,https://www.zhuhaigov.com,,
激光打标,合肥铭记激光科技有限公司,150,1-2500,9-225,2,<1.9,合肥市科学技术局,https://www.hefei.gov.cn,,
激光检测,哈尔滨火炬激光有限公司,420,1-5000,14-220,6,≤1.5,哈尔滨市科技局,https://www.harbin.gov.cn,,
激光增材制造,兰州创新激光设备有限公司,800,1-9500,5-450,10,<1.2,兰州市科技局,https://www.lanzhou.gov.cn,,
激光精密加工,南昌精湛激光科技有限公司,480,1-7000,12-300,8,<1.4,南昌市经济和信息化局,https://www.nanchang.gov.cn,,
激光焊接,深圳市华星激光设备有限公司,750,1-6000,8-400,9,≤1.4,深圳市科技创新委员会,https://www.sz.gov.cn,,
激光切割,南京金牛激光科技有限公司,500,1-8000,6-350,4,<1.6,江苏省科学技术厅,https://www.jiangsu.gov.cn,,
激光精密制造,北京光华激光公司,600,1-3500,15-450,6,<1.5,北京科技局,https://www.bj.gov.cn,,
激光打孔,苏州明晰激光设备有限公司,280,1-5200,7-360,5,≤1.6,苏州市科技局,https://www.suzhou.gov.cn,,
激光清洗,天津锐诚激光科技有限公司,220,1-5000,12-290,14,≤1.5,天津市中小企业局,https://www.tianjin.gov.cn,,
激光焊接,青岛宏达激光设备有限公司,800,1-7500,10-350,10,≤1.3,青岛市科技信息局,https://www.qd.gov.cn,,
激光切割,西安迅达激光技术有限公司,650,1-9000,4-280,5,<1.4,陕西省科技厅,https://www.shaanxi.gov.cn,,
激光精密制造,长沙宇天激光科技有限公司,520,1-4500,18-400,7,<1.6,湖南省科学技术厅,https://www.hunan.gov.cn,,
激光打孔,成都伟业激光有限公司,300,1-4800,6-320,4,≤1.8,成都市经济发展局,https://www.chengdu.gov.cn,,
激光清洗,武汉鑫辉激光科技有限公司,180,1-4900,8-325,11,≤1.6,武汉市科技局,https://www.wuhan.gov.cn,,
激光焊接,哈尔滨盛潇激光工程有限公司,700,1-7000,5-370,8,≤1.4,黑龙江省人民政府,https://www.hlj.gov.cn,,
激光切割,昆明腾飞激光技术有限公司,575,1-6000,12-390,8,<1.2,云南省科技厅,https://www.yunnan.gov.cn,,
激光精密制造,南京星辰激光科技有限公司,610,1-3900,15-420,6,<1.5,南京市科技局,https://www.nanjing.gov.cn,,
激光打孔,大连极光激光科技有限公司,350,1-5200,7-340,5,≤1.9,大连市政府,https://www.dalian.gov.cn,,
激光清洗,常州明光激光工程有限公司,250,1-5300,9-295,10,≤1.5,常州市科技局,https://www.changzhou.gov.cn,,
激光焊接,廊坊亿龙激光设备有限公司,800,1-7200,10-450,10,≤1.3,河北省科技厅,https://www.hebei.gov.cn,,
激光切割,福州亿鑫激光科技有限公司,640,1-6500,5-310,6,<1.4,福建省科技厅,https://www.fujian.gov.cn,,
激光精密制造,贵阳曙光激光科技有限公司,500,1-3700,12-420,5,<1.6,贵州省科学技术厅,https://www.guizhou.gov.cn,,
激光焊接,深圳特普激光科技有限公司,700,1-5000 kHz,10-400 ns,8,≤1.4,深圳市科学技术创新委员会,https://www.sz.gov.cn,,
激光切割,北京腾飞激光科技有限公司,650,1-8000 kHz,8-250 ns,9,<1.6,北京市经济和信息化局,https://www.bj.gov.cn,,
激光精密制造,南京光电科技有限公司,480,1-3500 kHz,15-450 ns,6,<1.5,南京市科学技术局,https://www.nanjing.gov.cn,,
激光打孔,厦门精密激光器有限公司,350,1-6000 kHz,6-300 ns,5,≤1.6,厦门市科技局,https://www.xm.gov.cn,,
激光清洗,沈阳新飞激光科技有限公司,220,1-7000 kHz,12-350 ns,10,≤1.8,沈阳市科技局,https://www.shenyang.gov.cn,,
激光焊接,成都华光激光设备有限公司,750,1-4000 kHz,10-500 ns,10,≤1.5,成都市经济和信息化局,https://www.chengdu.gov.cn,,
激光切割,福州激光科技集团,800,1-6000 kHz,5-300 ns,11,<1.4,福州市科学技术局,https://www.fuzhou.gov.cn,,
激光精密制造,青岛长海激光技术有限公司,500,1-4500 kHz,20-400 ns,7,<1.6,青岛市科技局,https://www.qd.gov.cn,,
激光打孔,柳州激光设备有限公司,300,1-5700 kHz,10-280 ns,4,≤1.5,柳州市科技局,https://www.liuzhou.gov.cn,,
激光清洗,天津弦月激光科技有限公司,180,1-6200 kHz,15-300 ns,9,≤1.6,天津市科技局,https://www.tianjin.gov.cn,,
激光焊接,珠海高能激光技术有限公司,720,1-4500 kHz,12-400 ns,9,<1.4,珠海市科学技术局,https://www.zhuhaigov.gov.cn,,
激光切割,南宁激光装备科技有限公司,620,1-5500 kHz,6-350 ns,10,<1.5,南宁市科技局,https://www.nanning.gov.cn,,
激光精密制造,贵阳云光激光科技有限责任公司,400,1-3800 kHz,18-500 ns,7,<1.7,贵阳市科技局,https://www.guiyang.gov.cn,,
激光打孔,哈尔滨智达激光有限公司,360,1-5000 kHz,5-250 ns,6,≤1.65,哈尔滨市科技局,https://www.harbin.gov.cn,,
激光清洗,长春新光携手激光科技有限公司,230,1-5800 kHz,10-300 ns,11,≤1.75,长春市科技局,https://www.changchun.gov.cn,,
激光焊接,郑州强光激光设备有限公司,820,1-7500 kHz,10-360 ns,12,≤1.3,郑州市经济和信息化局,https://www.zhengzhou.gov.cn,,
激光切割,兰州超越激光科技有限公司,680,1-6500 kHz,8-320 ns,10,<1.5,兰州市科技局,https://www.lanzhou.gov.cn,,
激光焊接,深圳瑞达激光科技有限公司,650,1-3500 kHz,10-400 ns,8,≤1.2,深圳市科技创新委员会,https://www.sz.gov.cn,,
激光切割,南京北极光激光设备有限公司,700,1-8000 kHz,5-250 ns,4.5,<1.4,南京市科学技术局,https://www.nanjing.gov.cn,,
激光精密制造,厦门光云科技有限公司,500,1-4000 kHz,15-350 ns,6,<1.6,厦门市经济和信息化局,https://www.xm.gov.cn,,
激光打孔,绍兴超光激光科技有限公司,380,1-6000 kHz,7-200 ns,5,≤1.5,绍兴市科学技术局,https://www.shaoxing.gov.cn,,
激光清洗,常州光华激光研究所,250,1-5000 kHz,10-250 ns,10,≤1.6,江苏省科技厅,https://www.jiangsu.gov.cn,,
激光焊接,成都云光激光技术有限公司,600,1-4000 kHz,12-500 ns,7,≤1.3,成都市科技局,https://www.chengdu.gov.cn,,
激光切割,上海精恒激光科技股份有限公司,800,1-8000 kHz,6-300 ns,5.5,<1.3,上海市经济和信息化委员会,https://www.sh.gov.cn,,
激光精密制造,天津光耀激光设备有限公司,450,1-4500 kHz,20-400 ns,6.5,<1.5,天津市科技局,https://www.tianjin.gov.cn,,
激光打孔,武汉华光激光技术有限公司,300,1-5800 kHz,4-250 ns,6,≤1.5,武汉市科技局,https://www.wuhan.gov.cn,,
激光清洗,佛山创辉激光科技有限公司,220,1-6000 kHz,10-300 ns,9,≤1.8,佛山市科技局,https://www.foshan.gov.cn,,
激光焊接,沈阳金雄激光科技有限公司,750,1-3900 kHz,15-270 ns,9,≤1.4,沈阳市科技局,https://www.shenyang.gov.cn,,
激光切割,南昌耐尔激光设备有限公司,900,1-9000 kHz,4-200 ns,7,<1.3,南昌市科技局,https://www.nanchang.gov.cn,,
激光精密制造,西安特维激光科技有限公司,550,1-4600 kHz,20-380 ns,8,<1.6,西安市科技局,https://www.xiancity.gov.cn,,
激光打孔,苏州大光明激光有限公司,280,1-5200 kHz,6-280 ns,5.5,≤1.4,苏州市科技局,https://www.suzhou.gov.cn,,
激光清洗,北京晨光激光有限公司,300,1-5400 kHz,9-250 ns,11,≤1.5,北京市科学技术委员会,https://www.beijing.gov.cn,,
激光焊接,青岛信联激光科技有限公司,670,1-3200 kHz,10-400 ns,8.5,≤1.3,青岛市科技局,https://www.qd.gov.cn,,
激光切割,桂林光辉激光科技有限公司,750,1-5000 kHz,2-350 ns,9,<1.5,桂林市科技局,https://www.guilin.gov.cn,,
激光精密制造,哈尔滨北方激光科技有限公司,450,1-3700 kHz,25-380 ns,7,<1.6,哈尔滨市科技局,https://www.hrb.gov.cn,,
激光焊接,深圳光华激光技术有限公司,750,1-5000,8-400,9,<1.4,深圳市科技创新委员会,https://www.sz.gov.cn,,
激光切割,南京激光科技有限公司,800,1-6000,6-250,4,≤1.5,南京市工业和信息化局,https://www.nanjing.gov.cn,,
激光精密制造,北京世纪激光科技公司,500,1-4500,15-350,6,<1.6,北京市科学技术委员会,https://www.beijing.gov.cn,,
激光打孔,青岛智能激光设备有限公司,300,1-4000,5-200,5,≤1.8,青岛市科技局,https://www.qd.gov.cn,,
激光清洗,厦门先锋激光工程有限公司,250,1-7000,12-320,10,<1.5,厦门市经济和信息化局,https://www.xm.gov.cn,,
激光表面处理,武汉华光激光有限公司,450,1-5200,10-280,7,≤1.6,武汉市科技局,https://www.wuhan.gov.cn,,
激光打标,成都天行激光科技有限公司,200,1-3000,5-150,8,<1.4,成都市科学技术局,https://www.chengdu.gov.cn,,
激光微加工,上海新锐激光科技有限公司,350,1-5000,10-300,4,<1.5,上海市经济和信息化委,https://www.shanghai.gov.cn,,
激光切割,苏州高精激光设备有限公司,900,1-8000,4-200,6,≤1.3,苏州市工程技术研究中心,https://www.suzhou.gov.cn,,
激光防锈,温州激光科技公司,180,1-3500,15-280,11,<1.6,温州市科学技术局,https://www.wenzhou.gov.cn,,
激光焊接,西安激光产业技术公司,700,1-6000,10-500,8,≤1.5,西安市科技创新局,https://www.xian.gov.cn,,
激光激光成形,长春激光技术有限公司,400,1-4000,12-250,5,<1.8,长春市科技局,https://www.changchun.gov.cn,,
激光表面涂层,大连光电科技有限公司,350,1-3200,8-220,9,≤1.6,大连市科学技术局,https://www.dalian.gov.cn,,
激光清洗,哈尔滨智能激光设备有限公司,220,1-5400,9-310,13,<1.5,哈尔滨市科技局,https://www.harbin.gov.cn,,
激光医疗,长沙激光医疗设备有限公司,600,1-4500,14-500,7,<1.4,长沙市科技局,https://www.changsha.gov.cn,,
激光电子制造,福州先进激光有限公司,550,1-7800,9-290,6,≤1.7,福州市工业和信息化局,https://www.fuzhou.gov.cn,,
激光成像,昆明现代激光科技有限公司,210,1-6200,11-330,6,<1.5,昆明市科学技术局,https://www.kunming.gov.cn,,
激光制造,沈阳激光新材料有限公司,900,1-7500,10-320,7,≤1.5,沈阳市经济和信息化局,https://www.shenyang.gov.cn,,
