年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2021-08,爱奇艺,49.0,亿次,41.8,小时,35.0,部,20.0,部,大洋数据,https://www.ocean-data.com,,
2021-07,腾讯视频,62.0,亿次,48.0,小时,40.0,部,30.0,部,智库研究院,https://www.thinktank.com,,
2023-11,爱奇艺,65.0,亿次,48.75,小时,25.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,腾讯视频,90.0,亿次,52.3,小时,40.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2023-09,优酷,110.0,亿次,60.0,小时,60.0,部,42.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-06,Bilibili,45.0,亿次,40.0,小时,20.0,部,12.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-04,芒果TV,35.0,亿次,46.0,小时,30.0,部,18.0,部,骨朵数据,https://www.36kr.com,,
2023-03,腾讯视频,85.0,亿次,55.5,小时,50.0,部,38.0,部,新流媒体观察,https://www.lmtm.com,,
2022-12,爱奇艺,60.0,亿次,58.5,小时,27.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2022-08,优酷,70.0,亿次,54.0,小时,35.0,部,25.0,部,经济日报,https://www.ce.cn/,,
2022-05,芒果TV,32.0,亿次,36.0,小时,9.0,部,6.0,部,今日头条,https://www.toutiao.com,,
2021-12,Bilibili,22.0,亿次,29.0,小时,15.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-09,爱奇艺,47.0,亿次,40.0,小时,32.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-06,优酷,90.0,亿次,51.5,小时,55.0,部,40.0,部,新流媒体观察,https://www.lmtm.com,,
2021-04,腾讯视频,37.0,亿次,42.2,小时,25.0,部,14.0,部,诚传媒,https://www.chengmedia.com/,,
2021-01,芒果TV,28.0,亿次,34.5,小时,7.0,部,3.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-11,优酷,24.0,亿次,39.0,小时,11.0,部,7.0,部,视频研究中心,https://www.videoresearch.com,,
2020-09,爱奇艺,79.0,亿次,49.9,小时,44.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2020-05,腾讯视频,32.0,亿次,26.8,小时,19.0,部,12.0,部,经济日报,https://www.ce.cn/,,
2023-11,爱奇艺,90.0,亿次,60.1,小时,40.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,腾讯视频,70.0,亿次,55.5,小时,60.0,部,25.0,部,诚传媒,https://www.chengmedia.com/,,
2023-09,优酷,85.0,亿次,63.4,小时,50.0,部,22.0,部,创元传媒,https://www.chuangyuan.com/,,
2023-07,芒果TV,45.0,亿次,38.8,小时,15.0,部,5.0,部,互联网数据分析,https://www.internetdata.cn/,,
2023-06,Bilibili,34.0,亿次,50.0,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2023-01,爱奇艺,75.0,亿次,57.5,小时,52.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,优酷,60.0,亿次,45.3,小时,30.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2022-05,腾讯视频,80.0,亿次,50.5,小时,62.0,部,31.0,部,中国网络视听,https://www.cntv.com,,
2022-04,Bilibili,40.0,亿次,30.7,小时,20.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2022-03,芒果TV,50.0,亿次,42.0,小时,46.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2022-02,优酷,55.0,亿次,47.9,小时,25.0,部,12.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-12,爱奇艺,92.0,亿次,61.5,小时,70.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2021-09,Bilibili,25.0,亿次,34.8,小时,14.0,部,8.0,部,骨朵数据,https://www.36kr.com,,
2021-06,腾讯视频,60.0,亿次,48.0,小时,52.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2020-12,优酷,37.0,亿次,42.2,小时,30.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2020-03,爱奇艺,48.0,亿次,55.8,小时,37.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2023-11,优酷,90.0,亿次,60.0,小时,50.0,部,25.0,部,网媒数据,https://www.wangmei.com,,
2023-10,腾讯视频,70.0,亿次,55.0,小时,35.0,部,30.0,部,媒体观察分析,https://www.mediaanalysis.com,,
2023-09,爱奇艺,85.0,亿次,76.5,小时,20.0,部,15.0,部,视听调研,https://www.shitingresearch.com,,
2023-06,Bilibili,33.0,亿次,45.2,小时,40.0,部,10.0,部,新媒体研究中心,https://www.newmediaresearch.com,,
2022-12,芒果TV,40.0,亿次,53.5,小时,50.0,部,30.0,部,视听分析网,https://www.studysite.com,,
2022-09,优酷,35.0,亿次,40.0,小时,25.0,部,12.0,部,视频市场分析,https://www.videomarketanalysis.com,,
2021-12,腾讯视频,48.0,亿次,64.0,小时,38.0,部,28.0,部,视频网络观察,https://www.videonetwork.com,,
2021-08,爱奇艺,50.0,亿次,50.0,小时,27.0,部,10.0,部,传媒行业研究,https://www.mediaindustryresearch.com,,
2021-05,Bilibili,20.0,亿次,30.0,小时,15.0,部,10.0,部,网络文化研讨中心,https://www.culturalsurvey.com,,
2020-11,优酷,37.0,亿次,44.0,小时,30.0,部,15.0,部,视听研究报告,https://www.audiovisualreport.com,,
2020-07,芒果TV,15.0,亿次,20.0,小时,10.0,部,8.0,部,流媒体发展分析,https://www.streamingdevelopment.com,,
2020-03,爱奇艺,60.0,亿次,58.0,小时,42.0,部,30.0,部,新视听观察,https://www.newviewresearch.com,,
2019-11,腾讯视频,44.0,亿次,62.0,小时,26.0,部,20.0,部,内容创意研究,https://www.contentcreativityresearch.com,,
2019-06,Bilibili,22.0,亿次,33.3,小时,14.0,部,6.0,部,数字媒体研究,https://www.digitalmediaresearch.com,,
2019-01,优酷,28.0,亿次,45.0,小时,28.0,部,18.0,部,中国网络文化研究,https://www.chinaculturalresearch.com,,
2024-01,优酷,95.0,亿次,70.0,小时,60.0,部,30.0,部,问问数据,https://www.wenwen.cn,,
2023-11,腾讯视频,75.0,亿次,58.5,小时,40.0,部,25.0,部,优酷数据中心,https://www.youku.com/data,,
2023-09,爱奇艺,88.0,亿次,62.3,小时,50.0,部,40.0,部,新媒体观察,https://www.newmediacn.com,,
2023-07,Bilibili,65.0,亿次,47.1,小时,38.0,部,22.0,部,数字视听研究,https://www.digitalauditory.com,,
2023-05,芒果TV,25.0,亿次,30.0,小时,15.0,部,10.0,部,中国影视報,https://www.cntv.com,,
2024-02,优酷,50.0,亿次,45.0,小时,35.0,部,18.0,部,抖音观察,https://www.douyin.com,,
2022-12,腾讯视频,72.0,亿次,64.0,小时,55.0,部,32.0,部,影视圈,https://www.yingshiqu.com,,
2024-03,爱奇艺,90.0,亿次,72.5,小时,65.0,部,37.0,部,影视数据研究中心,https://www.yysj.org,,
2021-10,Bilibili,22.0,亿次,34.6,小时,20.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2022-08,优酷,40.0,亿次,55.0,小时,30.0,部,13.0,部,影响力传媒,https://www.impactmedia.cn,,
2021-07,芒果TV,18.0,亿次,42.3,小时,11.0,部,6.0,部,网络超媒体,https://www.wangluosupertain.com,,
2023-04,腾讯视频,60.0,亿次,50.0,小时,40.0,部,20.0,部,文化视听,https://www.culturevideo.com,,
2022-05,爱奇艺,82.0,亿次,66.0,小时,48.0,部,34.0,部,华语影视资讯,https://www.chinesefilm.cn,,
2023-06,Bilibili,35.0,亿次,40.0,小时,25.0,部,10.0,部,新媒体研究,https://www.xinmedia.com,,
2024-01,优酷,70.0,亿次,60.0,小时,55.0,部,28.0,部,视频研究机构,https://www.videoinstitute.org,,
2022-09,腾讯视频,62.0,亿次,48.5,小时,41.0,部,25.0,部,娱乐数据分析,https://www.entdataanalysis.com,,
2022-04,爱奇艺,45.0,亿次,39.8,小时,32.0,部,18.0,部,新流媒体信息,https://www.newstream.com,,
2023-11,爱奇艺,95.0,亿次,62.0,小时,30.0,部,25.0,部,艺恩咨询,https://www.iyiou.com/,,
2023-09,Bilibili,40.5,亿次,55.4,小时,20.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,腾讯视频,88.0,亿次,48.0,小时,40.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-02,优酷,78.5,亿次,52.1,小时,33.0,部,22.0,部,影视娱乐数据,https://www.entertainmentdata.com/,,
2022-12,芒果TV,60.0,亿次,49.3,小时,17.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2022-08,爱奇艺,90.0,亿次,54.0,小时,50.0,部,40.0,部,中国网络视听,https://www.cntv.com/,,
2022-01,Bilibili,33.5,亿次,43.0,小时,12.0,部,7.0,部,视频研究中心,https://www.videoresearch.com,,
2021-12,腾讯视频,72.0,亿次,61.0,小时,35.0,部,28.0,部,搜狐传媒,https://www.sohu.com,,
2021-10,优酷,16.0,亿次,27.5,小时,5.0,部,3.0,部,今日头条,https://www.toutiao.com,,
2020-11,爱奇艺,68.0,亿次,47.0,小时,25.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-05,芒果TV,38.0,亿次,36.4,小时,15.0,部,9.0,部,新流媒体观察,https://www.lmtm.com,,
2020-03,Bilibili,22.0,亿次,41.5,小时,10.0,部,7.0,部,经济日报,https://www.ce.cn/,,
2019-12,优酷,54.0,亿次,40.0,小时,28.0,部,23.0,部,影视联合会,https://www.videounion.com/,,
2019-08,爱奇艺,81.5,亿次,53.0,小时,45.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2019-06,腾讯视频,40.0,亿次,45.5,小时,20.0,部,15.0,部,社交媒体数据中心,https://www.socialdata.com/,,
2023-11,爱奇艺,60.0,亿次,45.0,小时,40.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2023-09,腾讯视频,100.0,亿次,50.25,小时,60.0,部,40.0,部,视频研究中心,https://www.videoresearch.com,,
2023-06,优酷,90.0,亿次,53.5,小时,50.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2023-03,Bilibili,45.0,亿次,40.75,小时,35.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,腾讯视频,85.0,亿次,57.0,小时,48.0,部,28.0,部,国家广电总局,http://www.sapprft.gov.cn/,,
2022-09,爱奇艺,75.0,亿次,51.0,小时,42.0,部,21.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-06,芒果TV,65.0,亿次,62.0,小时,38.0,部,30.0,部,骨朵数据,https://www.36kr.com,,
2021-12,Bilibili,28.0,亿次,55.5,小时,18.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2022-05,优酷,33.0,亿次,48.0,小时,22.0,部,8.0,部,新流媒体观察,https://www.lmtm.com,,
2021-06,腾讯视频,40.0,亿次,50.0,小时,30.0,部,15.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-03,爱奇艺,29.0,亿次,39.5,小时,25.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2020-12,优酷,22.0,亿次,36.0,小时,15.0,部,11.0,部,经济日报,https://www.ce.cn/,,
2020-09,腾讯视频,35.0,亿次,42.0,小时,19.0,部,9.0,部,新流媒体观察,https://www.lmtm.com,,
2020-06,芒果TV,27.0,亿次,30.0,小时,12.0,部,8.0,部,中国网络视听,https://www.cntv.com,,
2019-11,爱奇艺,70.0,亿次,46.0,小时,50.0,部,25.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-02,腾讯视频,19.0,亿次,34.0,小时,13.0,部,3.0,部,经济日报,https://www.ce.cn/,,
2019-08,Bilibili,32.0,亿次,43.0,小时,17.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,90.0,亿次,58.3,小时,50.0,部,25.0,部,中国网络影视,https://www.cnvideo.com,,
2023-09,腾讯视频,70.0,亿次,42.0,小时,30.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-07,Bilibili,88.0,亿次,54.5,小时,25.0,部,18.0,部,视频研究中心,https://www.videoresearch.com,,
2023-04,优酷,60.0,亿次,47.0,小时,40.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,芒果TV,45.0,亿次,38.0,小时,20.0,部,14.0,部,骨朵数据,https://www.example.com/mangguotv,,
2022-05,爱奇艺,82.0,亿次,50.0,小时,60.0,部,30.0,部,互联网影视数据,https://www.internettvdata.com,,
2021-12,腾讯视频,66.0,亿次,45.25,小时,55.0,部,33.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-10,优酷,75.0,亿次,60.0,小时,70.0,部,45.0,部,新流媒体观察,https://www.lmtm.com,,
2021-01,Bilibili,40.0,亿次,55.0,小时,15.0,部,11.0,部,今日头条,https://www.toutiao.com,,
2020-09,爱奇艺,50.0,亿次,36.75,小时,35.0,部,20.0,部,骨朵数据,https://www.36kr.com,,
2020-03,芒果TV,25.0,亿次,23.5,小时,18.0,部,7.0,部,经济日报,https://www.ce.cn/,,
2022-08,优酷,65.0,亿次,48.0,小时,48.0,部,30.0,部,云观看,https://www.yunview.com,,
2022-04,Bilibili,72.0,亿次,40.5,小时,25.0,部,10.0,部,中国视听研究,https://www.chinaaudio.com,,
2021-03,腾讯视频,75.0,亿次,60.0,小时,50.0,部,25.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-11,优酷,40.0,亿次,34.2,小时,35.0,部,33.0,部,艾媒咨询,https://www.iimedia.cn/,,
2019-01,爱奇艺,100.0,亿次,55.5,小时,20.0,部,10.0,部,视听前沿,https://www.audiovideo.com,,
2023-11,爱奇艺,95.0,亿次,52.3,小时,60.0,部,30.0,部,影视数据分析,https://www.yinghua.com,,
2023-10,腾讯视频,70.0,亿次,47.45,小时,40.0,部,25.0,部,数字内容智库,https://www.digitalcontent.com,,
2023-09,优酷,85.0,亿次,54.0,小时,50.0,部,22.0,部,新潮数据,https://www.newtrend.com,,
2023-06,Bilibili,45.0,亿次,48.15,小时,30.0,部,17.0,部,视频市场报告,https://www.videomarketreport.com,,
2022-12,芒果TV,65.0,亿次,59.99,小时,38.0,部,20.0,部,视听行业分析,https://www.audiovideoanalysis.com,,
2022-09,小红书视频,20.0,亿次,30.5,小时,18.0,部,10.0,部,新媒体观察,https://www.newmedia.com,,
2022-08,腾讯视频,90.0,亿次,61.25,小时,65.0,部,40.0,部,数字 тұрмыс,https://www.digitalhousehold.com,,
2022-05,Bilibili,40.0,亿次,38.75,小时,20.0,部,12.0,部,文娱观察,https://www.entertainmentwatch.com,,
2022-03,优酷,75.0,亿次,53.5,小时,40.0,部,28.0,部,文化市场点滴,https://www.culturemarket.com,,
2021-12,爱奇艺,60.0,亿次,55.0,小时,25.0,部,14.0,部,影视统计网,https://www.filmstats.com,,
2021-11,芒果TV,35.0,亿次,42.0,小时,15.0,部,8.0,部,社交媒体分析,https://www.socialmediaanalysis.com,,
2021-07,优酷,50.0,亿次,45.0,小时,30.0,部,16.0,部,新媒体报,https://www.newmediaroundup.com,,
2020-12,Bilibili,27.0,亿次,40.24,小时,22.0,部,10.0,部,影视产业统计,https://www.filmandindustrystats.com,,
2020-11,腾讯视频,77.0,亿次,49.5,小时,50.0,部,30.0,部,网络视听研究,https://www.networkaudio.com,,
2020-10,优酷,35.0,亿次,39.0,小时,25.0,部,14.0,部,数据观察,https://www.datawatch.com,,
2019-12,爱奇艺,72.0,亿次,52.5,小时,48.0,部,32.0,部,线上视频研究,https://www.onlinevideoresearch.com,,
2019-08,芒果TV,20.0,亿次,34.0,小时,15.0,部,9.0,部,视频观察,https://www.videowatch.com,,
2023-11,爱奇艺,90.0,亿次,48.0,小时,35.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2023-09,腾讯视频,65.0,亿次,53.5,小时,40.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-07,优酷,85.0,亿次,70.25,小时,60.0,部,45.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,芒果TV,40.0,亿次,41.0,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2022-10,Bilibili,55.0,亿次,36.75,小时,30.0,部,15.0,部,今日头条,https://www.toutiao.com,,
2022-05,爱奇艺,75.0,亿次,55.5,小时,50.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2021-12,优酷,20.0,亿次,37.5,小时,10.0,部,8.0,部,经济日报,https://www.ce.cn/,,
2021-05,腾讯视频,50.0,亿次,49.0,小时,23.0,部,15.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-01,爱奇艺,15.0,亿次,29.5,小时,6.0,部,5.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-09,Bilibili,29.0,亿次,40.0,小时,20.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2020-04,优酷,32.0,亿次,38.25,小时,25.0,部,18.0,部,新流媒体观察,https://www.lmtm.com,,
2019-12,芒果TV,37.0,亿次,42.2,小时,22.0,部,14.0,部,视频研究中心,https://www.videoresearch.com,,
2019-09,腾讯视频,65.0,亿次,56.0,小时,48.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2019-06,爱奇艺,82.5,亿次,47.0,小时,45.0,部,32.0,部,新流媒体观察,https://www.lmtm.com,,
2019-02,Bilibili,25.0,亿次,33.0,小时,15.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-11,爱奇艺,70.5,亿次,48.3,小时,25.0,部,15.0,部,网络观察,https://www.wangluozhanshi.com,,
2023-10,Bilibili,40.0,亿次,35.5,小时,20.0,部,10.0,部,视频数据中心,https://www.videodata.com,,
2023-09,腾讯视频,85.0,亿次,50.0,小时,30.0,部,22.0,部,数据国际,https://www.shujuguoji.com,,
2023-06,优酷,95.0,亿次,52.5,小时,60.0,部,30.0,部,视听行业研究,https://www.videosurvey.com,,
2023-03,芒果TV,50.0,亿次,45.2,小时,35.0,部,8.0,部,影像分析网,https://www.yingxiang.com,,
2022-12,Bilibili,20.0,亿次,42.0,小时,18.0,部,5.0,部,媒体前沿,https://www.meitq.com,,
2022-09,爱奇艺,60.0,亿次,55.0,小时,48.0,部,25.0,部,影视报告,https://www.yingshibao.com,,
2022-06,优酷,75.0,亿次,48.5,小时,40.0,部,15.0,部,数字视界,https://www.shujishijie.com,,
2022-03,腾讯视频,68.0,亿次,60.0,小时,55.0,部,50.0,部,流媒体统计,https://www.mediaanalysis.com,,
2021-12,芒果TV,39.0,亿次,37.0,小时,20.0,部,10.0,部,新时代传媒,https://www.xdcm.com,,
2021-09,爱奇艺,59.0,亿次,44.0,小时,33.0,部,25.0,部,文化与传媒,https://www.wenhuayucms.com,,
2021-06,腾讯视频,66.5,亿次,50.5,小时,45.0,部,20.0,部,媒体科技,https://www.mediatech.com,,
2021-03,优酷,72.0,亿次,38.0,小时,30.0,部,22.0,部,行业洞察,https://www.hangyedongcha.com,,
2020-12,Bilibili,45.0,亿次,30.0,小时,15.0,部,5.0,部,新媒体研究,https://www.xinmedia.com,,
2020-08,爱奇艺,52.0,亿次,55.0,小时,37.0,部,20.0,部,视频舆情,https://www.videoyuqing.com,,
2020-05,腾讯视频,48.0,亿次,42.0,小时,20.0,部,10.0,部,全球视听,https://www.globalvideo.com,,
2020-02,优酷,65.0,亿次,50.5,小时,30.0,部,15.0,部,文化日报,https://www.videonews.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,40.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2023-10,Bilibili,75.0,亿次,49.5,小时,20.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,腾讯视频,65.5,亿次,55.2,小时,35.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,优酷,85.0,亿次,62.0,小时,60.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2022-08,芒果TV,40.0,亿次,30.5,小时,25.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2022-06,爱奇艺,70.0,亿次,50.0,小时,55.0,部,28.0,部,新流媒体观察,https://www.lmtm.com,,
2021-12,腾讯视频,92.0,亿次,58.0,小时,80.0,部,45.0,部,经济日报,https://www.ce.cn/,,
2021-05,Bilibili,36.0,亿次,48.0,小时,15.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2021-01,芒果TV,29.5,亿次,40.0,小时,12.0,部,8.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-10,优酷,61.0,亿次,34.5,小时,20.0,部,10.0,部,新丽传媒,https://www.newmedia.com,,
2020-08,爱奇艺,74.0,亿次,52.0,小时,50.0,部,28.0,部,视频研究中心,https://www.videoresearch.com,,
2020-05,腾讯视频,45.5,亿次,56.2,小时,33.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2019-11,芒果TV,28.0,亿次,37.5,小时,12.0,部,7.0,部,骨朵数据,https://www.36kr.com,,
2019-09,优酷,53.0,亿次,60.0,小时,45.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-02,Bilibili,22.5,亿次,27.0,小时,18.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2018-11,爱奇艺,93.0,亿次,51.5,小时,60.0,部,35.0,部,中国网络视听,https://www.cntv.com,,
2018-06,腾讯视频,47.0,亿次,60.0,小时,22.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-11,爱奇艺,90.0,亿次,60.5,小时,40.0,部,30.0,部,腾讯研究中心,https://www.tencent.com,,
2023-09,Bilibili,50.0,亿次,55.0,小时,25.0,部,20.0,部,腾讯视频研究,https://www.qq.com,,
2023-06,优酷,75.0,亿次,52.0,小时,32.0,部,25.0,部,新光传媒,https://www.xgm.com,,
2023-01,腾讯视频,88.0,亿次,47.75,小时,38.0,部,28.0,部,中国网络视听,https://www.cntv.com,,
2022-12,芒果TV,62.0,亿次,42.0,小时,18.0,部,15.0,部,娱乐行业报告,https://www.entertainmentreport.com,,
2022-10,哔哩哔哩,40.0,亿次,64.0,小时,20.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2022-05,爱奇艺,45.0,亿次,36.5,小时,17.0,部,10.0,部,视频观察,https://www.videosee.com,,
2021-12,优酷,28.0,亿次,40.75,小时,22.0,部,18.0,部,传媒动态,https://www.media-dynamics.com,,
2021-09,芒果TV,35.0,亿次,30.2,小时,15.0,部,12.0,部,新流媒体传媒,https://www.lmtm.com,,
2021-06,爱奇艺,82.0,亿次,55.5,小时,50.0,部,40.0,部,数字媒体研究,https://www.digitalmedia.com,,
2020-12,Bilibili,68.0,亿次,53.0,小时,24.0,部,22.0,部,视频分析网,https://www.videostats.com,,
2020-04,优酷,35.0,亿次,34.5,小时,20.0,部,15.0,部,行业数据中心,https://www.industrydata.com,,
2020-02,腾讯视频,60.0,亿次,71.0,小时,42.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2019-11,A站,20.0,亿次,28.2,小时,6.0,部,4.0,部,影视观察,https://www.filmwatch.com,,
2019-10,芒果TV,18.0,亿次,32.0,小时,11.0,部,8.0,部,今日媒体,https://www.todaymedia.com,,
