技术名称,技术类型,技术投资额,单位,传动机构,电动机类型,逆变器,电池模组,结构系统,电气系统,相关电池参数,采集来源,来源链接,采集时间,,,,,,,,,
小型水力发电技术,可再生能源,4500,万元,水轮发电,同步电动机,微型逆变器,水电储能电池,水坝设计,基于云的控制系统,最大功率20kW,中国水利电力学院,https://www.chincswp.edu.cn,2024-09-29,,,,,,,,,
氢气生产与储存技术,可再生能源,9500,万元,电解水法,燃料电池电动机,高效氢能逆变器,氢气高压储存,储存罐组合,智能化调度系统,氢气充填率98%,中国氢能产业技术创新战略联盟,https://www.china-hydrogen.net,2024-09-29,,,,,,,,,
碳捕集与储存技术,可再生能源,11000,万元,气体压缩,压缩机电动机,碳捕集系统逆变器,CO2储存罐,地下盐穴储存,过程控制系统,捕集效率95%,中国环境科学研究院,https://www.cece.org.cn,2024-09-29,,,,,,,,,
太阳能热水系统,可再生能源,2500,万元,热直接交换,热水泵,无逆变器设计,水储存罐,屋顶安装,温控监测系统,热效率80%,中国太阳能协会,https://www.csp.org.cn,2024-09-29,,,,,,,,,
海洋能发电技术,可再生能源,7500,万元,流体传动,永磁感应电动机,海洋能专用逆变器,海洋锂电池,浮动平台设计,智能化监控系统,额定容量200Ah，充电效率92%,中国海洋工程协会,https://www.cmoea.org/,2024-09-29,,,,,,,,,
潮汐能发电技术,可再生能源,9000,万元,齿轮传动,异步电动机,潮汐能逆变器,水电池,潮汐坝设计,智能电网系统,容量300Ah，能量效率85%,潮汐能国家实验室,https://www.tideenergylab.gov,2024-09-29,,,,,,,,,
氨能源技术,可再生能源,4000,万元,电动机驱动,氢氨混合电动机,氨燃料逆变器,氨气储存罐,模块化设计,高效能管理系统,输出功率75kW，能量密度600Wh/L,中国氨能产业研究院,https://www.ammoniaindustry.cn/,2024-09-29,,,,,,,,,
碳捕捉和储存技术,可再生能源,12000,万元,化工传动,特种电动机,碳捕捉专用逆变器,环保材料储存池,封闭系统设计,循环监控系统,封存率99%,中国环境保护产业协会,https://www.sepa.gov.cn/,2024-09-29,,,,,,,,,
智能微电网技术,可再生能源,6500,万元,软启动传动,同步电动机,微电网逆变器,多种电池模块组合,网络化设计,智能化能源管理系统,合计容量500Ah，充电效率98%,中国电力研究院,https://www.cpri.cn/,2024-09-29,,,,,,,,,
固态电池技术,可再生能源,10000,万元,电动机直接驱动,轮毂电动机,固态电池逆变器,固态电池模块,紧凑型设计,高智能控制系统,能量密度800Wh/kg,中国电池协会,https://www.batterycouncil.cn/,2024-09-29,,,,,,,,,
智能风能管理系统,可再生能源,5500,万元,伺服驱动,变频电动机,风能逆变器,高能效风能电池,自适应设计,集中管理系统,容量250Ah，放电效率90%,中国风能协会,https://www.cwea.org.cn/,2024-09-29,,,,,,,,,
混合动力技术,可再生能源,7000,万元,复合动力传动,双电机系统,混合动力逆变器,锂聚合物电池,定制化设计,实时监控系统,额定容量400Ah，充电效率95%,中国混合动力车辆协会,https://www.chinaphev.org/,2024-09-29,,,,,,,,,
城市垃圾发电技术,可再生能源,5000,万元,气动传动,直流电动机,垃圾焚烧逆变器,垃圾焚烧电池,模块化废品处理系统,智能调度系统,发电能力500kW,中国城市清洁能源协会,https://www.ccpub.org.cn/,2024-09-29,,,,,,,,,
高效光热发电技术,可再生能源,9500,万元,热能传动,燃气轮机,光热专用逆变器,热储存材料,集中式设计,智能化热能管理系统,热效率50%,中国光热能源协会,https://www.csp.org.cn/,2024-09-29,,,,,,,,,
海洋能发电技术,可再生能源,7000,万元,潮汐发电机,同步发电机,智能逆变器,锂离子电池组,浮动平台系统,分布式发电控制系统,额定容量200Ah，循环寿命3000次,中国海洋工程协会,https://www.cmse.org.cn/,2024-09-29,,,,,,,,,
氢能烟气脱硫技术,可再生能源,4500,万元,气动传动,电动离心泵,无直流逆变器,氢气压缩机,循环流化床反应器,远程监控系统,储存容量50m³，功率输出100kW,中国清洁燃料产业协会,https://www.cleanfuel.cn/,2024-09-29,,,,,,,,,
风力场布局优化技术,可再生能源,5200,万元,机电一体化,高效永磁电动机,变频逆变器,不适用,集成式风电塔,先进控制策略,不适用,国家风能技术研究中心,https://www.china-wind.org/,2024-09-29,,,,,,,,,
太阳能热水技术,可再生能源,1200,万元,水泵驱动,交流电机,无,热水储存系统,管道传输系统,传统控制系统,日采集热能150L,中国太阳能学会,https://www.cnsolar.org/,2024-09-29,,,,,,,,,
综合能量管理系统,可再生能源,8500,万元,电机驱动,异步电动机,多功能逆变器,高效率储能电池,模块化可扩展系统,智能算法控制,最高效率95%,中国储能产业技术创新战略联盟,https://www.chinabattery.com.cn/,2024-09-29,,,,,,,,,
地源热泵技术,可再生能源,4000,万元,水/气循环,螺杆压缩机,变量逆变器,不适用,地下换热器,动态控制系统,COP值4.5,中国地源热泵协会,https://www.geo-heat.org/,2024-09-29,,,,,,,,,
智能电网技术,可再生能源,9500,万元,电气控制,智能电动机,多种形式逆变器,分布式储能设备,网络化通信基础设施,深度学习优化系统,功率因数>=0.9,能源互联网发展战略委员会,https://www.energyinternet.org/,2024-09-29,,,,,,,,,
垃圾发电技术,可再生能源,6500,万元,机械传动,高负荷电动机,智能控制逆变器,固体废弃物处理单元,组合发电系统,监控与调控系统,发电效率>=25%,中国固体废弃物回收利用协会,https://www.cwma.org.cn/,2024-09-29,,,,,,,,,
有机光伏技术,可再生能源,3100,万元,光电转换,不适用,有机太阳能逆变器,有机光伏薄膜,柔性基板,便携式控制系统,转换效率12%,国际光伏技术协会,https://www.ipa.org/,2024-09-29,,,,,,,,,
潮汐能发电技术,可再生能源,7000,万元,液压传动,异步电动机,潮汐专用逆变器,锂离子电池组,水下涡轮设计,现场控制系统,额定容量120Ah，充电效率92%,中国潮汐能研究院,http://www.tidalenergy.ac.cn,2024-09-29,,,,,,,,,
氢燃料电池汽车技术,可再生能源,12000,万元,电动传动,永磁同步电动机,氢燃料专用逆变器,氢气储存罐,整车集成设计,智能出行控制系统,驱动功率100kW，能量密度800Wh/L,中国汽车协会,http://www.autochina.org,2024-09-29,,,,,,,,,
固体氧化物燃料电池技术,可再生能源,9000,万元,电动机驱动,燃料电池电动机,高效燃料电池逆变器,固态电池模块,模块化设计,智能监控与调整系统,输出功率30kW，工作温度700°C,国家能源技术创新中心,http://www.neti.gov.cn,2024-09-29,,,,,,,,,
量子点太阳能电池技术,可再生能源,11000,万元,无传动系统,光电转换器,高效量子逆变器,量子点电池,超薄膜设计,智能电能管理系统,效率达23%，厚度0.5mm,中国光伏产业协会,http://www.chinapv.org.cn,2024-09-29,,,,,,,,,
浪潮发电技术,可再生能源,4000,万元,机械传动,直流电动机,潮流优化逆变器,锂铁磷电池,波浪发电装置,自动化波能收集系统,额定容量80Ah，充放电循环次数2000次,中国海洋能源协会,http://www.oceanenergy.cn,2024-09-29,,,,,,,,,
新能源汽车充电桩技术,可再生能源,5500,万元,电动输入,充电机,高效直流充电逆变器,兼容多种电池类型,可移动站点设计,智能识别系统,充电功率60kW，充电时间无,中国电动汽车充电设施促进联盟,http://www.chinaevcharge.org,2024-09-29,,,,,,,,,
人工智能能源管理系统,可再生能源,7500,万元,软件管理,N/A,N/A,N/A,数字化管理平台,智能调度系统,无相关参数,国家智能制造技术创新工程,http://www.smartmanu.gov.cn,2024-09-29,,,,,,,,,
智能微电网技术,可再生能源,6500,万元,分布式控制,多种电动机,微电网专用逆变器,可再生能源混合电池组,动态负载平衡系统,集中监控系统,综合能量存储250kWh,中国能源局,http://www.nea.gov.cn,2024-09-29,,,,,,,,,
PV 材料回收技术,可再生能源,3800,万元,机械处理,回收电动机,高效回收逆变器,回收材料,一体化回收装置,智能分拣系统,回收率达95%,中国环境保护产业协会,http://www.cneia.org.cn,2024-09-29,,,,,,,,,
生物氢能生产技术,可再生能源,8500,万元,气体传动,氢气发电机,生物氢专用逆变器,细胞生物反应设备,反应器辅助系统,实时监控系统,生产率50Nm³/h,中国生物能科技协会,http://www.cbts.cn,2024-09-29,,,,,,,,,
潮汐能发电技术,可再生能源,6500,万元,液压传动,直流电动机,潮汐能逆变器,钠硫电池,海岸线集成结构,智能电网联接系统,容量200Ah，充电效率88%,中国海洋工程学会,https://www.oeas.org/,2024-09-29,,,,,,,,,
氨能燃料技术,可再生能源,7000,万元,气动传动,高效电动机,氨动力逆变器,固态氨电池,模块化储存系统,动态负荷控制系统,输出功率75kW，能量密度800Wh/L,中国能源研究院,https://www.ceri.cn/,2024-09-29,,,,,,,,,
海洋热能转换技术,可再生能源,8500,万元,蒸汽驱动,同步电动机,海洋热能逆变器,锂硫电池,深海平台系统,智能基础设施监控系统,容量300Ah，充电效率90%,国家海洋局,http://www.soa.gov.cn/,2024-09-29,,,,,,,,,
空气源热泵技术,可再生能源,4200,万元,电动机驱动,变频电动机,变频逆变器,无氟环保冷媒,一体化热交换系统,实时监测系统,制热能力20kW，能效比4.5,中国节能协会,https://www.chinaesa.org/,2024-09-29,,,,,,,,,
氢燃料冗余技术,可再生能源,9000,万元,双动力系统,燃料电池电动机,氢能逆变器,高级氢气储存技术,模块化氢储存单元,高级控制系统,输出功率60kW，系统效能95%,全国氢能应用技术研究中心,https://www.hydrogen.org.cn/,2024-09-29,,,,,,,,,
超级电容器技术,可再生能源,3200,万元,电动机驱动,无刷电动机,高频逆变器,高能量密度电容器,紧凑型设计,自适应负载管理系统,额定电压48V，能量密度120Wh/kg,中国电力科学研究院,https://www.cea.gov.cn/,2024-09-29,,,,,,,,,
压电发电技术,可再生能源,2500,万元,压电效应,无刷直流电动机,压电转换器,小型储能模块,微型能量采集系统,智能反馈控制系统,功率输出2W，转换效率85%,国内应用科技会议,https://www.science.org/,2024-09-29,,,,,,,,,
生物燃料电池技术,可再生能源,4000,万元,电动机驱动,异步电动机,生物质专用逆变器,有机物质电池模块,反应堆系统,集成能源管理系统,输出功率25kW，能量密度600Wh/kg,中国生物产业协会,https://www.chinabiomass.org/,2024-09-29,,,,,,,,,
智慧电网技术,可再生能源,11000,万元,电自动化传动,智能控制电动机,智能逆变器,在线电池管理系统,区域分布式网络,全面决策支持系统,可管理容量500kWh，转换效率94%,中国电力企业联合会,http://www.cec.org.cn/,2024-09-29,,,,,,,,,
潮汐发电技术,可再生能源,7000,万元,液压传动,永磁同步电动机,智能潮汐逆变器,锂离子电池,水下涡轮系统,远程监控系统,额定容量200Ah，充电效率92%,中国海洋能源协会,https://www.cmec.org.cn,2024-09-29,,,,,,,,,
氢能储存与输送技术,可再生能源,4000,万元,气动系统,氢燃料电动机,氢气专用逆变器,高压氢气罐,气体传输管道,智能气体监控系统,气体压力高达350Bar,中国新能源协会,https://www.cnrenewable.org,2024-09-29,,,,,,,,,
固体氧化物燃料电池技术,可再生能源,9000,万元,电动机驱动,固体氧化物燃料电动机,先进燃料电池逆变器,固体电池单元,模块化设计,高效电力管理系统,输出功率100kW，效率高达60%,中国电动汽车充电基础设施促进联盟,https://www.cevase.org,2024-09-29,,,,,,,,,
风能综合利用技术,可再生能源,8500,万元,双馈传动,同步电动机,高性能双馈逆变器,混合能源储存系统,风力+光伏综合系统,智能能源管理系统,综合储能300kWh，效率95%,国家风能技术研究中心,https://www.nwirc.com,2024-09-29,,,,,,,,,
集成太阳能热水技术,可再生能源,2500,万元,热水循环泵,节能泵,热水系统专用逆变器,热水储存罐,墙面集热器,智能温控系统,储水温度最高可达90°C,中国太阳能学会,https://www.cst.org.cn,2024-09-29,,,,,,,,,
波浪能转换技术,可再生能源,6000,万元,机械传动,交流电动机,波浪能逆变器,锂聚合物电池,浮动矩阵系统,电力优化控制系统,额定容量250Ah，充电效率93%,国际海洋工程研究院,https://www.imoer.com,2024-09-29,,,,,,,,,
小型水电站技术,可再生能源,3000,万元,水轮机传动,异步电动机,水电专用逆变器,水蓄能罐,小型水坝系统,自我监控系统,蓄电能力150kWh,中国水电工程学会,https://www.chinashe.org,2024-09-29,,,,,,,,,
空能利用技术,可再生能源,3500,万元,气流传动,涡流电动机,气能专用逆变器,综合储能单元,全气候适应系统,智能气候控制系统,能量密度850Wh/kg,中国气候能效协会,https://www.cceea.org,2024-09-29,,,,,,,,,
太阳光热发电技术,可再生能源,5500,万元,液压电动驱动,线性电动机,光热专用逆变器,高温储热水箱,集中式光热系统,集中监控系统,储热能力达到500kWh,中国光热产业技术创新战略联盟,https://www.stps.org.cn,2024-09-29,,,,,,,,,
潮汐能源发电技术,可再生能源,7500,万元,水轮机传动,可变速电动机,潮汐专用逆变器,盐水电池,浮动式发电平台,远程监控系统,存储容量200kWh，循环寿命3000次,国际潮汐能协会,https://www.internationaltideassociation.org,2024-09-29,,,,,,,,,
氢燃料电池汽车技术,可再生能源,12000,万元,电动机驱动,高效电动车电动机,氢燃料电池逆变器,氢气储存罐,车体集成系统,智能驾驶控制系统,输出功率100kW，能量密度800Wh/L,燃料电池汽车产业技术创新战略联盟,https://www.fuelcellvehicle.org,2024-09-29,,,,,,,,,
三代海洋能发电技术,可再生能源,9500,万元,涡轮发电机,永磁同步电动机,海洋能专用逆变器,海水电池,海底发电站,自动化监控系统,存储容量300kWh，效率95%,海洋能源开发研究中心,https://www.oceanenergyresearch.com,2024-09-29,,,,,,,,,
固体氧化物燃料电池技术,可再生能源,15000,万元,电动机驱动,高效率电动机,固体氧化物逆变器,固体氧化物燃料电池单元,模块化设计,集成控制系统,输出功率10kW，能量密度1200Wh/L,固体氧化物燃料电池技术创新中心,https://www.sofc.org,2024-09-29,,,,,,,,,
