海洋基金名称（字符型）,规模（数值型）,单位,LP及其出资金额和出资比例（字符型）,GP（字符型）,对外投资企业（字符型）,关系图谱（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,,,,
深海生态保护专项基金,25,亿元,海洋保护协会出资10亿（40%），广东海洋研究中心出资15亿（60%）,青岛海洋经济发展基金管理有限公司,海洋生态修复、高端海洋装备制造企业,深海生态产业链关系图,新华网,http://www.xinhuanet.com/,2024-10-14,,,,,,,,,,,
南方沿海渔业发展投资基金,30,亿元,福建省政府引导基金出资12亿（40%），私人投资者出资18亿（60%）,华东海洋投资管理有限公司,水产养殖及海洋食品加工企业,渔业产业链关系图,中国证券报,http://www.cs.com.cn/,2024-10-14,,,,,,,,,,,
海洋科技创新基金（第三期）,50,亿元,科技部出资20亿（40%），各类天使投资出资30亿（60%）,海洋科技创新基金管理有限公司,海洋技术研发与应用企业,科技产业链关系图,投资界,https://www.venturebeat.com/,2024-10-14,,,,,,,,,,,
北京蓝色经济投资基金,70,亿元,北京市财政局出资30亿（42.9%），社会资本出资40亿（57.1%）,海蓝创投管理有限公司,海洋生物科技、新能源企业,蓝色经济产业链图,经济日报,http://www.ce.cn/,2024-10-14,,,,,,,,,,,
北部湾海洋资源综合开发基金,60,亿元,广西壮族自治区政府出资25亿（41.7%），企业集团出资35亿（58.3%）,北部湾投资控股有限公司,港口建设及海洋资源开发企业,海洋资源产业链图,人民网,http://www.people.com.cn/,2024-10-14,,,,,,,,,,,
深圳蓝海环境保护投资基金,40,亿元,深圳市环保局出资15亿（37.5%），其它社会资本出资25亿（62.5%）,深海科技创新投资管理有限公司,环境监测及海洋清洁技术企业,海洋环境产业链关系图,深圳特区报,http://www.sznews.com/,2024-10-14,,,,,,,,,,,
横琴新区海洋产业基金,90,亿元,横琴新区管理委员会出资40亿（44.4%），外资机构出资50亿（55.6%）,横琴海洋投资有限公司,海洋旅游、海洋文化产业企业,海洋旅游产业链关系图,南方日报,http://www.southcn.com/,2024-10-14,,,,,,,,,,,
长江经济带海洋保护基金,55,亿元,长江经济带发展促进会出资25亿（45.5%），公募基金出资30亿（54.5%）,长江投资管理有限公司,海洋保护与生态恢复领域企业,长江生态产业链图,环球网,http://www.huanqiu.com/,2024-10-14,,,,,,,,,,,
浙江海洋新兴产业基金,65,亿元,浙江省政府出资30亿（46.2%），民间投资出资35亿（53.8%）,浙江海洋发展基金管理有限责任公司,新材料及智能制造相关企业,新兴产业链关系图,浙江日报,http://www.zjdaily.com/,2024-10-14,,,,,,,,,,,
海南蓝色海洋扶贫基金,20,亿元,海南省扶贫办出资10亿（50%），社会组织出资10亿（50%）,海南蓝色经济投资有限公司,海洋经济扶贫项目,扶贫产业链关系图,海南日报,http://www.hndnews.com/,2024-10-14,,,,,,,,,,,
海南省海洋经济发展专项基金,70,亿元,海南省政府出资30亿（42.9%），社会资本出资40亿（57.1%）,海南省海洋发展投资管理有限公司,海洋旅游、生态保护项目,海洋生态产业链关系图,海南日报,http://www.hinews.cn/news/,2024-10-14,,,,,,,,,,,
中国海洋科技创新基金,120,亿元,中国科学技术部出资50亿（41.7%），多家科研机构出资70亿（58.3%）,中国海洋科技发展中心,海洋科技研发企业,科技创新产业链图,科学网,https://www.sciencenet.cn/,2024-10-14,,,,,,,,,,,
浙江省蓝色经济发展基金,90,亿元,浙江省地方政府出资40亿（44.4%），多家企业出资50亿（55.6%）,浙江蓝色经济投资管理有限公司,海洋生物科技、绿色能源企业,蓝色经济产业链图,浙江日报,https://zjnews.zjol.com.cn/,2024-10-14,,,,,,,,,,,
福建省海洋环境保护基金,30,亿元,福建省环保厅出资10亿（33.3%），社会资本出资20亿（66.7%）,福建海洋环境投资管理有限公司,环保技术、可持续渔业企业,环境保护产业链关系图,海峡都市报,http://www.hxnews.com/,2024-10-14,,,,,,,,,,,
南方海洋开发战略基金,200,亿元,广东省发展改革委出资80亿（40%），多家民营企业出资120亿（60%）,南方海洋科技发展公司,海洋工程、船舶制造企业,海洋开放发展产业链图,深圳特区报,http://www.sznews.com/,2024-10-14,,,,,,,,,,,
上海海洋文化发展基金,45,亿元,上海市文化局出资15亿（33.3%），文化企业出资30亿（66.7%）,上海海洋文化投资管理有限公司,文化传播、海洋艺术相关企业,文化产业链关系图,东方网,http://www.dfdaily.com/,2024-10-14,,,,,,,,,,,
天津市海洋教育促进基金,15,亿元,天津市政府出资5亿（33.3%），教育及科研机构出资10亿（66.7%）,天津海洋教育发展投资公司,海洋教育机构、在线教育平台,教育产业链关系图,天津日报,http://www.tianjindaily.com/,2024-10-14,,,,,,,,,,,
辽宁省海洋资源开发基金,80,亿元,辽宁省财政厅出资30亿（37.5%），国有企业出资50亿（62.5%）,辽宁省海洋开发投资管理有限公司,海洋石油、天然气开采企业,资源开发产业链图,东北新闻网,http://www.nen.com.cn/,2024-10-14,,,,,,,,,,,
新疆区域海洋生态保护基金,25,亿元,新疆维吾尔自治区政府出资10亿（40%），其他LP出资15亿（60%）,新疆海洋生态投资管理有限公司,生态修复、水资源管理企业,生态产业链关系图,新疆日报,http://www.xjdaily.com/,2024-10-14,,,,,,,,,,,
四川省海洋生物医药投资基金,60,亿元,四川省政府出资20亿（33.3%），多家生物科技公司出资40亿（66.7%）,四川海洋生物投资管理有限公司,海洋生物科研、医药企业,生物医药产业链关系图,四川新闻网,http://www.scol.com.cn/,2024-10-14,,,,,,,,,,,
新能源海洋资源投资基金,70,亿元,浙江省政府出资30亿（42.9%），民间投资30亿（57.1%）,浙江海洋投资管理有限公司,海洋能源和环保技术企业,新能源产业链关系图,新华网,http://www.xinhuanet.com/,2024-10-14,,,,,,,,,,,
长江经济带海洋经济发展基金,150,亿元,长江经济带发展委员会出资60亿（40%），社会资本出资90亿（60%）,长江海洋产业投资有限公司,主要投资于沿海港口和物流企业,长江港口经济关系图,人民网,http://www.people.com.cn/,2024-10-14,,,,,,,,,,,
南海海洋旅游投资基金,50,亿元,海南省政府出资20亿（40%），私人投资者出资30亿（60%）,海南旅游投资基金管理公司,海洋旅游及度假村项目,旅游产业链关系图,东方财富网,http://www.eastmoney.com/,2024-10-14,,,,,,,,,,,
浙江省海洋高科技产业基金,80,亿元,浙江省财政厅出资40亿（50%），优质企业出资40亿（50%）,浙江省高科技基金管理有限公司,海洋科技和信息技术企业,高科技产业链关系图,经济日报,http://www.ce.cn/,2024-10-14,,,,,,,,,,,
蓝色经济可持续发展基金,120,亿元,国家环保部出资50亿（41.7%），企业联盟出资70亿（58.3%）,蓝色经济投资管理有限公司,专注于可持续海洋项目,可持续发展产业链图,中国环境报,http://www.cenews.com.cn/,2024-10-14,,,,,,,,,,,
福建海洋生物产业创新基金,30,亿元,福建省政府出资15亿（50%），私募投资者出资15亿（50%）,福建海洋生物投资管理公司,水产养殖与生物科技企业,生物产业链关系图,海峡网,http://www.hxnews.com/,2024-10-14,,,,,,,,,,,
海南省渔业产业投资基金,45,亿元,海南省渔业局出资20亿（44.4%），其他企业出资25亿（55.6%）,海南渔业投资基金管理公司,海洋捕捞与养殖业,渔业产业链关系图,国家海洋局,http://www.soa.gov.cn/,2024-10-14,,,,,,,,,,,
全球海洋环境改善基金,200,亿元,国际环境组织出资80亿（40%），中国境内机构出资120亿（60%）,海洋生态保护基金管理公司,关注海洋保护和修复项目,环境保护产业链图,世界海洋组织,http://www.iucn.org/,2024-10-14,,,,,,,,,,,
上海海洋创新投资基金,90,亿元,上海市科技创新委员会出资40亿（44.4%），风险投资机构出资50亿（55.6%）,上海海洋创新投资管理有限公司,海洋科技与创新型企业,创新科技产业链关系图,澎湃新闻,http://www.thepaper.cn/,2024-10-14,,,,,,,,,,,
海洋与极地研究专项基金,110,亿元,国家自然科学基金出资50亿（45.5%），学术机构和企业出资60亿（54.5%）,极地与海洋科研基金管理公司,极地和海洋研究机构,科研产业链关系图,中国科学技术协会,http://www.cast.org.cn/,2024-10-14,,,,,,,,,,,
粤海生态产业基金,75,亿元,广东省生态发展基金出资30亿（40%），其他投资者出资45亿（60%）,粤海生态投资管理有限公司,海洋生态修复相关企业,生态产业链关系图,财新网,https://www.caixin.com/,2024-10-14,,,,,,,,,,,
上海海洋高科技投资基金,120,亿元,上海市科技创新基金出资60亿（50%），天使投资人出资60亿（50%）,上海海洋高科技投资有限公司,智能海洋科技、新型材料企业,高科技产业链关系图,投资界,https://news.pedaily.cn/,2024-10-14,,,,,,,,,,,
浙江海洋环保科技基金,30,亿元,浙江省环保投资基金出资10亿（33.3%），民营资本出资20亿（66.7%）,浙江海洋环保投资管理有限公司,海洋污染治理科技企业,环境保护产业链图,中国证券网,http://www cs.com.cn/,2024-10-14,,,,,,,,,,,
海南国际贸易发展基金,55.5,亿元,海南省政府出资25亿（45%），国内外投资者出资30.5亿（55%）,海南国际投资有限公司,海洋产品贸易相关企业,国际贸易链关系图,新华社,http://www.xinhuanet.com/,2024-10-14,,,,,,,,,,,
福建省可再生能源海洋基金,40,亿元,福建省再生能源基金出资10亿（25%），其他LP出资30亿（75%）,福建可再生能源发展有限公司,海洋风电、潮汐能相关企业,可再生能源产业链图,经济日报,http://www.ce.cn/,2024-10-14,,,,,,,,,,,
辽宁省海洋文化产业基金,25,亿元,辽宁省文化和旅游厅出资15亿（60%），地方企业出资10亿（40%）,辽宁省文化投资集团,海洋文化、旅游休闲相关企业,文化产业链关系图,人民网,http://www.people.com.cn/,2024-10-14,,,,,,,,,,,
天津智慧海洋投资基金,65,亿元,天津市智慧城市基金出资30亿（46.2%），其他投资者出资35亿（53.8%）,天津智慧海洋投资管理有限公司,智慧海洋监测和管理企业,智慧海洋产业链图,搜狐财经,https://business.sohu.com/,2024-10-14,,,,,,,,,,,
甘肃省海洋资源开发基金,22,亿元,甘肃省发展改革委员会出资10亿（45.5%），其他机构出资12亿（54.5%）,甘肃省海洋开发投资管理有限公司,海洋资源开发和利用相关企业,资源开发产业链图,经济观察报,http://www.eeo.com.cn/,2024-10-14,,,,,,,,,,,
新疆水资源与海洋基金,15,亿元,新疆维吾尔自治区水利厅出资5亿（33.3%），其他合作伙伴出资10亿（66.7%）,新疆水资源与海洋投资公司,水资源管理及海洋生态恢复相关企业,水资源与海洋产业链图,凤凰网,http://www.ifeng.com/,2024-10-14,,,,,,,,,,,
四川省海洋与气候基金,50,亿元,四川省气候变化基金出资25亿（50%），国际环保组织出资25亿（50%）,四川省海洋与气候投资管理公司,气候变化应对及海洋保护相关企业,气候与海洋产业链图,中国日报,http://www.chinadaily.com.cn/,2024-10-14,,,,,,,,,,,
南海海洋资源开发专项基金,60,亿元,南海投资集团出资24亿（40%），其他投资者出资36亿（60%）,南海海洋资产管理有限公司,海洋资源利用及可再生能源企业,南海资源利用关系图,中国证券网,http://www.cs.com.cn/,2024-10-14,,,,,,,,,,,
北极海洋科技创新基金,75,亿元,国家北极发展基金资助25亿（33.3%），清华紫光集团出资50亿（66.7%）,北极科技投资管理公司,海洋科技、新能源企业,北极海洋科技关系图,国家发展和改革委员会,https://www.ndrc.gov.cn/,2024-10-14,,,,,,,,,,,
江苏省特色海洋经济发展基金,45.3,亿元,江苏省地方政府基金出资15亿（33.1%），民间资本出资30.3亿（66.9%）,江苏海洋投资管理有限公司,海洋农业、旅游及环保企业,江苏海洋经济关系图,新华网,https://www.xinhuanet.com/,2024-10-14,,,,,,,,,,,
广西海洋渔业转型升级基金,37.5,亿元,广西省政府引导基金出资15亿（40%），民营企业出资22.5亿（60%）,广西海洋发展投资集团,渔业科技和环保企业,广西海洋经济关系图,广西新闻网,https://www.gxnews.com.cn/,2024-10-14,,,,,,,,,,,
海南海洋生态保护与投资基金,22,亿元,海南省生态环境部出资8亿（36.4%），其他LP出资14亿（63.6%）,海南海洋资源管理有限公司,生态保护及可持续发展企业,海南生态保护关系图,海南日报,http://www.hinews.cn/,2024-10-14,,,,,,,,,,,
东北亚海洋经济合作基金,100,亿元,中国东北亚经济合作组织出资40亿（40%），各地区投资者出资60亿（60%）,东北亚海洋基金管理有限公司,跨国海洋企业和海洋科技公司,东北亚海洋经济关系图,国际商报,http://www.interecoms.com/,2024-10-14,,,,,,,,,,,
浙江省海洋创新发展基金,85,亿元,浙江省科技厅出资30亿（35.3%），私营企业合计出资55亿（64.7%）,浙江海洋投资管理有限公司,智能海洋装备和信息技术企业,浙江海洋创新关系图,浙江日报,http://www.zjol.com.cn/,2024-10-14,,,,,,,,,,,
福建海洋生物技术基金,50,亿元,福建省生物科技发展基金出资15亿（30%），其他投资机构出资35亿（70%）,福建海洋生物投资管理有限公司,海洋生物医药及相关技术公司,福建海洋生物关系图,福州日报,http://www.fznews.com/,2024-10-14,,,,,,,,,,,
四川海洋电视文化基金,15.5,亿元,四川文化投资集团出资5亿（32.3%），文创产业其他LP出资10.5亿（67.7%）,四川海洋文化产业发展有限公司,海洋文化及传媒产业,四川海洋文化关系图,四川日报,http://www.scdaily.com/,2024-10-14,,,,,,,,,,,
北方海洋生态发展基金,75,亿元,北京市政府引导基金出资30亿（40%），其他LP出资45亿（60%）,北方海洋生态管理有限公司,海洋保护、可再生能源相关企业,生态产业链关系图,新京报,https://www.bjnews.com.cn/,2024-10-14,,,,,,,,,,,
