设备类型,设备名称,可允许误差,单位,控制自由度,运动精确度,单位.1,施加推力,单位.2,数据类型,采集来源,来源链接,采集时间,备注
服务机器人,送餐机器人,1.0,mm,5,±0.5,mm,15,N,字符串型,中国餐饮科技协会,https://www.cantech.org.cn,,
特种机器人,地面巡逻机器人,0.5,mm,4,±0.3,mm,50,N,字符串型,国家安全技术协会,https://www.nst.org,,
并联机械手,PUMA 560,0.4,mm,6,±0.1,mm,45,N,字符串型,国际机械手协会,https://www.ima.org,,
SCARA机器人,Denso VS-068,0.15,mm,4,±0.05,mm,30,N,字符串型,日本机器人协会,https://www.jara.or.jp,,
六轴机械手,Fanuc M-20iA,0.1,mm,6,±0.03,mm,70,N,字符串型,机器人技术研究所,https://www.rti.org,,
服务机器人,清洁机器人,0.9,mm,3,±0.4,mm,20,N,字符串型,中国清洁设备制造商协会,https://www.ccma.org.cn,,
特种机器人,水下机器人,1.2,mm,5,±0.6,mm,60,N,字符串型,国际水下机器人协会,https://www.iur.org,,
并联机械手,高速三维打印机器人,0.25,mm,3,±0.07,mm,35,N,字符串型,国际增材制造协会,https://www.3dprint.org,,
自动化仓库机器人,仓储机器人,0.5,mm,4,±0.25,mm,40,N,字符串型,物流与供应链协会,https://www.supplychain.org,,
SCARA机器人,Mitsubishi MELFA,0.2,mm,4,±0.15,mm,20,N,字符串型,亚洲工业机器人协会,https://www.asiarobotics.org,,
六轴机械手,ABB IRB 6700,0.05,mm,6,±0.02,mm,80,N,字符串型,瑞士机械自动化协会,https://www.swissautomation.org,,
服务机器人,陪伴机器人,0.65,mm,5,±0.3,mm,15,N,字符串型,中国老龄化科技协会,https://www.caa.org.cn,,
特种机器人,核辐射监测机器人,2.0,mm,4,±1.0,mm,90,N,字符串型,核能安全监测委员会,https://www.nuclearsafety.org,,
并联机械手,高速组装机器人,0.15,mm,3,±0.04,mm,50,N,字符串型,现代工业机器人技术论坛,https://www.modernrobotics.org,,
SCARA机器人,Epson C4,0.1,mm,4,±0.05,mm,15,N,字符串型,全球机器人科技中心,https://www.grtc.org,,
六轴机械手,Yaskawa Motoman,0.3,mm,7,±0.12,mm,60,N,字符串型,下一级机器人研究所,https://www.nxtrobotics.org,,
服务机器人,家居照护机器人,0.85,mm,4,±0.45,mm,20,N,字符串型,智能家庭技术协会,https://www.smartrdh.org,,
服务机器人,厨房烹饪助手,0.5,mm,6,±0.3,mm,15,N,字符型,中国家用机器人技术研究中心,https://www.chinarobot.org,,
特种机器人,火灾监测无人机,1.0,mm,5,±0.6,mm,50,N,字符型,国际无人机协会,https://www.interdrone.org,,
并联机械手,三维打印机器人,0.2,mm,3,±0.05,mm,30,N,字符型,中国增材制造技术协会,https://www.china-additive.org,,
SCARA机器人,安川SCARA,0.15,mm,4,±0.1,mm,60,N,字符型,日本机器人学会,https://www.jasra.or.jp,,
六轴机械手,FANUC M-20iA,0.18,mm,6,±0.03,mm,45,N,字符型,美国机器人协会,https://www.robotics.org,,
服务机器人,医疗陪护机器人,0.6,mm,5,±0.4,mm,20,N,字符型,世界卫生组织,https://www.who.int,,
特种机器人,工业检测机器人,1.2,mm,4,±0.7,mm,80,N,字符型,国际标准化组织,https://www.iso.org,,
并联机械手,画图机器人,0.1,mm,3,±0.03,mm,25,N,字符型,欧洲并联机械手联盟,https://www.parallelrobotics.eu,,
SCARA机器人,Denso VS-068,0.2,mm,4,±0.09,mm,50,N,字符型,机器人技术发展委员会,https://www.roc.org,,
六轴机械手,ABB IRB 6700,0.14,mm,6,±0.06,mm,55,N,字符型,瑞士机器人协会,https://www.srg.ch,,
服务机器人,家庭清洁机器人,0.3,mm,5,±0.2,mm,12,N,字符型,家用自动化协会,https://www.haas.org,,
特种机器人,农业无人机,1.8,mm,4,±0.9,mm,40,N,字符型,农业部无人机技术中心,https://www.agri-drone.org,,
并联机械手,定制包装机器人,0.25,mm,3,±0.04,mm,32,N,字符型,包装技术创新中心,https://www.packaginginnovation.org,,
SCARA机器人,KUKA KR SCARA,0.12,mm,4,±0.04,mm,38,N,字符型,德国工业和制造业协会,https://www.vdma.org,,
六轴机械手,Universal Robots UR5,0.1,mm,6,±0.02,mm,27,N,字符型,国际机械手协会,https://www.ur.org,,
服务机器人,老人陪护机器人,0.4,mm,5,±0.5,mm,11,N,字符型,智能机器人协会,https://www.smartrobotics.org,,
特种机器人,水下探测机器人,2.0,mm,4,±1.0,mm,90,N,字符型,海洋研究所,https://www.oceanresearch.org,,
工业机器人,焊接机器人,0.15,mm,6,±0.02,mm,45,N,字符型,中国机械工程学会,https://www.cmes.org,,
服务机器人,送餐机器人,0.5,mm,3,±0.1,mm,20,N,字符型,国内智能配送服务协会,https://www.idsa.org.cn,,
特种机器人,水下机器人,2.0,mm,6,±1.5,mm,55,N,字符型,海洋工程技术研究中心,https://www.oceanresearch.org,,
并联机械手,柔性装配机器人,0.6,mm,5,±0.3,mm,30,N,字符型,智能制造论坛,https://www.smartfactoryforum.com,,
SCARA机器人,Fanuc SCARA,0.05,mm,4,±0.01,mm,35,N,字符型,国际机器人联合会,https://www.ifr.org,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.05,mm,60,N,字符型,瑞士机器人研究院,https://www.swissrobotics.ch,,
服务机器人,清洁机器人,1.2,mm,3,±0.3,mm,15,N,字符型,全国智能家居产业协会,https://www.smart-home.org,,
特种机器人,极地探测机器人,3.0,mm,4,±2.0,mm,90,N,字符型,国际极地研究所,https://www.polarresearch.org,,
并联机械手,自动化搬运机器人,0.9,mm,4,±0.15,mm,50,N,字符型,中国物流与采购联合会,https://www.chinawlp.org.cn,,
服务机器人,会议助手机器人,0.4,mm,3,±0.05,mm,10,N,字符型,智能会议展览网,https://www.smartconferencetech.com,,
六轴机械手,Yaskawa MOTOMAN,0.2,mm,6,±0.05,mm,50,N,字符型,日本工业机器人协会,https://www.jira.or.jp,,
特种机器人,搜救机器人,1.8,mm,6,±0.7,mm,80,N,字符型,中国灾害救援协会,https://www.cdisasterrelief.org.cn,,
服务机器人,医疗辅助机器人,0.3,mm,5,±0.1,mm,25,N,字符型,中国医疗机器人协会,https://www.cmra.org.cn,,
并联机械手,组装机器人,0.4,mm,4,±0.1,mm,35,N,字符型,中国自动化协会,https://www.automation.org.cn,,
六轴机械手,KUKA LBR iiwa,0.1,mm,7,±0.02,mm,40,N,字符型,德国工业机器人协会,https://www.digibotics.de,,
SCARA机器人,Kawasaki RS007N,0.07,mm,4,±0.01,mm,30,N,字符型,日本机器人协会,https://www.japanrobotics.co,,
特种机器人,探月机器人,1.0,mm,6,±0.9,mm,75,N,字符型,中国探月工程中心,https://www.clep.org.cn,,
服务机器人,农业作业机器人,0.6,mm,3,±0.4,mm,18,N,字符型,农业部智能农业技术中心,https://www.smartagriculture.gov.cn,,
并联机械手,生物制药机器人,0.5,mm,4,±0.2,mm,37,N,字符型,生物技术国际组织,https://www.biotechworld.org,,
服务机器人,家用清洁机器人,0.75,mm,5,±0.3,mm,12,N,字符型,中国智能家居科技协会,https://www.chome.org.cn,,
移动机器人,室内配送机器人,1.0,mm,6,±0.5,mm,15,N,字符型,Smart Robotics 2023,https://www.smartrobotics.com,,
特种机器人,农业采摘机器人,0.9,mm,4,±0.6,mm,20,N,字符型,全球农业机械协会,https://www.wgap.com,,
并联机械手,食品包装机器人,0.4,mm,3,±0.1,mm,35,N,字符型,国际包装技术协会,https://www.ipta.org,,
六轴机械手,汽修自动化机械臂,0.2,mm,6,±0.05,mm,50,N,字符型,汽车工程师学会,https://www.sae.org,,
SCARA机器人,电子元件组装机器人,0.15,mm,4,±0.03,mm,45,N,字符型,中国电子技术协会,https://www.ceta.org.cn,,
服务机器人,迎宾机器人,1.2,mm,3,±0.4,mm,25,N,字符型,中国服务机器人联盟,https://www.csr.net,,
自主导航机器人,商场导览机器人,1.0,mm,5,±0.7,mm,30,N,字符型,城市机器人协会,https://www.ura.org,,
特种机器人,海洋调查无人潜艇,2.0,mm,6,±1.5,mm,80,N,字符型,全球海洋研究中心,https://www.gmrc.org,,
并联机械手,3D打印机器人,0.05,mm,3,±0.02,mm,60,N,字符型,国际3D打印协会,https://www.3dprint.com,,
六轴机械手,焊接自动化机器人,0.1,mm,6,±0.03,mm,70,N,字符型,焊接技术协会,https://www.welding.org,,
服务机器人,医疗护理机器人,0.5,mm,4,±0.6,mm,20,N,字符型,国际医疗机器人研究中心,https://www.imrc.org,,
移动机器人,无人驾驶清扫车,1.3,mm,5,±0.8,mm,60,N,字符型,全球清洁科技协会,https://www.gcta.org,,
特种机器人,维修巡检机器人,1.5,mm,4,±0.9,mm,40,N,字符型,挖掘机器人协会,https://www.digrobotics.org,,
并联机械手,运动捕捉机器人,0.2,mm,3,±0.04,mm,30,N,字符型,全国运动科学研究院,https://www.nssri.edu.cn,,
六轴机械手,大型工程机械臂,0.25,mm,7,±0.07,mm,90,N,字符型,国际工程机械协会,https://www.iema.org,,
SCARA机器人,玩具组装机器人,0.2,mm,4,±0.1,mm,25,N,字符型,国际玩具行业协会,https://www.ita.org,,
服务机器人,餐饮服务机器人,0.9,mm,5,±0.5,mm,35,N,字符型,中国智能餐饮协会,https://www.cfa.org.cn,,
服务机器人,配送机器人,1.0,mm,6,±0.5,mm,25,N,字符型,中国机器人产业联盟,https://www.chinarobotics.org,,
移动机器人,自动导航叉车,1.2,mm,4,±0.3,mm,60,N,字符型,国际机器人联合会,https://www.ifr.org,,
特种机器人,探测机器人,0.5,mm,5,±0.2,mm,50,N,字符型,中国科技部,https://www.most.gov.cn,,
外科手术机器人,达芬奇手术系统,0.1,mm,6,±0.05,mm,15,N,字符型,美国医疗机器人协会,https://www.americamedsys.org,,
夹具机器人,自动焊接机器人,0.3,mm,5,±0.1,mm,80,N,字符型,国际焊接工程师协会,https://www.iwes.org,,
并联机械手,G-3并联机器人,0.2,mm,3,±0.05,mm,35,N,字符型,瑞士洛桑联邦理工学院,https://www.epfl.ch,,
服务机器人,陪伴机器人,1.0,mm,4,±0.4,mm,20,N,字符型,国际人机交互协会,https://www.ihci.org,,
六轴机械手,ABB IRB 6700,0.15,mm,6,±0.06,mm,55,N,字符型,瑞士ABB公司,https://global.abb,,
特种机器人,水下机器人,1.0,mm,5,±0.7,mm,90,N,字符型,国际水下探测协会,https://www.uwresearch.org,,
移动机器人,清扫机器人,0.8,mm,3,±0.2,mm,10,N,字符型,中国清洁行业协会,https://www.cleaning.org.cn,,
并联机械手,Puma 560,0.25,mm,6,±0.1,mm,40,N,字符型,美国机械工程师协会,https://www.asme.org,,
服务机器人,远程教育机器人,0.5,mm,4,±0.3,mm,30,N,字符型,教育部教育科技中心,https://www.moe.edu.cn,,
六轴机械手,Fanuc M-20iA,0.1,mm,6,±0.05,mm,50,N,字符型,日本FANUC公司,https://www.fanuc.co.jp,,
移动机器人,货运无人机,2.0,mm,3,±1.2,mm,75,N,字符型,空中运输协会,https://www.airshipping.org,,
特种机器人,农田监测机器人,1.5,mm,4,±0.6,mm,40,N,字符型,农业科技发展中心,https://www.agri-tech.gov.cn,,
服务机器人,餐饮服务机器人,1.5,mm,4,±0.6,mm,20,N,字符型,华南理工大学机器人研究所,https://www.scut.edu.cn,,
焊接机器人,KUKA焊接机器人,0.15,mm,6,±0.04,mm,70,N,字符型,德国电气工业协会,https://www.vde.com,,
服务机器人,陪伴机器人,0.5,mm,6,±0.3,mm,15,N,字符型,中国机器人产业联盟,https://www.cria.org.cn,,
特种机器人,农业无人机,2.0,mm,4,±1.0,mm,80,N,字符型,中国农业科学院,https://www.caas.cn,,
并联机械手,高速大负载并联机器人,0.4,mm,3,±0.15,mm,100,N,字符型,国际机器人联合会,https://www.ifr.org,,
SCARA机器人,FANUC SR-3iA,0.12,mm,4,±0.06,mm,25,N,字符型,FANUC官网,https://www.fanuc.com,,
六轴机械手,ABB IRB 6700,0.08,mm,6,±0.02,mm,55,N,字符型,ABB技术中心,https://global.abb,,
服务机器人,外科手术机器人,0.5,mm,7,±0.1,mm,30,N,字符型,世界卫生组织,https://www.who.int,,
特种机器人,水下探测机器人,1.0,mm,3,±0.3,mm,25,N,字符型,国际水下机器人协会,https://www.uia.org,,
并联机械手,三维打印机器人,0.2,mm,6,±0.05,mm,20,N,字符型,3D打印行业协会,https://www.3dprinting.org,,
SCARA机器人,KUKA SCARA,0.15,mm,4,±0.1,mm,40,N,字符型,KUKA官方网站,https://www.kuka.com,,
六轴机械手,MOTOMAN-YASKAWA,0.18,mm,6,±0.03,mm,50,N,字符型,YASKAWA电气,https://www.yaskawa.com,,
服务机器人,送餐机器人,0.6,mm,4,±0.4,mm,10,N,字符型,中国社会科学院,https://www.cssn.cn,,
特种机器人,灾后重建机器人,1.8,mm,5,±0.5,mm,75,N,字符型,国际红十字会,https://www.icrc.org,,
并联机械手,高速单轴机器人,0.09,mm,4,±0.04,mm,45,N,字符型,机器人技术研究所,https://www.robotresearch.org,,
SCARA机器人,Epson SCARA,0.11,mm,4,±0.05,mm,30,N,字符型,Epson robotics,https://www.epson.com,,
六轴机械手,Universal Robots UR10e,0.15,mm,6,±0.02,mm,48,N,字符型,Universal Robots官网,https://www.universal-robots.com,,
服务机器人,家庭清洁机器人,0.7,mm,5,±0.5,mm,20,N,字符型,家电科技协会,https://www.appliance.org,,
特种机器人,城市安全监控机器人,1.3,mm,5,±0.7,mm,85,N,字符型,城市安全防护协会,https://www.citysafety.org,,
服务机器人,智能送餐机器人,0.5,mm,6,±0.15,mm,20,N,字符型,中国智能机器人产业发展联盟,https://www.china-robotics.org,,
特种机器人,水下探测机器人,2.0,mm,5,±1.0,mm,30,N,字符型,中国海洋局,https://www.soa.gov.cn,,
并联机械手,三维打印机器人,0.2,mm,3,±0.05,mm,45,N,字符型,国际3D打印协会,https://www.3dprinting.org,,
SCARA机器人,Fanuc SCARA,0.08,mm,4,±0.1,mm,50,N,字符型,日本机器人技术协会,https://www.jara.jp,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.03,mm,90,N,字符型,瑞士机器人协会,https://www.swirobotech.ch,,
服务机器人,护理辅助机器人,1.0,mm,5,±0.6,mm,15,N,字符型,世界卫生组织,https://www.who.int,,
特种机器人,矿山作业机器人,3.0,mm,4,±1.2,mm,120,N,字符型,国际矿产资源委员会,https://www.imrc.org,,
并联机械手,高精度组装机器人,0.05,mm,3,±0.02,mm,65,N,字符型,机械装配技术研究中心,https://www.assemblytech.org,,
SCARA机器人,安川SCARA,0.15,mm,4,±0.12,mm,40,N,字符型,日本安川电机公司,https://www.yaskawa.co.jp,,
六轴机械手,发那科 M-20iA,0.08,mm,6,±0.025,mm,80,N,字符型,美国机器人研究中心,https://www.roboticsresearch.org,,
服务机器人,个人助理机器人,0.9,mm,4,±0.3,mm,25,N,字符型,机器人与人工智能协会,https://www.roboticsai.org,,
特种机器人,火星探测机器人,4.0,mm,5,±2.0,mm,150,N,字符型,美国国家航空航天局,https://www.nasa.gov,,
并联机械手,医疗用机器人,0.02,mm,3,±0.01,mm,70,N,字符型,国际医疗机器人研究中心,https://www.medrobotics.org,,
SCARA机器人,产品包装机器人,0.1,mm,4,±0.09,mm,55,N,字符型,产品包装与自动化协会,https://www.packagingautomation.org,,
六轴机械手,新松机器人,0.07,mm,6,±0.02,mm,85,N,字符型,中国机器人行业协会,https://www.cria.org.cn,,
服务机器人,教育辅助机器人,0.6,mm,4,±0.4,mm,18,N,字符型,国际教育机器人研究机构,https://www.edurobotics.org,,
特种机器人,灾难救援机器人,2.5,mm,5,±1.5,mm,120,N,字符型,国际灾害管理协会,https://www.dm.org,,
并联机械手,战斗机器人,0.03,mm,3,±0.02,mm,60,N,字符型,国际机器人博览会,https://www.robotex.com,,
服务机器人,智能陪伴机器人,0.6,mm,6,±0.3,mm,25,N,字符型,中国人工智能产业发展联盟,https://www.caai.cn,,
并联机械手,高速synchron机器人,0.2,mm,6,±0.05,mm,60,N,字符型,欧洲机器人技术协会,https://www.eurobotics.eu,,
特种机器人,水下探测无人机,2.0,mm,5,±1.0,mm,85,N,字符型,国际深海探测协会,https://www.issdc.com,,
六轴机械手,Fanuc M-20iA,0.15,mm,6,±0.03,mm,50,N,字符型,日本机器人产业协会,https://www.jara.or.jp,,
SCARA机器人,Epson SCARA,0.2,mm,4,±0.2,mm,30,N,字符型,全球自动化技术协会,https://www.gattonline.org,,
服务机器人,智能搬运机器人,0.5,mm,5,±0.2,mm,45,N,字符型,中国物流与采购联合会,https://www.chinapurchasing.com,,
特种机器人,矿用遥控机器人,1.2,mm,4,±0.7,mm,75,N,字符型,中国矿业联合会,https://www.cmm.org.cn,,
并联机械手,Puma 260,0.1,mm,6,±0.04,mm,40,N,字符型,美国机械工程师协会,https://www.asme.org,,
六轴机械手,ABB IRB 6700,0.08,mm,6,±0.02,mm,65,N,字符型,瑞士电气与机械协会,https://www.swissengineering.ch,,
SCARA机器人,Omron SCARA,0.4,mm,4,±0.16,mm,55,N,字符型,日本电气工程协会,https://www.jema-net.or.jp,,
服务机器人,智能家居助手,0.7,mm,5,±0.35,mm,20,N,字符型,全球家用机器人研究机构,https://www.home-robotics.org,,
特种机器人,搜救无人机,1.0,mm,4,±0.4,mm,90,N,字符型,国际救援机器人协会,https://www.rescuebot.org,,
并联机械手,KUKA LBR iiwa,0.15,mm,7,±0.05,mm,30,N,字符型,德国机器人产业协会,https://www.vdma.org,,
六轴机械手,Mitsubishi RV-6SL,0.1,mm,6,±0.03,mm,75,N,字符型,日本自动化与电气工程协会,https://www.jma.org.jp,,
SCARA机器人,GSK SCARA,0.3,mm,4,±0.15,mm,33,N,字符型,中国机器人产业协会,https://www.cris.org.cn,,
服务机器人,餐饮服务机器人,1.2,mm,6,±0.5,mm,40,N,字符型,中国餐饮机器人委员会,https://www.chinarestauranrobot.org,,
服务机器人,护理机器人,0.5,mm,6,±0.2,mm,25,N,字符型,中国医疗科技协会,https://www.cmta.org.cn,,
特种机器人,消防救援机器人,1.2,mm,5,±0.6,mm,85,N,字符型,国家应急管理部,https://www.mem.gov.cn,,
并联机械手,高性能许特机器人,0.4,mm,3,±0.1,mm,50,N,字符型,智能制造研究院,https://www.ims.org,,
SCARA机器人,安川SCARA,0.15,mm,4,±0.08,mm,30,N,字符型,机器人行业协会,https://www.roboma.org,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.03,mm,60,N,字符型,国际机器人联合会,https://www.ifr.org,,
服务机器人,送餐机器人,0.7,mm,5,±0.3,mm,20,N,字符型,中国餐饮机器人协会,https://www.crra.org.cn,,
特种机器人,水下机器人,2.0,mm,6,±0.7,mm,90,N,字符型,国家海洋局,https://www.soa.gov.cn,,
并联机械手,三维打印机器人,0.2,mm,3,±0.05,mm,45,N,字符型,中国3D打印技术协会,https://www.c3dpa.org.cn,,
SCARA机器人,发那科SCARA,0.05,mm,4,±0.02,mm,25,N,字符型,发那科机器人官网,https://www.fanuc.co.jp,,
六轴机械手,Universal Robots UR5,0.1,mm,6,±0.04,mm,55,N,字符型,国际机械手协会,https://www.uri.org,,
服务机器人,家务清洁机器人,0.6,mm,5,±0.3,mm,15,N,字符型,中国智能家居专委会,https://www.cihg.org.cn,,
特种机器人,农业无人机,1.8,mm,4,±0.9,mm,75,N,字符型,中国农业部,https://www.moa.gov.cn,,
并联机械手,装配线机器人,0.25,mm,3,±0.1,mm,65,N,字符型,汽车工业协会,https://www.autoindustry.org.cn,,
SCARA机器人,Mitsubishi SCARA,0.08,mm,4,±0.06,mm,40,N,字符型,三菱电机官网,https://www.mitsubishielectric.com,,
六轴机械手,YASKAWA GP系列,0.2,mm,6,±0.02,mm,35,N,字符型,日本机器人协会,https://www.jara.org,,
