登记号（字符型）,育种技术名称（字符型）,育种技术类型（字符型）,试验状态（字符型）,试验分期（字符型）,试验分类（字符型）,申办者单位（字符型）,试验机构（字符型）,登记日期（日期型）,试验开始时间（日期型）,试验终止时间（日期型）,最新状态日期（日期型）,规范企业名称（字符型）,申报类型（字符型）,规范企业名称（字符型）.1,采集来源,来源链接,采集时间,备注,,,
MF035562,高产抗虫棉花育种技术,常规育种,已完成,第一阶段,初步试验,广西农科院,广西大学,2023/6/22,2023/7/1,2024/7/1,2024/6/5,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西省农业农村厅,https://www.gxagri.gov.cn/,,,,,
MF778092,抗病性花椰菜育种技术,转基因育种,正在进行,第二阶段,区域试验,四川省农科院,四川农业大学,2023/8/10,2023/9/1,2024/9/1,2024/8/1,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scagri.gov.cn/,,,,,
MF996253,节水抗旱小麦育种技术,常规育种,已完成,第三阶段,大田试验,黑龙江省农科院,黑龙江八一农垦大学,2023/9/12,2023/10/1,2024/10/1,2024/9/1,黑龙江良种科技有限公司,新品种审定申请,黑龙江良种科技有限公司,黑龙江省农业农村厅,https://www.hljagri.gov.cn/,,,,,
MF635142,营养强化甘薯育种技术,转基因育种,正在进行,第一阶段,初步试验,福建省农科院,福建农林大学,2023/10/5,2023/11/1,2024/11/1,2024/10/15,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fjagri.gov.cn/,,,,,
MF030481,抗虫抗病辣椒育种技术,常规育种,已完成,第二阶段,区域试验,云南省农科院,云南农业大学,2023/11/1,2023/12/1,2024/12/1,2024/11/1,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.ynagri.gov.cn/,,,,,
MF035562,抗病高产蔬菜育种技术,转基因育种,正在进行,第一阶段,初步试验,湖北省农科院,武汉大学,2023/12/10,2024/1/1,2025/1/1,2024/12/1,湖北良种科技有限公司,新品种审定申请,湖北良种科技有限公司,湖北省农业农村厅,https://www.hbagr.gov.cn/,,,,,
MF778092,营养强化小麦育种技术,常规育种,正在进行,第一阶段,初步试验,河北省农科院,石家庄学院,2023/8/10,2023/9/1,2024/9/1,2024/8/1,河北益农生物科技有限公司,新品种审定申请,河北益农生物科技有限公司,河北省农业农村厅,https://www.hebnc.gov.cn/,,,,,
MF996253,耐涝水稻育种技术,转基因育种,已完成,第二阶段,区域试验,广西农科院,广西大学,2023/9/12,2023/10/1,2024/10/1,2024/9/15,广西丰禾生物科技有限公司,新品种审定申请,广西丰禾生物科技有限公司,广西省农业农村厅,https://www.gxnc.gov.cn/,,,,,
MF030490,丰产葡萄育种技术,常规育种,正在进行,第三阶段,大田试验,宁夏农业科学院,宁夏大学,2023/10/5,2023/11/1,2024/11/1,2024/10/1,宁夏和丰科技有限公司,新品种审定申请,宁夏和丰科技有限公司,宁夏回族自治区农业厅,https://www.nxagri.gov.cn/,,,,,
MF737405,耐盐碱水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,辽宁省农科院,沈阳农业大学,2023/6/20,2023/7/1,2024/7/1,2024/6/1,辽宁万源生物科技有限公司,新品种审定申请,辽宁万源生物科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/,,,,,
MF035586,高粱高产育种技术,常规育种,已完成,第二阶段,区域试验,四川省农科院,四川农业大学,2023/5/15,2023/6/1,2024/6/1,2024/5/15,四川优良种子科技有限公司,新品种审定申请,四川优良种子科技有限公司,四川省农业农村厅,https://www.scagri.gov.cn/,,,,,
MF779985,增强抗逆性玉米育种技术,转基因育种,正在进行,第三阶段,大田试验,陕西省农科院,西北农林科技大学,2023/11/5,2023/12/1,2024/12/1,2024/11/1,陕西省种子科技有限公司,新品种审定申请,陕西省种子科技有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/,,,,,
MF658312,耐寒大豆育种技术,常规育种,已完成,第二阶段,区域试验,黑龙江省农业科学院,黑龙江大学,2023/1/20,2023/2/1,2024/2/1,2024/1/20,黑龙江优质农品科技有限公司,新品种审定申请,黑龙江优质农品科技有限公司,黑龙江省农业农村厅,https://www.hl.gov.cn/,,,,,
MF996253,高糖甜菜育种技术,转基因育种,正在进行,第三阶段,大田试验,吉林省农科院,吉林农业大学,2023/4/25,2023/5/1,2024/5/1,2024/4/1,吉林新农科技有限公司,新品种审定申请,吉林新农科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/,,,,,
MF996253,增强适应性马铃薯育种技术,常规育种,已完成,第二阶段,区域试验,新疆农科院,新疆农业大学,2023/2/14,2023/3/1,2024/3/1,2024/2/1,新疆优良作物科技有限公司,新品种审定申请,新疆优良作物科技有限公司,新疆维吾尔自治区农业厅,https://www.xinjiang.gov.cn/,,,,,
MF996253,超级耐盐水稻育种技术,转基因育种,正在进行,第一阶段,大田试验,辽宁省农业科学院,沈阳农业大学,2023/8/15,2023/9/1,2024/9/1,2024/8/1,辽宁海洋生物技术有限公司,新品种审定申请,辽宁海洋生物技术有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/agriculture,,,,,
MF996253,高效糖尿病耐病小麦育种技术,常规育种,已完成,第二阶段,区域试验,吉林省农科院,长春农业大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,吉林优质农产品科技有限公司,新品种审定申请,吉林优质农产品科技有限公司,吉林省农业农村厅,https://www.jilin.gov.cn/agriculture,,,,,
MF779985,耐旱耐寒蔬菜育种技术,转基因育种,正在进行,第一阶段,大田试验,甘肃省农科院,兰州农业大学,2023/9/1,2023/9/15,2024/9/15,2024/8/15,甘肃农业科技有限公司,新品种审定申请,甘肃农业科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/agriculture,,,,,
MF779985,高产抗病紫花苜蓿育种技术,转基因育种,正在进行,第二阶段,区域试验,新疆农业科学院,新疆农科大学,2023/10/5,2023/10/20,2024/10/20,2024/9/20,新疆佳禾生物科技有限公司,新品种审定申请,新疆佳禾生物科技有限公司,新疆维吾尔自治区农业厅,https://www.xinjiang.gov.cn/agriculture,,,,,
MF778092,防涝小麦育种技术,常规育种,已完成,第三阶段,区域试验,重庆市农科院,重庆文理学院,2023/11/20,2023/12/1,2024/12/1,2024/11/1,重庆良种科技公司,新品种审定申请,重庆良种科技公司,重庆市农业农村厅,https://www.cq.gov.cn/agriculture,,,,,
MF778092,抗逆能力紫甘蓝育种技术,常规育种,正在进行,第二阶段,初步试验,四川省农科院,成都农业大学,2023/10/18,2023/11/1,2024/11/1,2024/10/1,四川丰源生物科技有限公司,新品种审定申请,四川丰源生物科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/agriculture,,,,,
MF778092,抗旱马铃薯育种技术,转基因育种,已完成,第一阶段,初步试验,湖北省农科院,武汉农业大学,2023/12/5,2023/12/15,2024/12/15,2024/11/15,湖北优质农产品公司,新品种审定申请,湖北优质农产品公司,湖北省农业农村厅,https://www.hubei.gov.cn/agriculture,,,,,
MF778092,耐虫害辣椒育种技术,常规育种,正在进行,第三阶段,区域试验,陕西省农科院,西安农业大学,2023/10/30,2023/11/15,2024/11/15,2024/10/15,陕西鑫农科技有限公司,新品种审定申请,陕西鑫农科技有限公司,陕西省农业农村厅,https://www.shanxi.gov.cn/agriculture,,,,,
MF737405,高抗性草莓育种技术,转基因育种,正在进行,第一阶段,初步试验,浙江省农科院,杭州农业大学,2023/11/5,2023/11/20,2024/11/20,2024/10/20,浙江特色农产品有限公司,新品种审定申请,浙江特色农产品有限公司,浙江省农业农村厅,https://www.zj.gov.cn/agriculture,,,,,
MF737405,超级红薯育种技术,常规育种,正在进行,第一阶段,初步试验,广西农业科学院,广西大学,2023/10/10,2023/11/1,2024/11/1,2024/10/1,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西省农业农村厅,https://www.gxzz.gov.cn/,,,,,
MF658312,耐盐玉米育种技术,转基因育种,已完成,第三阶段,大田试验,海南省农科院,海南大学,2023/8/15,2023/9/1,2024/9/1,2024/8/1,海南良种科技有限公司,新品种审定申请,海南良种科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/,,,,,
MF658312,双抗大豆育种技术,转基因育种,正在进行,第二阶段,区域试验,吉林省农科院,吉林农业大学,2023/6/10,2023/7/1,2024/7/1,2024/6/1,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/,,,,,
MF635142,高产红辣椒育种技术,常规育种,已完成,第一阶段,初步试验,四川省农科院,四川农业大学,2023/7/30,2023/8/15,2024/8/15,2024/7/1,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,,,,,
MF030481,低温耐受蔬菜育种技术,转基因育种,正在进行,第三阶段,大田试验,黑龙江省农科院,黑龙江大学,2023/9/15,2023/10/1,2024/10/1,2024/9/1,黑龙江良种科技有限公司,新品种审定申请,黑龙江良种科技有限公司,黑龙江省农业农村厅,https://www.hlj.gov.cn/,,,,,
MF035562,抗病番茄育种技术,常规育种,已完成,第二阶段,区域试验,辽宁省农科院,辽宁大学,2023/1/20,2023/2/10,2024/2/10,2024/1/15,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/,,,,,
MF778092,高糖甜瓜育种技术,常规育种,正在进行,第一阶段,初步试验,福建省农科院,福州大学,2023/2/14,2023/3/1,2024/3/1,2024/2/15,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fujian.gov.cn/,,,,,
MF996253,耐旱小米育种技术,常规育种,已完成,第二阶段,区域试验,云南省农科院,云南农业大学,2023/4/12,2023/5/1,2024/5/1,2024/4/1,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/,,,,,
MF635142,抗寒水稻育种技术,转基因育种,正在进行,第三阶段,大田试验,河北省农科院,河北农业大学,2023/11/1,2023/11/15,2024/11/15,2024/10/15,河北良种科技有限公司,新品种审定申请,河北良种科技有限公司,河北省农业农村厅,https://www.heb.gov.cn/,,,,,
MF030481,高酸蜂蜜柚子育种技术,常规育种,正在进行,第一阶段,初步试验,浙江省农科院,浙江大学,2023/10/5,2023/10/20,2024/10/20,2024/9/15,浙江良种科技有限公司,新品种审定申请,浙江良种科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,,,,,
MF035562,耐盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,江苏省农科院,南京农业大学,2023/2/20,2023/3/1,2024/3/1,2024/2/1,江南水稻科技有限公司,新品种审定申请,江南水稻科技有限公司,江苏省农业农村厅,https://www.jiangsu.gov.cn/,,,,,
MF778092,高效豆类育种技术,转基因育种,已完成,第二阶段,区内试验,浙江省农科院,浙江大学,2023/4/10,2023/5/1,2024/5/1,2024/4/1,浙江良种研发有限公司,新品种审定申请,浙江良种研发有限公司,浙江省农业农村厅,https://www.zjagri.gov.cn/,,,,,
MF996253,抗寒小麦育种技术,常规育种,正在进行,第一阶段,大田试验,吉林省农科院,吉林农业科技学院,2023/6/15,2023/7/1,2024/7/1,2024/6/15,吉林丰收种业有限公司,新品种审定申请,吉林丰收种业有限公司,吉林省农业农村厅,https://www.jilin.gov.cn/,,,,,
MF030490,抗旱红薯育种技术,转基因育种,已完成,第二阶段,区域试验,广西壮族自治区农科院,广西大学,2023/7/5,2023/8/1,2024/8/1,2024/7/1,南方红薯科技公司,新品种审定申请,南方红薯科技公司,广西省农业农村厅,https://www.gx.gov.cn/,,,,,
MF737405,优质玉米育种技术,常规育种,正在进行,第三阶段,大田试验,陕西省农科院,西北农林科技大学,2023/8/19,2023/9/1,2024/9/1,2024/8/1,西北良种科技有限公司,新品种审定申请,西北良种科技有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/,,,,,
MF035586,抗病毒水稻育种技术,转基因育种,已完成,第一阶段,区内试验,四川省农科院,四川农业大学,2023/9/30,2023/10/10,2024/10/10,2024/9/20,成都生物科技有限公司,新品种审定申请,成都生物科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,,,,,
MF779985,生态型大豆育种技术,常规育种,正在进行,第二阶段,初步试验,湖南省农科院,湖南农业大学,2023/10/1,2023/10/15,2024/10/15,2024/9/30,湖南良种贸易有限公司,新品种审定申请,湖南良种贸易有限公司,湖南省农业农村厅,https://www.hunan.gov.cn/,,,,,
MF658312,耐热小麦育种技术,转基因育种,已完成,第三阶段,区域试验,甘肃省农科院,甘肃农业大学,2023/11/10,2023/12/1,2024/12/1,2024/11/1,甘肃天行种业有限公司,新品种审定申请,甘肃天行种业有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/,,,,,
MF030481,优质水果育种技术,常规育种,正在进行,第二阶段,初步试验,云南省农科院,云南农业大学,2023/12/5,2023/12/15,2024/12/15,2024/11/30,云南温馨果业有限公司,新品种审定申请,云南温馨果业有限公司,云南省农业农村厅,https://www.yn.gov.cn/,,,,,
MF035562,抗逆境辣椒育种技术,常规育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023/8/10,2023/9/1,2024/9/1,2024/8/1,陕西辣椒生物科技有限公司,新品种审定申请,陕西辣椒生物科技有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/,,,,,
MF778092,高糖甜瓜育种技术,转基因育种,已完成,第二阶段,区域试验,河北省农科院,河北农业大学,2023/6/18,2023/7/1,2024/7/1,2024/6/1,河北甜果科技有限公司,新品种审定申请,河北甜果科技有限公司,河北省农业农村厅,https://www.heb.gov.cn/,,,,,
MF996253,抗盐水稻育种技术,常规育种,正在进行,第三阶段,大田试验,江苏省农科院,中国农业大学,2023/7/30,2023/8/10,2024/8/10,2024/7/1,江苏水稻科技有限公司,新品种审定申请,江苏水稻科技有限公司,江苏省农业农村厅,https://www.jiangsu.gov.cn/,,,,,
MF635142,抗病毒花卉育种技术,转基因育种,已完成,第一阶段,初步试验,云南省农科院,云南农业大学,2023/4/20,2023/5/1,2024/5/1,2024/4/1,云南花卉科技有限公司,新品种审定申请,云南花卉科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/,,,,,
MF030481,高效育种大豆技术,常规育种,正在进行,第二阶段,区域试验,辽宁省农科院,沈阳农业大学,2023/5/15,2023/6/1,2024/6/1,2024/5/1,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/,,,,,
MF035562,抗压饲料玉米育种技术,转基因育种,已完成,第三阶段,大田试验,四川省农科院,四川农业大学,2023/10/5,2023/11/1,2024/11/1,2024/10/1,四川饲料科技有限公司,新品种审定申请,四川饲料科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,,,,,
MF778092,智能化温室育种技术,常规育种,正在进行,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023/8/21,2023/9/1,2024/9/1,2024/8/15,浙江智能农业科技有限公司,新品种审定申请,浙江智能农业科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,,,,,
MF996253,无公害水果育种技术,常规育种,已完成,第一阶段,初步试验,海南省农科院,海南热带农业大学,2023/9/15,2023/10/1,2024/10/1,2024/9/16,海南水果科技有限公司,新品种审定申请,海南水果科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/,,,,,
MF030490,智能灌溉小麦育种技术,转基因育种,正在进行,第三阶段,大田试验,吉林省农科院,吉林农业大学,2023/11/10,2023/12/1,2024/12/1,2024/11/1,吉林农业科技有限公司,新品种审定申请,吉林农业科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/,,,,,
