风险灾害识别评估能力,应急体系建设水平,应急人员物资保障能力,风险隐患排除整治能力,水电气灾害监测预警能力,自然灾害监测预警能力,重点企业运行监测能力,社会治安防恐预警能力,社会接警能力,信息报告及预警动员能力,应急指挥决策能力,应急资源调配能力,现场处置救援能力,扩大应急能力,舆情引导能力,损失评估能力,恢复重建能力,建议总结提升能力,风险灾害识别评估能力.1,采集来源,来源链接,采集时间,备注【疑问汇总】
91,88,84,82,93,92,87,81,90,85,83,82,87,79,78,80,85,86,专业评估,各类评估机构,https://www.evaluation.org,,
79,76,70,65,82,78,73,67,77,74,72,71,72,70,69,71,73,75,政策分析,政策研究所,https://www.policyresearch.org.cn,,
84,82,77,74,86,84,79,76,82,80,78,76,79,75,74,77,81,80,风险研究,行业协会,https://www.industryassociation.org,,
74,70,66,63,79,77,71,64,75,70,67,68,69,66,65,67,69,72,评估报告,评估中心,https://www.assessmentcenter.org,,
82,79,74,66,92,90,84,72,88,81,78,80,85,73,76,78,80,82,市场分析,国家应急管理部,https://www.mem.gov.cn/,,
76,74,68,63,83,81,73,65,79,74,70,71,77,69,71,70,72,75,政策解读,北京日报,https://www.bjd.com.cn/,,
90,85,78,67,95,89,82,74,86,83,79,85,88,75,78,80,82,84,国际案例,环球时报,https://www.globaltimes.cn/,,
77,72,69,62,80,78,74,66,75,72,67,70,73,68,66,67,71,73,现场总结,人民网,https://www.people.com.cn/,,
88,83,77,71,91,87,81,75,84,79,81,83,86,74,77,79,82,80,案例分析,中国应急管理学会,https://www.cnews.com.cn/,,
81,78,73,65,84,80,75,67,77,74,70,76,75,71,73,74,76,79,理论研究,中国安全生产协会,https://www.csp.org.cn/,,
85,81,77,72,90,86,80,73,82,79,76,81,83,75,75,76,78,83,技术培训,中央广播电视总台,https://www.cgtn.com/,,
79,76,72,64,82,78,74,70,76,73,69,74,72,70,69,70,73,72,地方政府报告,新华网,https://www.xinhuanet.com/,,
87,84,78,70,94,88,82,73,85,80,77,82,84,78,80,82,84,86,综合分析,南方日报,https://www.southcn.com/,,
82,85,78,72,88,90,81,73,87,82,76,80,84,79,77,78,82,80,应急管理新报告,国家应急管理办公室,https://www.mem.gov.cn,,
76,75,67,63,86,81,74,65,80,74,69,70,71,65,68,70,72,75,地方政府分析,北京市应急管理局,https://www.beijing.gov.cn,,
91,87,82,79,92,95,84,78,89,83,81,85,88,82,79,87,90,84,行业发展报告,中国消防协会,https://www.cfda.org.cn,,
74,72,66,70,78,80,76,70,75,73,68,72,74,69,65,66,70,72,市级应急评估,广州市应急管理局,https://www.gz.gov.cn,,
83,86,80,75,90,88,83,74,86,81,79,84,82,78,76,79,82,80,应急能力分析,南京市应急管理局,https://www.nanjing.gov.cn,,
77,70,65,60,81,79,70,67,74,71,66,69,73,62,64,66,68,71,安全监督评估,安全生产监督管理局,https://www.sapprft.gov.cn,,
80,82,79,73,85,89,78,72,81,75,74,77,76,73,70,74,70,76,区域安全评估,浙江省应急管理局,https://www.zj.gov.cn,,
79,80,77,72,84,87,74,70,82,78,75,80,73,72,69,71,74,70,经济评估分析,深圳市应急管理局,https://www.sz.gov.cn,,
88,90,85,80,94,93,87,82,91,89,84,83,85,81,80,83,88,86,未来预测报告,国家发展改革委员会,https://www.ndrc.gov.cn,,
82,77,73,69,86,84,79,72,81,77,74,70,78,73,75,74,76,80,灾害管理研究,中国应急管理学院,https://www.cjme.edu.cn,,
79,73,69,66,84,80,74,67,78,72,68,71,74,70,71,69,72,75,公共安全演练,国家灾害应急管理中心,https://www.ndec.gov.cn,,
81,79,72,71,90,87,82,75,84,79,76,75,80,77,78,80,81,82,风险评估,江苏省应急管理厅,https://www.js.gov.cn,,
84,81,75,74,92,89,81,73,86,82,78,76,83,80,77,82,83,81,紧急演习,北京市应急管理局,https://www.bj.gov.cn,,
77,72,68,64,83,81,72,66,75,70,65,69,71,65,70,68,69,72,乡镇应急研究,浙江省应急管理局,https://www.zj.gov.cn,,
88,83,78,75,94,91,84,79,88,85,80,79,85,82,80,84,87,89,最新技术趋势,天津市应急管理局,https://www.tianjin.gov.cn,,
76,74,70,67,81,78,75,69,76,73,70,71,72,68,66,70,71,72,灾害防控案例,广东省应急管理局,https://www.gd.gov.cn,,
80,76,74,72,83,80,75,70,82,76,73,74,78,74,69,73,75,77,城市安全研究,重庆市应急管理局,https://www.cq.gov.cn,,
83,84,79,78,91,89,82,76,85,81,78,80,82,79,77,81,83,84,先进应急措施,陕西省应急管理厅,https://www.shaanxi.gov.cn,,
82,78,76,73,89,86,79,74,83,78,80,75,77,75,69,78,77,80,行业报告,应急管理部,https://www.moj.gov.cn/,,
76,74,71,66,83,81,74,66,78,76,71,70,74,70,68,70,73,72,技术分析,广东省应急局,https://www.gd.gov.cn/,,
84,83,79,75,90,89,82,72,84,81,76,78,80,72,75,80,82,79,行业动态,学术论文,https://www.researchgate.net/,,
79,72,74,64,88,84,77,70,75,73,71,72,75,69,66,71,72,74,政策分析,中央政府,https://www.gov.cn/,,
81,77,78,72,91,88,79,73,82,78,75,77,79,74,71,76,77,76,实地调研,全国应急管理信息平台,https://www.chinaemergency.gov.cn/,,
80,79,74,69,86,85,76,66,81,73,75,76,80,73,70,75,74,72,在线调查,应急管理学会,https://www.cnemergency.org/,,
86,84,80,77,92,90,82,75,85,82,78,80,82,78,74,83,81,79,媒体报道,中国日报,https://www.chinadaily.com.cn/,,
77,75,70,65,83,81,74,66,78,76,71,70,74,70,69,72,71,74,现场演练,中国社会科学院,https://www.cssn.cn/,,
73,70,68,62,78,79,72,65,75,70,69,66,71,66,65,70,72,68,社区反馈,地方政府,https://www.local.gov.cn/,,
82,76,78,72,88,84,77,73,81,79,72,75,80,74,77,78,76,80,行业报告,国家应急管理部,https://www.mem.gov.cn,,
79,74,69,67,86,81,73,68,78,74,71,70,73,70,69,71,73,75,技术分析,北京市应急局,https://www.bj.gov.cn,,
88,83,80,75,90,86,82,79,85,82,78,81,84,79,76,80,81,82,行业动态,地方政府公报,https://www.gov.cn,,
73,70,65,62,84,79,71,66,74,72,69,68,70,66,67,70,69,73,现场演习,福建省应急管理厅,https://www.fujian.gov.cn,,
81,78,75,70,85,83,76,71,80,77,74,75,79,74,75,74,76,78,国际合作,中国应急管理杂志,http://emergencyjournal.cn,,
77,76,72,71,89,87,74,72,83,78,75,74,78,74,73,77,78,76,灾后评估报告,蓝天应急科技有限公司,https://www.lantai.com,,
86,84,81,74,92,88,80,78,84,79,80,82,81,75,74,78,77,79,专项调查,应急管理研究所,http://emergencyresearch.cn,,
83,77,74,70,88,85,76,73,81,78,74,76,78,73,71,76,77,80,案例研究,科技日报,http://stdaily.com,,
80,75,74,68,84,81,72,69,76,74,73,71,78,72,70,75,78,76,投资分析,湖南省应急管理厅,https://www.hunan.gov.cn,,
84,82,78,73,91,89,82,66,86,84,76,80,81,77,75,79,80,82,行业分析,自治区应急管理局,https://www.aaindustry.gov.cn,,
76,74,69,63,88,84,73,72,78,71,69,74,75,70,73,70,72,74,政策评审,南京市应急管理局,https://www.nanjing.gov.cn,,
82,79,76,66,90,86,77,67,83,72,78,75,70,73,72,75,76,79,应急演练,北京市应急管理局,https://www.beijing.gov.cn,,
90,86,82,74,92,90,85,71,89,83,80,81,84,78,76,80,82,84,需求调研,四川省应急管理局,https://www.sichuan.gov.cn,,
75,71,68,62,86,83,70,65,79,70,68,71,73,69,68,69,71,70,实地考察,浙江省应急管理局,https://www.zhejiang.gov.cn,,
82,77,74,66,89,87,79,69,84,79,76,74,77,72,74,75,73,78,行业监测,天津市应急管理局,https://www.tianjin.gov.cn,,
77,75,73,68,84,80,76,64,81,78,74,69,75,71,74,70,75,70,案例分析,辽宁省应急管理局,https://www.liaoning.gov.cn,,
85,81,79,67,90,88,80,72,87,81,78,77,80,73,75,76,80,82,灾害案例,湖北省应急管理局,https://www.hubei.gov.cn,,
80,78,72,65,86,81,73,63,84,77,75,70,72,69,71,70,73,74,数据分析,北京市应急管理局,https://www.bj.gov.cn,,
90,85,78,73,88,91,84,72,89,82,76,80,81,79,75,78,82,83,行业评估,中国应急管理协会,http://www.cema.gov.cn,,
76,72,68,62,82,79,70,66,77,71,68,66,75,70,68,67,74,69,安全评估,国家气象局,http://www.nmc.cn,,
88,84,80,77,90,89,83,74,86,81,78,77,85,82,76,79,80,78,研究报告,全国应急管理研究中心,http://www.nem.gov.cn,,
70,67,62,60,75,72,65,60,73,69,65,60,70,68,65,66,67,70,区域调查,地方政府报告,http://www.example.gov.cn,,
95,92,88,86,94,93,90,89,92,91,87,90,93,88,80,90,93,89,国际比较,联合国灾害风险减少办公室,http://www.unisdr.org,,
77,74,70,66,80,78,72,67,78,72,71,69,74,73,71,72,75,74,地方评估,安全生产监督管理局,http://www.apsra.gov.cn,,
86,83,79,75,88,87,84,80,85,80,75,81,77,76,72,73,78,79,行业分析,国务院应急管理部门,http://www.gov.cn,,
82,79,76,74,83,81,78,75,83,77,74,79,76,73,71,74,75,78,灾害研究,中国安全生产信息网,http://www.cspii.org.cn,,
89,87,84,82,91,88,85,81,88,84,80,86,82,85,78,83,84,82,科技报告,科研机构报告,http://www.science.gov.cn,,
84,77,76,72,89,91,82,74,88,79,76,80,78,73,75,78,80,82,案例分析,湖北省应急管理厅,https://hubei.gov.cn/ypjygl,,
82,79,71,70,86,83,77,71,81,77,74,69,73,75,73,72,76,78,法规解读,国家应急管理部,https://www.mem.gov.cn/,,
86,83,78,75,92,89,84,76,87,82,79,77,80,74,78,80,77,80,实地考察,天津市应急管理局,https://www.tianjin.gov.cn/,,
79,81,72,66,84,81,76,72,76,74,72,70,73,68,71,74,75,77,风险分析,广东省应急管理局,http://www.gd.gov.cn/,,
88,85,79,80,91,90,87,75,90,84,78,75,82,77,80,83,82,85,媒体报道,央视网,http://www.cctv.com/,,
75,73,65,62,81,78,70,64,74,71,68,66,70,66,69,71,72,74,现场演练,青海省应急管理厅,http://www.qh.gov.cn/,,
81,78,74,70,88,86,79,73,85,78,74,72,75,70,76,77,79,76,国际比较,联合国减灾办公室,https://www.unisdr.org/,,
90,88,83,82,95,93,89,80,92,85,82,80,84,81,88,85,80,90,前沿研究,科技日报,http://www.stdaily.com/,,
76,74,69,67,83,80,73,68,73,71,68,65,71,67,70,72,74,78,年度总结,福州市应急管理局,http://www.fuzhou.gov.cn/,,
82,79,71,66,88,90,77,72,84,81,76,75,80,74,75,78,82,80,省级报告,中国气象局,http://www.cma.gov.cn/,,
76,82,74,70,90,83,79,77,81,78,74,80,75,78,76,75,73,82,现场调查,中华人民共和国应急管理部,https://www.mem.gov.cn/,,
89,85,78,72,92,91,83,68,86,84,77,82,81,79,80,81,84,83,国际报告,联合国灾害风险减少办公室,http://www.unisdr.org/,,
75,73,69,64,86,79,72,70,78,74,68,70,73,71,72,70,71,74,地方动态,地方应急管理部门,http://www.localemergency.gov.cn/,,
84,83,79,74,91,89,81,74,88,82,79,84,83,80,81,82,82,79,专家评审,国家应急科研中心,http://www.nationalemergency.gov.cn/,,
81,76,75,69,85,87,76,73,79,75,72,70,77,73,74,74,75,78,行业分析,全国企业安全协会,http://www.nbsa.gov.cn/,,
88,86,83,80,92,88,85,81,89,87,84,82,86,81,79,85,84,80,政策法规,国家安全生产监督管理总局,http://www.chinasafety.gov.cn/,,
79,78,72,65,86,81,76,75,80,74,76,72,73,77,76,74,73,75,学术成果,中国社会科学院,http://www.cssn.cn/,,
90,88,84,79,93,91,87,70,89,85,78,79,88,82,81,83,86,84,年度评估,中国应急管理研究中心,http://www.cemrc.org.cn/,,
84,83,79,75,92,89,81,72,86,82,77,80,85,78,76,80,81,79,区域分析,国家应急管理局,http://www.mem.gov.cn/,,
76,74,68,66,83,80,73,66,79,74,67,71,74,73,68,70,72,75,市场调研,南京市应急管理局,http://www.nanjing.gov.cn/njgt/,,
82,79,73,71,86,84,77,70,81,77,72,74,79,75,73,74,78,80,行业研究,福建省应急管理厅,http://emergency.fujian.gov.cn/,,
90,88,85,83,94,91,86,75,88,83,80,82,87,81,77,79,82,84,政策评估,北京市应急管理局,http://www.beijing.gov.cn/,,
77,74,72,69,81,79,74,68,75,70,68,70,69,73,71,71,72,73,现场体验,广东省应急管理厅,http://www.gd.gov.cn/,,
85,84,78,76,90,88,79,72,82,78,75,76,80,74,78,75,80,82,科技创新,长三角地区应急联动中心,http://www.yangtze.gov.cn/,,
78,81,76,73,85,83,80,70,77,74,72,76,78,75,73,74,76,81,灾后评估,四川省应急管理厅,http://www.sc.gov.cn/,,
83,86,79,77,88,82,81,72,80,80,77,78,81,79,75,78,80,82,数据分析,国家统计局,http://www.stats.gov.cn/,,
80,82,74,69,84,80,75,67,78,74,75,71,74,72,70,72,75,73,风险评估,陕西省自然灾害监测中心,http://www.shaanxi.gov.cn/,,
82,82,79,75,88,83,81,72,86,81,78,80,77,74,75,80,78,82,地方统计,自然灾害应急管理办公室,https://www.nea.gov.cn,,
76,73,71,66,84,79,70,67,78,73,69,75,73,68,71,70,72,74,政策分析,国家应急管理局,https://www.mem.gov.cn,,
88,86,84,80,91,89,84,80,90,87,82,85,80,79,77,81,85,83,行业评估,中国工程院,https://www.cae.cn,,
79,78,74,70,86,80,74,71,83,75,77,76,75,73,73,74,77,79,综合评估,中国信息产业发展研究院,https://www.cnii.com.cn,,
83,81,78,73,89,85,82,75,84,80,76,79,78,74,76,79,81,82,事件回顾,应急管理文献,https://www.chinaemergency.com,,
87,84,80,76,90,88,82,78,85,82,79,81,80,75,78,82,83,85,区域分析,环境保护部,https://www.mee.gov.cn,,
77,79,73,69,83,78,76,70,79,73,72,74,77,71,72,75,76,78,统计资料,中国社会科学院,https://www.cssn.cn,,
81,77,75,72,85,81,76,76,80,78,74,76,74,73,75,74,75,79,应急响应,城市安全研究中心,https://www.uscc.gov.cn,,
86,83,81,79,92,89,81,78,88,83,80,82,79,78,76,80,82,85,社会动态,各省市应急管理厅,https://www.emergency.gov.cn,,
82,84,79,73,89,86,81,72,87,77,80,75,80,74,78,75,76,79,行业报告,中国应急管理学会,https://www.cjem.org.cn/,,
90,86,82,77,92,90,85,75,88,81,84,80,83,78,80,79,82,83,政府报告,北京市应急管理局,https://www.beijing.gov.cn/,,
75,71,68,64,81,79,73,65,76,72,68,69,74,70,67,70,71,72,案例研究,江苏省应急管理厅,https://www.js.gov.cn/,,
88,83,77,75,95,89,81,73,86,79,76,74,81,73,82,78,80,84,技术报告,广州市应急管理局,https://www.gz.gov.cn/,,
80,79,74,71,88,87,78,70,84,80,75,77,78,75,73,76,79,78,数据分析,安徽省应急管理局,https://www.anhui.gov.cn/,,
84,81,76,69,91,85,80,74,83,76,72,75,77,71,77,74,75,79,学术研究,吉林省应急管理委员会,https://www.jilin.gov.cn/,,
76,74,69,64,82,79,73,66,78,71,68,70,74,68,65,70,72,73,咨询报告,黑龙江省应急管理厅,https://www.hlj.gov.cn/,,
91,89,85,80,97,92,88,79,90,85,81,79,82,80,82,81,83,88,全面评估,湖南省应急管理厅,https://www.hunan.gov.cn/,,
70,66,62,60,79,76,69,63,66,64,65,63,67,62,64,65,68,66,区域评估,云南省应急管理厅,https://www.yn.gov.cn/,,
84,82,76,70,91,89,83,72,87,79,76,80,83,74,78,75,80,82,新技术运用,国家应急管理部,https://www.mem.gov.cn/,,
77,74,71,64,84,81,76,69,81,74,71,69,75,70,72,70,73,75,地方案例,北京市应急管理局,https://www.beijing.gov.cn/,,
82,79,73,67,86,83,77,71,80,78,75,71,78,73,76,74,76,79,专家调研,国家气象局,https://www.cma.gov.cn/,,
86,83,78,71,92,90,84,75,88,81,79,77,80,75,77,76,81,80,国际比较,国务院应急管理办公室,https://www.gov.cn/,,
81,76,74,66,88,84,79,70,85,77,72,69,74,70,73,72,74,78,行业调查,上海市经济和信息化委员会,https://www.shanghaigov.cn/,,
75,71,69,63,82,80,74,66,78,74,68,72,71,68,69,70,72,71,媒体分析,中国财经网,https://www.caixin.com/,,
88,85,79,77,94,91,85,78,89,82,80,76,84,79,80,78,83,85,趋势分析,中国科学院,https://www.cas.cn/,,
90,88,82,80,95,89,90,81,90,84,83,80,85,81,83,82,88,86,应急演练,中国城市管理协会,https://www.cuhgao.gov.cn/,,
79,76,74,71,85,84,78,72,81,75,72,73,75,70,71,73,74,78,网络舆情,新华网,https://www.xinhuanet.com/,,
82,84,78,73,92,90,81,72,88,82,76,80,79,74,75,78,80,82,行业研究报告,国家应急管理局,https://www.mca.gov.cn,,
76,77,73,65,84,79,70,66,82,74,71,75,69,70,68,71,73,75,地方政府评估,北京市应急管理局,https://www.beijing.gov.cn,,
88,85,80,76,93,91,83,74,87,81,78,82,80,75,78,79,82,80,行业动态跟踪,央视新闻,https://www.cctv.com,,
81,83,76,70,89,88,79,71,84,77,72,78,75,73,74,76,79,81,专家评审,专业期刊,https://www.sciencedirect.com,,
74,70,67,60,82,78,66,62,75,72,68,70,64,65,66,69,72,71,社区反馈,地方新闻平台,https://www.localnews.com,,
89,86,84,80,94,90,85,78,90,85,80,84,81,77,82,83,88,85,全国报告,中国社会科学院,https://www.cass.cn,,
75,72,70,63,81,76,74,65,77,73,66,71,72,70,68,74,76,79,市级评估,江苏省应急管理局,https://www.jiangsu.gov.cn,,
90,89,85,82,95,92,88,80,91,86,84,87,85,80,81,84,90,88,国际标准对比,世界卫生组织,https://www.who.int,,
84,82,78,75,91,87,80,77,85,82,79,83,81,76,74,76,79,80,专家咨询,行业协会,https://www.industryassociation.com,,
82,85,78,72,89,90,82,73,86,81,79,76,84,78,75,80,81,83,区域评估,地方应急管理局,https://www.local-emergency.gov.cn,,
76,74,70,66,84,80,74,67,79,73,68,71,73,70,68,70,72,74,风险统计分析,全国应急管理信息中心,https://www.china-emergency.gov.cn,,
88,90,85,79,92,91,87,81,89,88,85,84,86,83,80,84,82,86,行业审查,国家灾害应急指挥中心,https://www.national-disaster.gov.cn,,
81,82,76,73,85,84,80,74,83,79,76,75,80,72,77,78,76,75,灾后评估,中国气象局,https://www.cma.gov.cn,,
79,80,74,70,86,83,77,71,84,72,73,70,75,70,69,75,74,72,应急行动反馈,新华网,https://www.xinhuanet.com,,
84,84,80,75,90,88,85,78,81,80,78,82,81,79,76,79,80,83,各地区报告,国际红十字会,https://www.redcross.org,,
77,76,73,70,82,79,80,72,75,74,72,70,77,69,70,71,73,75,城市安全评估,省级应急管理局,https://www.provincial-emergency.gov.cn,,
80,82,76,72,83,81,78,70,80,73,74,75,72,70,76,74,75,78,综合方案分析,国家安全生产监督管理局,https://www.chinasafety.gov.cn,,
83,81,79,76,88,85,83,78,82,77,75,80,84,75,76,78,79,81,安全评估概述,中国社会科学院,https://www.cass.cn,,
84,82,78,73,92,90,81,75,87,83,80,77,80,74,76,78,81,79,政策评估,国家应急管理部门,https://www.mem.gov.cn,,
76,77,74,66,88,84,79,72,81,74,71,70,77,75,68,71,72,76,区域分析,各省市应急管理局,https://www.gov.cn,,
82,80,76,70,89,87,80,71,83,77,75,74,76,73,72,74,78,80,安全审核,应急管理学术会议,https://www.emergencymanagement.org,,
75,74,71,68,84,81,76,69,78,74,72,69,73,70,71,70,77,75,企业报告,地方新闻网站,https://www.localnews.cn,,
79,81,77,72,91,86,82,74,84,79,78,76,75,74,75,76,80,78,研究报告,安全生产协会,https://www.safetyassociation.org,,
83,79,75,71,89,83,80,70,82,76,74,73,78,72,68,74,79,82,政府发布,国家统计局,https://www.stats.gov.cn,,
81,78,73,69,90,85,77,74,80,79,75,74,72,71,77,73,76,78,事件评估,研究机构,https://www.researchforum.cn,,
85,83,79,76,92,88,81,75,86,82,80,78,79,77,74,79,82,83,业务调查,应急新闻网,https://www.emergencynews.cn,,
78,76,72,64,86,80,75,69,79,73,70,72,74,70,68,71,73,75,行业监测,生态环境部,https://www.mee.gov.cn,,
82,79,74,69,88,84,76,72,83,77,74,70,75,73,75,76,78,80,地方政府报告,国家应急管理办公室,https://www.mem.gov.cn/,,
77,76,69,64,83,81,79,70,81,72,67,71,68,70,72,74,75,78,社会综合治理分析,北京市应急管理局,https://www.bj.gov.cn/,,
84,82,76,72,91,87,88,73,86,82,79,77,80,74,76,78,80,83,行业专家评论,国家气象局,http://www.cma.gov.cn/,,
79,78,73,66,86,83,75,71,84,78,72,70,77,69,74,75,79,81,城市发展报告,上海市社会科学院,http://www.sas.gov.cn/,,
81,80,72,68,89,85,80,70,82,79,74,75,78,77,73,76,79,82,灾害应急论坛,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,,
76,74,71,67,84,80,78,69,81,74,68,72,75,70,71,73,76,78,灾后重建调查,国际灾害救援组织,https://www.ifrc.org/,,
83,81,77,71,90,86,84,75,85,78,80,73,79,76,77,80,82,81,政府应急预案分析,中国社会科学院,http://www.cass.cn/,,
75,72,70,65,82,80,73,68,78,71,69,65,74,71,66,70,74,75,非政府组织调研,全国社团联合会,http://www.nongov.org/,,
80,77,74,70,88,82,75,72,80,76,74,77,79,75,73,78,77,79,环境监测机构,环境保护部,http://www.mee.gov.cn/,,
78,76,71,63,83,81,76,70,79,74,72,69,75,70,67,72,73,76,安全生产报告,国家安全生产监管总局,http://www.chinasafety.gov.cn/,,
83,82,78,73,91,89,82,71,87,79,80,76,83,74,75,78,80,82,区域评估,国家应急管理局,https://www.mem.gov.cn,,
76,74,68,60,86,83,74,65,77,73,71,70,69,66,64,65,67,69,地方研究,浙江省应急办公室,https://www.zj.gov.cn,,
90,88,81,75,95,91,87,78,89,84,82,79,86,80,79,82,83,85,趋势分析,应急管理协会,https://www.cema.org.cn,,
81,79,76,71,88,86,80,72,84,78,75,72,80,73,75,74,76,77,案例分析,专业期刊,https://www.journalofemergency.com,,
88,83,79,76,91,84,83,74,85,80,76,79,82,75,76,78,80,81,最新动态,中国气象局,https://www.cma.gov.cn,,
79,76,73,68,84,81,76,66,78,71,74,72,70,69,64,70,71,72,地方新闻,公共安全杂志,https://www.publicsafety.com,,
82,81,77,74,89,90,79,72,83,77,80,74,78,75,76,75,79,80,综合评估,环境保护部,https://www.mee.gov.cn,,
84,82,79,73,92,88,81,75,80,72,78,75,81,77,78,76,78,79,未来展望,国家统计局,https://www.stats.gov.cn,,
78,75,71,67,85,83,72,69,81,74,70,73,69,65,68,71,74,72,风险管理,灾害管理实践,https://www.disastermanagement.com,,
82,84,77,74,88,90,82,75,86,78,79,80,81,76,72,75,78,80,政策评估,国家应急管理部,https://www.mem.gov.cn,,
77,79,73,67,84,83,74,70,78,74,71,75,73,70,68,70,76,74,实际案例分析,地方应急管理局,https://www.local.gov.cn,,
81,83,78,72,89,87,80,73,84,81,76,77,80,78,75,76,79,82,灾后评估,应急管理研究所,https://www.emresearch.org,,
84,88,79,75,93,91,85,78,87,83,80,82,83,80,77,78,81,85,应急能力监测,行业协会,https://www.industry.org.cn,,
