考核原则,评价标准,SO2排放量,NOx排放量,生活污水COD排放量,矿井水COD排放量,污染物排放达标率,在线监测系统数据传输有效率,数据上报率,外排土场排放到界区域整形覆土率,权重,计算模型,采集来源,来源链接,采集时间,备注【疑问汇总】
安全优先,应急演练次数,35,65,145,80,89%,0.94,96,0.84,0.18,演练效果模型,北京市应急管理局,https://www.beijing.gov.cn/,,
资源节约,水资源利用率,20,50,110,72,92%,0.95,95,0.88,0.25,综合资源管理模型,国家水资源管理中心,http://www.nwrc.gov.cn/,,
可持续发展,生态影响评估,18,40,150,95,90%,0.93,94,0.85,0.3,生态评估模型,生态环境研究院,http://www.ciee.org/,,
透明度优先,公众参与度,12,28,95,60,93%,0.98,99,0.91,0.23,透明度评估模型,国家行政学院,http://www.nsa.gov.cn/,,
创新导向,新技术应用率,22,38,140,88,95%,0.92,97,0.83,0.27,技术创新模型,上海科技大学,https://www.sht.edu.cn/,,
责任落实,企业责任感,28,46,135,78,96%,0.91,98,0.8,0.24,责任评估模型,全国工商联,http://www.acfic.org.cn/,,
节能优先,能源消耗效率,25,55,130,85,91%,0.96,100%,0.82,0.28,效率评估模型,国家能源局,http://www.nea.gov.cn,,
可持续发展,资源回收率,30,70,150,95,90%,0.94,98%,0.88,0.35,生命周期分析,环保部,http://www.mee.gov.cn,,
安全防控,事故响应速度,35,75,165,110,89%,0.97,99%,0.9,0.22,动态监测模型,北京市应急管理局,http://www.beijing.gov.cn,,
合规性优先,报告及时性,15,45,120,75,95%,0.99,97%,0.85,0.18,合规评估模型,广州市环境保护局,http://www.gz.gov.cn,,
技术创新,新技术应用率,28,62,135,90,93%,0.95,94%,0.86,0.25,技术评估模型,创新科技局,http://www.most.gov.cn,,
环境保护,生态影响评估,22,48,145,100,92%,0.93,98%,0.8,0.3,生态评估模型,环保组织,http://www.greenpeace.org,,
社会责任,公众满意度,34,65,155,95,91%,0.96,97%,0.83,0.29,社会反馈模型,社会调查机构,http://www.sociologytoday.org,,
质量控制,设施维护频率,10,40,110,70,96%,0.98,99%,0.89,0.16,维护管理模型,产业+科技研究院,http://www.industry.gov.cn,,
绿色转型,可再生能源使用,20,50,125,80,94%,0.94,100%,0.84,0.27,可再生能源评估,国家能源局,http://www.nea.gov.cn,,
绿色发展,可再生能源使用比例,25,55,120,85,91%,0.96,99%,0.88,0.35,综合评估模型,环保科技杂志,https://www.envirotechmagazine.com,,
安全生产,事故隐患排查率,35,90,150,110,89%,0.94,97%,0.8,0.4,分层评价模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn,,
低碳经济,温室气体排放减少率,15,40,130,70,92%,0.95,98%,0.85,0.3,动态调整模型,气候变化研究所,https://www.climatechange.org,,
法律合规,排放许可证持有率,12,45,100,80,93%,0.99,100%,0.9,0.2,合规性审查模型,法律法规研究中心,https://www.lawresearch.org,,
资源节约,水资源使用效率,27,65,170,95,90%,0.97,96%,0.82,0.25,效果评估模型,水资源管理局,https://www.wrm.org.cn,,
科技创新,技术更新频率,19,50,135,75,94%,0.95,99%,0.87,0.22,效率反馈模型,科技部,https://www.most.gov.cn,,
社会责任,公众满意度调查结果,28,58,145,90,90%,0.92,94%,0.84,0.3,社会影响评估模型,社会研究所,https://www.socialresearch.org,,
透明度,信息公开率,14,48,125,72,95%,0.97,100%,0.91,0.18,量化评估模型,信息公开办公室,https://www.transparency.gov.cn,,
国际标准,ISO认证通过率,13,52,110,78,96%,0.99,98%,0.92,0.27,ISO标准评估模型,国际标准化组织,https://www.iso.org,,
资源节约优先,能源消耗监测,45,90,170,110,93%,0.96,98%,0.85,0.28,生命周期评估,中国环境保护部,https://www.mee.gov.cn/,,
健康安全优先,职业健康监测,35,75,150,95,91%,0.94,97%,0.8,0.22,事故风险评估,国家卫生健康委员会,https://www.nhc.gov.cn/,,
创新驱动,技术改进率,25,55,130,85,89%,0.92,96%,0.78,0.2,改进迭代模型,中国科学院,https://www.cas.cn/,,
社会责任优先,社会影响评估,38,88,165,105,87%,0.91,95%,0.76,0.18,社会影响评估模型,清华大学环境科学研究中心,https://www.tsinghua.edu.cn/,,
透明度优先,数据公开透明,29,62,155,102,90%,0.95,99%,0.82,0.19,透明度评估模型,国家统计局,https://www.stats.gov.cn/,,
风险控制优先,事故响应能力,60,120,210,140,85%,0.89,92%,0.7,0.23,响应模型,应急管理部,https://www.mem.gov.cn/,,
可持续发展,可再生资源使用率,33,74,145,78,88%,0.93,100%,0.84,0.26,可持续发展评估,国际可再生能源机构,https://www.irena.org/,,
数字化转型,数字监测系统效能,48,97,175,115,92%,0.97,96%,0.88,0.21,数字化评估模型,工业和信息化部,https://www.miit.gov.cn/,,
生态建设,生态影响监测,22,58,133,81,89%,0.9,97%,0.79,0.29,生态影响评估模型,中国生态环境部,https://www.mee.gov.cn/,,
绿色发展,可再生资源利用率,45,90,175,130,91%,0.96,98%,0.85,0.28,生命周期评估模型,生态环境部,https://www.mee.gov.cn/,,
社会责任,社区参与度,35,75,150,100,94%,0.95,97%,0.88,0.2,参与式评估模型,北京市环境保护局,https://zhengwu.beijing.gov.cn/,,
技术创新,清洁技术应用,25,65,130,80,97%,0.99,99%,0.92,0.35,技术评估模型,工业和信息化部,http://www.miit.gov.cn/,,
风险管理,事故应急响应时间,30,72,140,90,89%,0.91,96%,0.78,0.18,响应时间分析模型,国家应急管理中心,https://www.mem.gov.cn/,,
透明度,信息公开及时性,15,50,120,70,96%,0.94,99%,0.91,0.22,透明度评估模型,国家统计局,http://www.stats.gov.cn/,,
可持续发展,排放量年度减幅,20,68,155,85,93%,0.98,95%,0.87,0.23,年度减幅分析模型,江苏省生态环境厅,https://sthjt.jiangsu.gov.cn/,,
节能减排,能源消耗效率,28,74,135,78,90%,0.93,98%,0.9,0.3,能源管理模型,国家能源局,http://www.nea.gov.cn/,,
创新驱动,新技术引进效果,33,77,145,82,88%,0.9,94%,0.8,0.27,技术引进效果评估模型,科技部,http://www.most.gov.cn/,,
环境友好,生态影响评估,24,64,142,88,95%,0.96,99%,0.89,0.19,生态影响评估模型,环保组织,https://www.worldwildlife.org/,,
环保优先,排放量控制,45,90,210,160,94%,0.97,100%,0.92,0.28,加权平均法,北京市生态环境局,https://www.bjepb.gov.cn/,,
安全第一,安全事故率,35,75,190,110,91%,0.96,98%,0.86,0.22,整体评估模型,广州市应急管理局,http://www.gz.gov.cn/,,
持续改进,效率提升,25,65,155,105,89%,0.94,97%,0.78,0.18,数据驱动模型,福建省科学技术厅,http://www.fjkjt.gov.cn/,,
合规性优先,法律法规遵守,18,55,130,95,87%,0.9,93%,0.7,0.15,合规性评估模型,浙江省生态环境厅,http://www.zjepb.gov.cn/,,
环保优先,排放量控制,50,85,220,150,96%,0.99,100%,0.88,0.3,加权平均法,重庆市应急管理局,http://www.cq.gov.cn/,,
安全第一,安全事故率,28,72,165,120,90%,0.95,99%,0.8,0.2,整体评估模型,四川省安全生产监督管理局,http://www.scjgj.gov.cn/,,
持续改进,效率提升,32,68,175,140,93%,0.98,98%,0.82,0.25,数据驱动模型,江西省环境保护厅,http://www.jxepb.gov.cn/,,
合规性优先,法律法规遵守,22,58,145,85,88%,0.91,97%,0.73,0.13,合规性评估模型,天津市生态环境局,http://www.tjepb.gov.cn/,,
环保优先,排放量控制,5,30,80,50,97%,0.99,100%,0.95,0.35,加权平均法,辽宁省环境保护厅,http://www.ln.gov.cn/,,
安全第一,安全事故率,37,77,185,115,89%,0.96,98%,0.8,0.23,整体评估模型,吉林省应急管理局,http://www.jilin.gov.cn/,,
清洁生产优先,资源利用率,45,85,190,130,93%,0.96,100%,0.88,0.35,生命周期评估模型,国家生态环境部,https://www.mee.gov.cn/,,
生态优先,环保项目实施率,35,75,210,110,91%,0.97,99%,0.82,0.28,环境影响评价模型,环境保护研究中心,https://www.eip.org.cn/,,
可持续发展,再生资源回收率,25,60,130,80,95%,0.94,98%,0.85,0.22,综合评估模型,中国环境保护产业协会,http://www.cepa.org.cn/,,
目标导向,环境治理投入,15,50,120,70,89%,0.92,97%,0.78,0.2,投入产出模型,北京市政府,http://www.beijing.gov.cn/,,
多元协调,绿色产品比例,20,65,140,90,92%,0.99,96%,0.83,0.18,市场导向模型,中国资环报,http://www.zhrb.com.cn/,,
创新驱动,技术改进数量,18,55,135,85,93%,0.91,98%,0.9,0.27,创新管理模型,中国环境科学研究院,http://www.cseri.cn/,,
合规安全,安全风险识别率,12,45,110,75,90%,0.93,95%,0.76,0.24,风险评估模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn/,,
物质节约,能耗水平,10,40,100,60,88%,0.95,94%,0.7,0.15,能效评估模型,环保行业协会,http://www.chinaepa.org/,,
健康优先,公众健康影响评估,8,35,95,50,91%,0.96,89%,0.67,0.3,健康风险评估模型,卫生健康委员会,http://www.nhc.gov.cn/,,
安全优先,防火安全管理,55,90,150,110,93%,0.96,100%,0.85,0.28,加权平均法,国家应急管理部,https://www.mem.gov.cn,,
环保优先,可再生能源利用率,45,85,170,130,90%,0.97,98%,0.88,0.32,效率评估模型,工信部统计局,https://www.miit.gov.cn,,
法律合规,排放许可证合规性,25,55,130,85,88%,0.95,96%,0.8,0.13,合规性评估模型,天津市生态环境局,https://www.tianjin.gov.cn,,
持续改进,废物回收率,35,75,160,95,89%,0.98,97%,0.82,0.21,数据驱动法,青岛市环保局,https://www.qd.gov.cn,,
安全优先,职业健康监测率,20,40,115,70,91%,0.94,99%,0.78,0.12,综合评估模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn,,
环保优先,生态恢复率,15,35,135,80,85%,0.92,96%,0.9,0.3,生态评估模型,环境保护部,https://www.sep.gov.cn,,
持续改进,资源利用率,22,50,145,75,92%,0.99,97%,0.82,0.19,资源管理模型,山东省环境保护局,https://www.shandong.gov.cn,,
合规性优先,污染物检测合规性,33,60,125,85,86%,0.91,94%,0.77,0.15,法规合规模型,北京市生态环境局,https://www.beijing.gov.cn,,
安全优先,应急演练频率,38,65,155,80,89%,0.95,98%,0.81,0.14,应急管理评估模型,江苏省应急管理局,https://www.jiangsu.gov.cn,,
环保优先,排放量控制,45,90,175,110,93%,0.96,99%,0.87,0.28,加权平均法,国家生态环境部,https://www.mee.gov.cn/,,
安全第一,安全事故率,35,75,165,115,90%,0.95,97%,0.84,0.22,整体评估模型,北京市安全生产监督管理局,https://www.bj.gov.cn/,,
持续改进,效率提升,25,65,150,85,89%,0.94,96%,0.82,0.18,数据驱动模型,清华大学环境科学研究中心,https://www.tsinghua.edu.cn/,,
合规性优先,法律法规遵守,15,55,135,80,87%,0.92,94%,0.79,0.12,合规性评估模型,广东省生态环境厅,https://www.gdep.gov.cn/,,
安全优先,事故响应时间,30,85,155,95,91%,0.97,98%,0.83,0.2,效率模型,浙江省安全生产监察局,https://www.zj.gov.cn/,,
创新为本,新技术采用率,28,78,148,90,92%,0.95,99%,0.85,0.27,全面质量管理模型,中国科学院,https://www.cas.cn/,,
绿色发展,资源回收利用率,22,68,142,85,88%,0.93,97%,0.78,0.11,绿色设计指标体系,生态环境部,https://www.mee.gov.cn/,,
全员参与,员工安全培训合格率,18,50,130,75,86%,0.9,96%,0.76,0.09,员工参与模型,职业安全卫生局,https://www.chinaosh.gov.cn/,,
技术引领,技术革新项目数,38,77,160,102,89%,0.94,98%,0.8,0.26,技术创新评估体系,全国科技部,https://www.most.gov.cn/,,
环境优先,废气回收率,45,90,210,140,92%,0.96,100%,0.85,0.28,加权综合模型,北京市生态环境局,https://www.bjep.gov.cn/,,
安全优先,事故响应时间,25,55,130,80,94%,0.99,98%,0.88,0.2,风险评估模型,河南省应急管理厅,https://www.henan.gov.cn/,,
创新驱动,资源再利用率,35,65,145,95,91%,0.95,97%,0.82,0.27,创新评估模型,学术研究期刊,https://www.sciencedirect.com/,,
合规性及透明性,公众满意度,15,50,120,70,93%,0.97,96%,0.9,0.14,用户反馈模型,深圳市公共管理中心,https://www.sz.gov.cn/,,
科技创新优先,能源效率提升,20,40,115,60,90%,0.96,99%,0.89,0.18,能源追踪模型,广州市发改委,https://www.gz.gov.cn/,,
可持续发展,生态恢复率,30,75,150,110,89%,0.92,97%,0.82,0.22,生态评估模型,环境保护部,https://www.mee.gov.cn/,,
应急响应优先,应急预警及时率,50,85,165,115,92%,0.95,95%,0.9,0.3,综合风险评估模型,应急管理部,https://www.mem.gov.cn/,,
质量控制优先,产品合格率,32,68,135,100,91%,0.98,97%,0.87,0.25,绩效评价模型,江苏省市场监管局,https://www.js.gov.cn/,,
协同互助,跨部门合作率,28,72,155,130,88%,0.94,96%,0.83,0.19,协同治理模型,国务院发展研究中心,https://www.drc.gov.cn/,,
可持续发展,能源消耗效率,45,90,175,130,91%,0.96,98,0.85,0.28,优化评估法,国家能源局,https://www.nea.gov.cn,,
公众安全,应急响应效率,35,72,165,110,93%,0.94,96,0.78,0.23,动态评估模型,生态环境部,https://www.mee.gov.cn,,
创新性评估,技术改进应用,25,65,155,85,89%,0.92,97,0.8,0.2,科技发展模型,中国科学技术协会,https://www.cast.org.cn,,
产业升级,清洁生产执行率,30,75,145,95,88%,0.91,99,0.82,0.18,清洁生产模型,工信部,https://www.miit.gov.cn,,
综合评估,操作安全性,55,110,210,160,90%,0.97,96,0.88,0.26,综合评分模型,中国环境监测总站,http://www.cnemc.cn,,
透明度优先,信息共享情况,29,68,160,100,94%,0.95,97,0.83,0.24,信息透明模型,人民监督网,http://www.people.com.cn,,
综合治理,资源再利用率,42,88,170,125,86%,0.89,95,0.76,0.21,循环经济模型,再生资源回收利用协会,http://www.rca.org.cn,,
战略管理,长远目标达成率,37,78,150,115,87%,0.92,96,0.81,0.22,战略评估模型,全国环境信息中心,http://www.neic.gov.cn,,
节能减排,能源使用率,48,85,180,140,92%,0.93,95,0.78,0.27,能效审计模型,中国节能协会,http://www.chinaenergy.org.cn,,
节能减排,碳排放控制,35,90,170,110,93%,0.97,100%,0.88,0.28,综合评价模型,国务院发展研究中心,https://www.drc.gov.cn/,,
安全运营,工伤事故频率,28,85,150,95,90%,0.96,98%,0.84,0.22,事故风险评估模型,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,,
环境友好,废弃物处理合规性,25,75,160,105,91%,0.94,97%,0.82,0.18,合规性分析模型,环境保护部,http://www.mee.gov.cn/,,
减少排放,污染物减排效果,33,82,178,108,92%,0.95,99%,0.9,0.26,减排监测模型,中国社会科学院,http://www.cssn.cn/,,
风险控制,事故响应时间,45,100,220,150,94%,0.99,100%,0.87,0.3,效率提升模型,中央气象台,http://www.cma.gov.cn/,,
健康安全,职业健康监测合规性,20,65,135,80,89%,0.92,96%,0.79,0.19,合规性监测模型,国家卫生健康委员会,http://www.nhc.gov.cn/,,
节约资源,能源利用效率,38,88,145,91,91%,0.93,98%,0.85,0.25,能源管理模型,中国企业联合会,http://www.cec.org.cn/,,
长期稳定,环境友好技术应用,32,78,162,104,90%,0.96,99%,0.83,0.2,环境绩效模型,中国科学院,http://www.cas.cn/,,
技术创新,新技术实施效果,27,72,155,99,92%,0.95,97%,0.81,0.24,技术评估模型,中国环境保护产业协会,http://www.cec.org.cn/,,
环保优先,排放量控制,45,95,210,160,93%,0.99,100%,0.85,0.28,加权平均法,国家环境保护部,https://www.mee.gov.cn/,,
安全第一,安全事故率,38,85,170,110,91%,0.96,98%,0.88,0.24,整体评估模型,广州安全生产监督局,https://www.gz.gov.cn/,,
持续改进,效率提升,32,75,150,95,89%,0.94,99%,0.82,0.22,数据驱动模型,北京环境保护研究中心,https://www.bjepb.gov.cn/,,
合规性优先,法律法规遵守,22,55,130,85,87%,0.9,97%,0.78,0.18,合规性评估模型,深圳市环境保护局,https://www.szepb.gov.cn/,,
绿色发展,可再生资源利用率,28,65,145,105,90%,0.92,96%,0.8,0.2,绩效评估模型,国家发展和改革委员会,https://www.ndrc.gov.cn/,,
安全优先,工伤事故发生率,35,78,165,115,92%,0.97,99%,0.87,0.26,事故风险评估模型,天津市应急管理局,https://www.tianjin.gov.cn/,,
可持续发展,资源节约率,30,70,140,100,89%,0.91,95%,0.79,0.15,效益评估模型,江苏省环境保护局,https://www.jsepb.gov.cn/,,
法律遵守,环保法遵循率,25,62,125,88,88%,0.89,94%,0.76,0.16,合规性审核模型,浙江省应急管理厅,https://www.zj.gov.cn/,,
预防为主,环保事故预防率,40,85,155,85,91%,0.96,98%,0.83,0.25,风险管理模型,四川省环境保护局,https://www.sc.gov.cn/,,
环保优先,可再生能源使用率,30,75,170,95,91%,0.96,99%,0.85,0.35,加权平均法,国家能源局,http://www.nea.gov.cn/,,
安全第一,设备运行稳定性,38,90,200,130,93%,0.97,98%,0.88,0.28,整体评估模型,北京市生态环境局,http://www.bjepb.gov.cn/,,
持续改进,废物资源化率,28,65,150,80,89%,0.94,97%,0.78,0.22,数据驱动模型,湖北省环境保护厅,http://epb.hubei.gov.cn/,,
合规性优先,环保法律执行力度,22,55,135,85,87%,0.91,95%,0.76,0.18,合规性评估模型,国家生态环境部,http://www.mee.gov.cn/,,
技术创新,清洁生产技术应用,25,60,165,110,90%,0.92,96%,0.8,0.25,技术评估模型,中国清洁生产协会,http://www.cleancenter.org.cn/,,
安全第一,岗位安全培训合格率,45,55,190,115,94%,0.99,99%,0.83,0.3,综合评估模型,全国安全生产监督管理局,http://www.chinasafety.gov.cn/,,
环保优先,能源消耗降低,35,80,175,100,92%,0.94,97%,0.79,0.2,效率评估模型,能源研究所,http://www.eric.cn/,,
合规性优先,项目验收合格率,18,50,130,70,85%,0.9,94%,0.75,0.14,合规性检查模型,国家质量监督检验检疫总局,http://www.aqsiq.gov.cn/,,
持续改进,环保投资回报率,27,73,160,90,88%,0.93,96%,0.82,0.19,投资收益模型,国家生态环境投资管理站,http://www.chinaeip.gov.cn/,,
环保优先,碳排放量,25,70,175,110,93%,0.95,100%,0.85,0.28,环境影响模型,北京市生态环境局,https://www.bjepb.gov.cn/,,
安全第一,防火及安全检查,35,60,130,80,89%,0.97,98%,0.78,0.22,定性评估模型,天津市应急管理局,https://www.tianjin.gov.cn/,,
持续改进,资源利用率,20,50,140,70,95%,0.96,99%,0.88,0.25,效率评估模型,江苏省环保局,https://www.jiangsu.gov.cn/,,
合规性优先,法规遵循,15,45,115,65,90%,0.94,97%,0.8,0.18,合规性评估模型,浙江省生态环境厅,https://www.zhejiang.gov.cn/,,
