受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
31520303MB2D34567R/2024-00062,生物基材料的合成与应用,材料科学,新技术,初审,2023/9/15,青岛新材料公司,青岛科技大学,审核中,2023-09-16,待审,青岛新材料公司,生物聚合物合成,青岛新材料公司,T20230809,工业、环保,青岛新材料公司,V1.0,青岛市科技局,http://www.qd.gov.cn/,2024-09-23,
41830504MB2A45678S/2024-00063,智能合成的合成生物程序,系统生物学,新技术,初审,2023/9/20,武汉智能科技公司,武汉大学生物工程研究所,审核中,2023-09-21,待审,武汉智能科技公司,多组学数据整合,武汉智能科技公司,T20230810,医疗、环境,武汉智能科技公司,V1.0,武汉市科技局,http://www.wuhan.gov.cn/,2024-09-23,
52140605MB2E56789T/2024-00064,创新基因疫苗技术,疫苗技术,新药研发,初审,2023/9/25,重庆基因科技有限公司,重庆医科大学,审核中,2023-09-26,待审,重庆基因科技有限公司,反向遗传学,重庆基因科技有限公司,T20230811,医疗、兽医,重庆基因科技有限公司,V1.0,重庆市科学技术委员会,http://www.cq.gov.cn/,2024-09-23,
62450706MB2F67890U/2024-00065,微生物催化剂开发,酶工程,新技术,初审,2023/9/29,合肥生物技术研究所,合肥工业大学,审核中,2023-09-30,待审,合肥生物技术研究所,微生物发酵与催化,合肥生物技术研究所,T20230812,化学、制药,合肥生物技术研究所,V1.0,合肥市科学技术局,http://www.hefei.gov.cn/,2024-09-23,
73060807MB2G78901V/2024-00066,植物抗病性基因的合成与调控,基因编辑,新技术,初审,2023/9/10,杭州农业科技有限公司,浙江大学生物农学研究所,审核中,2023-09-11,待审,杭州农业科技有限公司,CRISPR技术用于抗病性基因合成,杭州农业科技有限公司,T20230805,农业,杭州农业科技有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/xxgk/technology/index.html,2024-09-23,
83670908MB2H89012W/2024-00067,生物基材料的合成技术,材料科学,新材料,初审,2023/9/12,深圳绿色材料有限公司,深圳大学材料科学与工程学院,审核中,2023-09-13,待审,深圳绿色材料有限公司,生物降解塑料合成工艺,深圳绿色材料有限公司,T20230806,材料,深圳绿色材料有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/jsp/index.jsp,2024-09-23,
94781009MB2I90123X/2024-00068,细胞工厂的构建与优化,合成生物学,新技术,复审,2023/9/15,南京合成生物科技有限公司,南京大学生命科学学院,审核中,2023-09-16,待审,南京合成生物科技有限公司,代谢工程与细胞重组技术,南京合成生物科技有限公司,T20230807,生物制造,南京合成生物科技有限公司,V1.0,江苏省科技厅,https://www.jiangsu.gov.cn/activities/tech/index.html,2024-09-23,
05891110MB2J01234Y/2024-00069,合成生物监测系统,环境监测,环境保护,初审,2023/9/20,济南环境科学技术公司,山东省环境监测中心,审核中,2023-09-21,待审,济南环境科学技术公司,传感器与生物检测技术结合,济南环境科学技术公司,T20230808,环境监测,济南环境科学技术公司,V1.0,山东省科技厅,https://www.shandong.gov.cn/xxgk/technology/index.html,2024-09-23,
16901211MB2K12345Z/2024-00070,微生物发酵生产技术,微生物技术,新技术,初审,2023/9/25,武汉生物工程公司,华中科技大学生物技术研究院,审核中,2023-09-26,待审,武汉生物工程公司,高效发酵与生产流程设计,武汉生物工程公司,T20230809,生物制药,武汉生物工程公司,V1.0,湖北省科技厅,https://www.hubei.gov.cn/xxgk/technology/index.html,2024-09-23,
11780201MB3C18901Q/2024-00087,合成疫苗技术,生物医药,新药研发,复审,2023/9/30,西安生物制药有限公司,西安交通大学生物医药研究所,审核中,2023-10-01,待审,西安生物制药有限公司,多肽疫苗合成与设计,西安生物制药有限公司,T20230810,疫苗研发,西安生物制药有限公司,V1.0,陕西省科技厅,https://www.shaanxi.gov.cn/xxgk/technology/index.html,2024-09-23,
11960304MB4D25678R/2024-00092,水体污染生物修复技术,环境修复,环境保护,初审,2023/10/5,重庆生态科技有限公司,重庆大学环境科学与工程系,审核中,2023-10-06,待审,重庆生态科技有限公司,微生物修复与生态恢复技术,重庆生态科技有限公司,T20230811,环境修复,重庆生态科技有限公司,V1.0,重庆市科技委员会,https://www.cq.gov.cn/xxgk/technology/index.html,2024-09-23,
11500709MB2E23456S/2024-00074,合成生物传感器技术,传感器科技,新技术,初审,2023/10/10,福州自动化科技公司,福建师范大学生物工程学院,审核中,2023-10-11,待审,福州自动化科技公司,生物传感器开发与应用,福州自动化科技公司,T20230812,生物检测,福州自动化科技公司,V1.0,福建省科技厅,https://www.fujian.gov.cn/xxgk/technology/index.html,2024-09-23,
11640502MB3F12834T/2024-00101,合成生物多样性的保护技术,生态保育,环境保护,初审,2023/9/5,天津生态科技集团,天津基因保护研究中心,审核中,2023-09-06,待审,天津生态科技集团,基因库建立与维护,天津生态科技集团,T20230805,生态保育、农业,天津生态科技集团,V1.0,天津市科技局,http://www.tj.gov.cn/zt/cnky/index.shtml,2024-09-23,
11890210MB4G16792U/2024-00045,个性化医疗基因测序技术,基因测序,新技术,初审,2023/9/5,深圳个性化医疗公司,深圳基因研究中心,审核中,2023-09-06,待审,深圳个性化医疗公司,全基因组测序与分析,深圳个性化医疗公司,T20230806,医疗、健康管理,深圳个性化医疗公司,V1.0,广东省科技厅,http://www.gdstc.gov.cn/,2024-09-23,
11370305MB3H21109V/2024-00088,高效藻类生物燃料合成技术,生物能源,能源技术,初审,2023/9/5,杭州绿色能源公司,浙江大学能源研究所,审核中,2023-09-06,待审,杭州绿色能源公司,藻类培养与能量提取,杭州绿色能源公司,T20230807,清洁能源、环保,杭州绿色能源公司,V1.0,浙江省科技厅,http://www.zj.gov.cn/col/xxgk/sgk/sgk/index.html,2024-09-23,
12060108MB4I24567W/2024-00035,精确疾病早筛合成生物技术,生物诊断,医学技术,初审,2023/9/5,西安生命科学公司,西北大学生命科学学院,审核中,2023-09-06,待审,西安生命科学公司,早筛技术与生物标志物鉴定,西安生命科学公司,T20230808,医疗、健康监测,西安生命科学公司,V1.0,陕西省科技厅,http://www.shaanxi.gov.cn/szt/jg/,2024-09-23,
12250412MB2J16783X/2024-00073,微生物发酵的生物塑料生产技术,生物材料,新材料,初审,2023/9/5,南京新材料科技公司,南京理工大学材料学院,审核中,2023-09-06,待审,南京新材料科技公司,微生物发酵与塑料合成,南京新材料科技公司,T20230809,环保材料、包装,南京新材料科技公司,V1.0,江苏省科技厅,http://www.jiangsu.gov.cn/,2024-09-23,
11440301MB2D27883P/2024-00061,基因驱动的农作物改良技术,基因工程,农业技术,初审,2023/9/5,郑州农业科技公司,河南农业大学,审核中,2023-09-06,待审,郑州农业科技公司,基因驱动设计与实施,郑州农业科技公司,T20230810,农业、食品安全,郑州农业科技公司,V1.0,河南省科技厅,http://www.henan.gov.cn/,2024-09-23,
11440302MB2D27884P/2024-00062,生物催化的制药工艺技术,药物工程,制药技术,初审,2023/9/5,重庆生物制药公司,重庆医科大学,审核中,2023-09-06,待审,重庆生物制药公司,酶催化与药物合成,重庆生物制药公司,T20230811,制药、医疗,重庆生物制药公司,V1.0,重庆市科技局,http://www.cq.gov.cn/,2024-09-23,
11440303MB2D27885P/2024-00063,合成生物治疗的癌症药物开发技术,生物治疗,新药研发,初审,2023/9/5,杭州癌症研究中心,浙商大学,审核中,2023-09-06,待审,杭州癌症研究中心,癌细胞靶向设计,杭州癌症研究中心,T20230812,医疗、癌症治疗,杭州癌症研究中心,V1.0,浙江省医疗卫生委员会,http://www.zjwjw.gov.cn/,2024-09-23,
11440304MB2D27886P/2024-00064,超级作物基因组编辑技术,基因编辑,农业创新,初审,2023/9/5,深圳农业科技公司,深圳基因研究院,审核中,2023-09-06,待审,深圳农业科技公司,基因组编辑技术,深圳农业科技公司,T20230805,农业,深圳农业科技公司,V1.0,深圳市科学技术局,https://www.sz.gov.cn/,2024-09-23,
11440305MB2D27887P/2024-00065,合成生物燃料开发技术,生物能源,能源创新,初审,2023/9/6,西安新能源公司,西北大学环境工程研究中心,审核中,2023-09-07,待审,西安新能源公司,生物催化反应,西安新能源公司,T20230806,能源,西安新能源公司,V1.0,陕西省科技厅,https://www.shaanxi.gov.cn/,2024-09-23,
11440306MB2D27888P/2024-00066,个性化免疫治疗技术,医学工程,医学创新,初审,2023/9/7,北京生物医学研究所,北京医院,审核中,2023-09-08,待审,北京生物医学研究所,细胞培养与治疗,北京生物医学研究所,T20230807,医疗,北京生物医学研究所,V1.0,北京市卫生健康委员会,http://wjw.beijing.gov.cn/,2024-09-23,
11440307MB2D27889P/2024-00067,智能合成细胞技术,合成生物学,基础研究,初审,2023/9/7,武汉合成生物公司,华中科技大学,审核中,2023-09-08,待审,武汉合成生物公司,细胞自组装,武汉合成生物公司,T20230808,基础研究,武汉合成生物公司,V1.0,湖北省科技厅,http://st.hubei.gov.cn/,2024-09-23,
11440308MB2D27890P/2024-00068,微生物氮固定技术,生物技术,农业创新,初审,2023/9/8,南京生物科技有限公司,南京农业大学,审核中,2023-09-09,待审,南京生物科技有限公司,微生物基因工程,南京生物科技有限公司,T20230809,农业,南京生物科技有限公司,V1.0,江苏省科技厅,http://www.jiangsu.gov.cn/,2024-09-23,
11440309MB2D27891P/2024-00069,生物传感器开发技术,传感技术,技术创新,初审,2023/9/9,安徽智能科技公司,合肥工业大学,审核中,2023-09-10,待审,安徽智能科技公司,生物材料应用,安徽智能科技公司,T20230810,环境监测、医疗,安徽智能科技公司,V1.0,安徽省科技厅,http://www.ah.gov.cn/,2024-09-23,
11440310MB2D27892P/2024-00070,细胞治疗过程优化技术,生物医药,制药创新,初审,2023/9/10,浙江医疗科技公司,浙江大学,审核中,2023-09-11,待审,浙江医疗科技公司,细胞处理与培养,浙江医疗科技公司,T20230811,治疗、制药,浙江医疗科技公司,V1.0,浙江省科技厅,http://www.zj.gov.cn/,2024-09-23,
"11520401MB3E38992Q/2024-00061,11630502MB4F49003R/2024-00062,11740603MB5G50114S/2024-00063,11850704MB6H61225T/2024-00064,11960805MB7I72336U/2024-00065,12070906MB8J83447V/2024-00066,12181007MB9K94558W/2024-00067,12291108MB0L05669X/2024-00068,12301209MB1M16770Y/2024-00069,12411310MB2N27881Z/2024-00070",高效疫苗生产技术,疫苗技术,健康保护,初审,2023/9/11,天津生物制药公司,天津医科大学,审核中,2023-09-12,待审,天津生物制药公司,疫苗成分优化,天津生物制药公司,T20230812,公共卫生,天津生物制药公司,V1.0,天津市卫生健康委员会,http://www.tianjin.gov.cn/,2024-09-23,
20450100MB3C38912Q/2025-00123,植物合成生物技术优化平台,植物工程,新技术,初审,2023/10/10,福建生物工程公司,厦门农业科技研究院,审核中,2023-10-11,待审,福建生物工程公司,合成植物路径解析,福建生物工程公司,T20230805,农业、食品,福建生物工程公司,V1.0,福建省科技厅,https://www.fujian.gov.cn,2024-09-23,
31460200MB4D49563R/2026-00234,智能合成蚕丝生产系统,生物材料,新技术,初审,2023/10/12,杭州新材料科技有限公司,浙江大学材料科学研究所,审核中,2023-10-13,待审,杭州新材料科技有限公司,合成生物化学反应优化,杭州新材料科技有限公司,T20230806,纺织、医疗,杭州新材料科技有限公司,V1.0,浙江省科学技术厅,https://www.zj.gov.cn,2024-09-23,
42470300MB5E58374S/2027-00345,微生物驱动的生物催化剂,环境保护,环境科技,初审,2023/9/15,南京环境科技有限公司,南京大学环境科学研究中心,审核中,2023-09-16,待审,南京环境科技有限公司,微生物技术开发,南京环境科技有限公司,T20230807,水处理、废物管理,南京环境科技有限公司,V1.0,江苏省科技厅,https://www.jiangsu.gov.cn,2024-09-23,
53480400MB6F67185T/2028-00456,合成生物塑料生产工艺,生物材料,新材料,初审,2023/9/20,济南生物科技公司,山东大学材料研究所,审核中,2023-09-21,待审,济南生物科技公司,生物基聚合物合成,济南生物科技公司,T20230808,塑料替代品、环保,济南生物科技公司,V1.0,山东省科学技术厅,https://www.sdn.gov.cn,2024-09-23,
64490500MB7G75996U/2029-00567,合成抗体的快速开发平台,疫苗开发,新药研发,初审,2023/10/5,深圳生物医药公司,南方科技大学生物科学研究所,审核中,2023-10-06,待审,深圳生物医药公司,抗体筛选与优化,深圳生物医药公司,T20230809,医疗、公共卫生,深圳生物医药公司,V1.0,广东省科学技术厅,https://www.guangdong.gov.cn,2024-09-23,
75400600MB8H84707V/2030-00678,基因驱动系统的优化技术,基因技术,生态工程,初审,2023/10/8,武汉基因技术公司,华中科技大学生物工程研究院,审核中,2023-10-09,待审,武汉基因技术公司,基因编辑技术改进,武汉基因技术公司,T20230810,农业生态、环境修复,武汉基因技术公司,V1.0,湖北省科技厅,https://www.hubei.gov.cn,2024-09-23,
86410700MB9I93518W/2031-00789,合成生物制药平台,生物制药,新药研发,初审,2023/10/9,重庆生物科技公司,重庆医科大学制药学院,审核中,2023-10-10,待审,重庆生物科技公司,合成生物技术与药物筛选,重庆生物科技公司,T20230811,制药、医疗,重庆生物科技公司,V1.0,重庆市科技局,https://www.cq.gov.cn,2024-09-23,
97420800MB1J02429X/2032-00890,自动化合成平台开发,合成生物,新技术,初审,2023/10/10,天津生物科技有限公司,南开大学生物科学系,审核中,2023-10-11,待审,天津生物科技有限公司,合成系统与纳米技术结合,天津生物科技有限公司,T20230812,实验室自动化、医疗,天津生物科技有限公司,V1.0,天津市科技局,https://www.tianjin.gov.cn,2024-09-23,
83720251ML9E36427Q/2025-00123,合成微生物燃料生产技术,能源合成,可再生能源,初审,2023/9/5,深圳新能源科技公司,深圳大学生物工程研究所,审核中,2023-09-06,待审,深圳新能源科技公司,微生物发酵生产燃料,深圳新能源科技公司,T20230805,能源、环境,深圳新能源科技公司,V1.0,深圳市科学技术局,http://www.sz.gov.cn/zfxxgk/zfxxgk/,2024-09-23,
64570138NL2B52019F/2023-00789,用于癌症治疗的合成疫苗技术,疫苗研发,新药研发,初审,2023/9/5,武汉生物制药公司,华中科技大学生命科学学院,审核中,2023-09-06,待审,武汉生物制药公司,合成多肽疫苗,武汉生物制药公司,T20230806,癌症、医疗,武汉生物制药公司,V1.0,武汉市科学技术局,http://www.wh.gov.cn/,2024-09-23,
