产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注【疑问汇总】
科台氮化镓精密线项目,科台半导体科技,化合物产线,中国,上海市,浙江市,28000,万元,2024,30000,万片,财经网,https://www.caijing.com.cn/industry/semi-conductor,,
信越化学氮化镓智能线项目,信越化学工业株式会社,化合物产线,日本,东京,东京市,45000,万元,2022,15000,万片,信越化学年报,https://www.shinetsu.co.jp/en/,,
广达科技氮化镓产线升级项目,广达电脑股份有限公司,化合物产线,中国,台湾省,新北市,32000,万元,2023,25000,万片,广达官网,https://www.quanta.com.tw/en/,,
英特尔氮化镓电源线项目,英特尔有限公司,化合物产线,美国,亚利桑那州,图森,60000,万元,2024,30000,万片,英特尔年度报告,https://www.intel.com/,,
三星氮化镓智能线路板项目,三星电子,化合物产线,韩国,京畿道,水原市,40000,万元,2023,22000,万片,韩联社,https://www.koreaherald.com/,,
奥地利技术大学氮化镓实验线项目,奥地利科技集团,化合物产线,奥地利,维也纳,维也纳市,17000,万元,2023,6000,万片,学术期刊,https://www.oeaw.ac.at/,,
华微氮化镓生产线项目,华微半导体股份有限公司,化合物产线,中国,浙江省,宁波市,22000,万元,万片,2023,8000,2023年中国半导体行业分析报告,https://www.semi.org/,,
美光科技氮化镓产线项目,美光科技股份有限公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,35000,万元,万片,2024,6000,Microchip Technology Quarterly News,https://www.microchip.com/,,
天科半导体氮化镓生产线项目,天科半导体有限公司,化合物产线,中国,内蒙古自治区,呼和浩特市,15000,万元,万片,2022,4000,2023中国半导体投资动态,https://www.semiconductorindustry.org/,,
宏捷半导体氮化镓生产线项目,宏捷科技有限公司,化合物产线,中国,江苏省,无锡市,19000,万元,万片,2021,3000,Electronics Weekly,https://www.electronicsweekly.com/,,
英特尔氮化镓集成项目,英特尔公司,化合物产线,爱尔兰,勒里什,科克市,45000,万元,万片,2024-05,12000,2023欧洲半导体市场展望,https://www.intel.com/,,
力信半导体氮化镓未来线项目,力信科技有限公司,化合物产线,中国,河北省,保定市,28000,万元,万片,2023-08,10000,China Semiconductor Monthly,https://www.chinese.com/,,
索尼氮化镓高效产线项目,索尼公司,化合物产线,日本,东京,东京市,36000,万元,万片,2024-01,9500,2023年日本半导体市场分析,https://www.sony.com/,,
台积电氮化镓创新项目,台积电,化合物产线,台湾,新北市,新庄市,67000,万元,万片,2025,15000,Taiwan Semiconductor Market Trends,https://www.tsmc.com/,,
安森美半导体氮化镓项目,安森美半导体有限公司,化合物产线,美国,亚利桑那州,凤凰城,40000,万元,万片,2023,11000,2023年科技与工业发展趋势,https://www.onsemi.com/,,
京东方氮化镓产线项目,京东方科技集团股份有限公司,化合物产线,中国,安徽省,合肥市,20000,万元,2023,8000,万片,2023年中国半导体市场分析报告,https://www.gartner.com/en/insights/semiconductors,,
瑞萨氮化镓制造线项目,瑞萨电子株式会社,化合物产线,日本,东京,台东区,35000,万元,2022,12000,万片,TechCrunch Japan,https://techcrunch.com/japan/,,
英特尔氮化镓工厂建设计划,英特尔公司,化合物产线,美国,亚利桑那州,钱德勒,50000,万元,2024,20000,万片,Electronics Weekly,https://www.electronicsweekly.com/,,
台积电氮化镓新厂项目,台积电,化合物产线,中国,福建省,厦门市,70000,万元,2023,15000,万片,IC Insights,https://www.icinsights.com/,,
ROHM半导体氮化镓生产线项目,ROHM株式会社,化合物产线,日本,京都府,京都市,25000,万元,2022-12,9000,万片,SemiWiki,https://www.semiwiki.com/,,
索尼氮化镓项目,索尼公司,化合物产线,日本,静冈县,浜松市,18000,万元,2024,11000,万片,Nikkei Asia,https://asia.nikkei.com/,,
裕同科技氮化镓项目,裕同科技股份有限公司,化合物产线,中国,湖北省,武汉市,22000,万元,2023,6000,万片,2023年全球半导体产业概览,https://www.semi.org/,,
广和通氮化镓生产线项目,广和通科技股份有限公司,化合物产线,中国,四川省,成都市,17000,万元,2022,8000,万片,中国半导体投资观察,https://www.cnbeta.com/,,
Infineon氮化镓生产线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,31000,万元,2024,13000,万片,EDN Network,https://www.edn.com/,,
德州仪器氮化镓生产线计划,德州仪器公司,化合物产线,美国,德克萨斯州,达拉斯,45000,万元,2023,16000,万片,Semantics,https://semanticscholar.org/,,
红光半导体氮化镓中试线项目,红光半导体有限公司,化合物产线,中国,江苏省,南京市,12000,万元,2023,8000,万片,半导体行业新闻,https://www.semiconductornews.com,,
合肥半导体氮化镓新设施项目,合肥高科技材料有限公司,化合物产线,中国,安徽省,合肥市,45000,万元,2024,22000,万片,《中国半导体发展报告》,https://www.chinasemiconductorreport.com,,
三一半导体氮化镓扩产线项目,三一重工,化合物产线,中国,湖南省,长沙市,35000,万元,2025,18000,万片,行业市场研究报告,https://www.marketresearchreports.com,,
瑞士氮化镓高端设备项目,瑞士半导体技术公司,化合物产线,瑞士,日内瓦,日内瓦市,60000,万元,2026,12000,万片,半导体制造国际会议,https://www.icm-silicon.com,,
美光科技涂层氮化镓生产线项目,美光科技,化合物产线,美国,加利福尼亚州,圣克拉拉市,50000,万元,2022,15000,万片,全球半导体展会,https://www.semiconductor-expo.com,,
新日铁氮化镓充电模块项目,新日铁,化合物产线,日本,东京,东京市,38000,万元,2023,9000,万片,日本半导体制造前沿,https://www.japansemiconductor.com,,
意法半导体氮化镓研发线项目,意法半导体,化合物产线,法国,阿尔卑斯省,格勒诺布尔,70000,万元,2025,20000,万片,欧洲半导体展览网,https://www.europeansemiconductorevent.com,,
阿尔卑斯氮化镓产业园项目,阿尔卑斯半导体股份,化合物产线,澳大利亚,维多利亚州,墨尔本市,42000,万元,2024,11000,万片,科技创新与发展,https://www.innovationandtechnology.com.au,,
新加坡科技氮化镓项目,新加坡半导体技术中心,化合物产线,新加坡,新加坡,新加坡市,55000,万元,2023,13000,万片,亚太半导体论坛,https://www.apacsemiconductorforum.com,,
昊翰氮化镓先进制造线项目,昊翰半导体有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,12000,万片,中国半导体行业协会,https://www.csia.org.cn/,,
新锐氮化镓生产线项目,新锐半导体股份有限公司,化合物产线,中国,北京市,北京市,35000,万元,2022,8000,万片,cnTechPost,https://www.cntechpost.com/,,
英特尔氮化镓新生产线项目,英特尔公司,化合物产线,美国,亚利桑那州,图森市,50000,万元,2024,20000,万片,华尔街日报,https://www.wsj.com/,,
三星氮化镓高端制造线项目,三星电子,化合物产线,韩国,首尔,首尔特別市,45000,万元,2023,30000,万片,Korean Semiconductor Journal,https://www.ksj.or.kr/,,
台积电氮化镓绿色生产线项目,台积电,化合物产线,中国台湾,台南市,台南市,60000,万元,2025,50000,万片,电子时报,https://www.elecfans.com/,,
万亿氮化镓智能制造线项目,万亿半导体科技有限公司,化合物产线,中国,山东省,济南市,28000,万元,2024,15000,万片,半导体市场研究网,https://www.semiconductormarket.com/,,
光宇氮化镓新材料生产线项目,光宇半导体材料有限公司,化合物产线,中国,广东省,广州市,32000,万元,2021,11000,万片,中国电子报,https://www.cene.com/,,
LG化学氮化镓生产线项目,LG化学,化合物产线,韩国,庆尚南道,晋州市,15000,万元,2022-12,9000,万片,韩国工业标准协会,https://www.kosilas.or.kr/,,
长江存储氮化镓生产线项目,长江存储科技有限公司,化合物产线,中国,湖北省,武汉市,40000,万元,2023,20000,万片,半导体行业网,https://www.semi.org.cn/,,
中芯国际氮化镓生产线项目,中芯国际集成电路制造有限公司,化合物产线,中国,北京,北京市,60000,万元,2023,8000,万片,中芯国际官方网站,https://www.smics.com,,
英特尔氮化镓研发产线项目,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉,50000,万元,2024,10000,万片,英特尔新闻中心,https://newsroom.intel.com,,
嘉铭科技氮化镓生产线项目,嘉铭科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2022,7000,万片,嘉铭科技公告,https://www.jiamingtech.com,,
美国半导体氮化镓生产线项目,美国半导体公司,化合物产线,美国,德克萨斯州,奥斯汀,35000,万元,2023,9000,万片,美国半导体行业报告,https://www.semiconductors.org,,
弘信氮化镓生产线项目,弘信科技股份有限公司,化合物产线,中国,浙江省,宁波市,15000,万元,2023,12000,万片,弘信科技年报,https://www.hongxintechnology.com,,
意法半导体氮化镓生产线项目,意法半导体公司,化合物产线,法国,阿基坦大区,波尔多,28000,万元,2024,11000,万片,意法半导体公司官网,https://www.st.com,,
先进半导体氮化镓生产线项目,先进半导体公司,化合物产线,日本,东京,东京都,24000,万元,2024,9500,万片,日本半导体制造报告,https://www.japansemiconductors.com,,
新世代氮化镓技术产线项目,新世代半导体科技,化合物产线,中国,四川省,成都市,32000,万元,2025,14000,万片,新世代科技年度报告,https://www.newgensemiconductors.com,,
光电科技氮化镓生产线项目,光电科技有限公司,化合物产线,中国,湖北省,武汉市,19000,万元,2023,10000,万片,光电科技公司官网,https://www.oelectronics.com,,
235氮化镓先进产线项目,235半导体技术公司,化合物产线,中国,辽宁省,沈阳市,27000,万元,2025,13000,万片,235半导体行业分析,https://www.235semiconductors.com,,
中兴氮化镓生产线项目,中兴通讯有限公司,化合物产线,中国,河南省,郑州市,22000,万元,2023,12000,万片,中兴通讯年度报告,https://www.zte.com.cn/chinese/investor/,,
安森美氮化镓制造线项目,安森美半导体公司,化合物产线,美国,加利福尼亚州,圣荷西,35000,万元,2024,18000,万片,安森美官网,https://www.onsemi.com/,,
瑞萨电子氮化镓产线项目,瑞萨电子株式会社,化合物产线,日本,东京都,东京,27000,万元,2022,8000,万片,瑞萨电子财报,https://www.renesas.com/us/en/,,
西部数据氮化镓应用线项目,西部数据公司,化合物产线,中国,陕西省,西安市,30000,万元,2023,15000,万片,西部数据年度报告,https://www.westerndata.com.cn/,,
中电科技氮化镓项目,中国电子科技集团有限公司,化合物产线,中国,江苏省,南京市,40000,万元,2024,20000,万片,中国电子网,http://www.cet.com.cn/,,
AVAGO氮化镓制造线项目,博通有限公司,化合物产线,中国,浙江省,杭州市,50000,万元,2023,30000,万片,博通公司官网,https://www.broadcom.com/,,
Littelfuse氮化镓项目,Littelfuse Inc.,化合物产线,美国,伊利诺伊州,芝加哥,20000,万元,2023,10000,万片,Littelfuse官方网站,https://www.littelfuse.com/,,
天迈氮化镓生产线项目,天迈半导体科技有限公司,化合物产线,中国,四川省,成都市,28000,万元,2022,9000,万片,天迈科技公司官网,https://www.technavio.com/,,
英飞凌氮化镓成产线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,32000,万元,2024,25000,万片,英飞凌投资者关系,https://www.infineon.com/,,
意法半导体氮化镓项目,意法半导体公司,化合物产线,意大利,伦巴第大区,米兰,24000,万元,2023,11000,万片,意法半导体财务报表,https://www.st.com/,,
北方科技氮化镓生产线项目,北方科技公司,化合物产线,中国,北京市,北京市,22000,万元,2024,9000,万片,半导体产业研究报告,https://www.semiconductorreport.com/,,
安森美氮化镓生产线项目,安森美半导体,化合物产线,美国,加利福尼亚州,圣荷西市,35000,万元,2023,12000,万片,安森美官网,https://www.onsemi.com,,
晶门科技氮化镓生产线项目,晶门科技有限公司,化合物产线,台湾,台北市,台北市,18000,万元,2022,8000,万片,半导体2022年度回顾,https://www.semi.org,,
泰克半导体氮化镓产线项目,泰克半导体股份有限公司,化合物产线,新加坡,中区,新加坡市,30000,万元,2025,15000,万片,硅谷科技投资,https://www.siliconvalleyinvestment.com,,
八达氮化镓生产线项目,八达科技,化合物产线,日本,东京,东京市,40000,万元,2024,11000,万片,日媒报道,https://www.japan.media,,
禾川氮化镓生产线项目,禾川科技有限公司,化合物产线,中国,浙江省,杭州市,16000,万元,2023,7000,万片,中国半导体行业协会,https://www.csiia.org.cn,,
富士通氮化镓生产线项目,富士通半导体有限公司,化合物产线,日本,大阪府,大阪市,22000,万元,2024,8000,万片,富士通新闻,https://www.fujitsu.com/jp/newsroom/,,
Chipright氮化镓产线项目,Chipright Ltd.,化合物产线,英国,牛津郡,牛津市,18000,万元,2023,9000,万片,英国半导体行业协会,https://www.uksemiconductor.com,,
瑞萨电子氮化镓生产线项目,瑞萨电子（Renesas）,化合物产线,中国,河南省,郑州市,26000,万元,2023,10500,万片,瑞萨电子豪华报告,https://www.renesas.com,,
