受理号（数字型）,区块链技术名称（字符型）,区块链技术类型（字符型）,注册分类（字符型）,申请类型（数字型）,承办日期（日期型）,企业名称（字符型）,联合申报企业名称（字符型）,办理状态（字符型）,状态开始时间（日期型）,审评结论（字符型）,规范企业名称（字符型）,系统构成（字符型）,试验登记号（数字型）,适用领域（数字型）,适应症（品种）（字符型）,区块链技术类型（字符型）,注册版本（字符型）,区块链特征（字符型）,采集来源,来源链接,采集时间,备注
沪网信备31010131415926535897号,Neo,公有区块链,系统审计,公有区块链,2023-08-25,深圳康华生物科技有限公司,北京生物制药有限公司,正在办理,2023-09-01,待审查,Neo Foundation,智能经济,20230110,互联网,数字资产管理,公有区块链,V1.0,智能合约、自主性,中华人民共和国国家标准化管理委员会,https://www.techinnovation.org,2024-09-28,
陕网信备61010251481273651234号,Chainlink,公有区块链,性能测试,公有区块链,2023-09-10,广东中山药业有限公司,北京生物科技股份有限公司,已完成,2023-09-15,合格,Chainlink Labs,去中心化预言机,20230111,互联网,数据连接,公有区块链,V1.0,安全性、高兼容性,中国区块链技术研究中心,https://www.caijing.com.cn,2024-09-28,
琼网信备46010682632514987412号,Tron,公有区块链,安全审计,公有区块链,2023-09-30,陕西康普拉制药股份有限公司,北京仁和药业有限公司,正在办理,2023-10-05,待审查,Tron Foundation,去中心化娱乐平台,20230112,媒体,内容创作,公有区块链,V1.0,高交易速率、低费用,国家版权局,https://www.chainnews.com,2024-09-28,
皖网信备34020223605147890023号,Polkadot,跨链区块链,性能测试,跨链区块链,2023-06-15,湖南华纳药业有限公司,北京普华药业有限公司,正在办理,2023-06-20,待审查,Web3 Foundation,平行链结构,20230106,金融,去中心化网络,跨链区块链,V1.0,互操作性、可扩展性,中国区块链技术创新中心,https://www.chinablockchain.gov.cn/,2024-09-28,
京网信备11010523292176240057号,Ripple,金融区块链,功能测试,金融区块链,2023-07-01,天津药研生物科技有限公司,北京诺禾致源科技股份有限公司,已完成,2023-07-10,合格,Ripple Labs,分布式账本,20230107,供应链,跨境支付,金融区块链,V1.0,快速、低成本,国家金融监督管理局,http://www.nfsa.gov.cn/,2024-09-28,
鲁网信备37020223604156280045号,Cardano,公有区块链,安全审计,公有区块链,2023-07-15,湖北天兆药业有限公司,北京科学药物研究院,正在办理,2023-07-20,待审查,IOHK,权益证明,20230108,电子商务,智能合约,公有区块链,V2.0,安全性、可持续性,中国区块链技术标准化委员会,https://www.chinablockchain.org.cn/,2024-09-28,
粤网信备44010623293158210036号,Avalanche,公有区块链,性能测试,公有区块链,2023-08-05,宁波高新区生物制药有限公司,北京科兴中维生物技术有限公司,已完成,2023-08-12,合格,Avalanche Labs,高效共识机制,20230109,物联网,金融应用,公有区块链,V1.0,快速确认、处理能力强,国际区块链研究院,https://www.blockchainresearchinstitute.org/,2024-09-28,
川网信备51010123284147950029号,Chainlink,去中心化预言机,功能测试,去中心化预言机,2023-08-20,福建福药生物科技股份有限公司,北京科兴生物制品有限公司,正在办理,2023-08-25,待审查,Chainlink Labs,去中心化网络,20230110,供应链,金融服务,去中心化预言机,V1.0,多链支持、高可靠性,中国金融科技创新中心,http://www.cftc.gov.cn/,2024-09-28,
浙网信备33010223605158360015号,Fantom,公有区块链,安全审计,公有区块链,2023-09-01,华大基因技术有限公司,北京科兴生物制品有限公司,已完成,2023-09-07,合格,Fantom Foundation,Acyclic Graph,20230111,电子商务,去中心化金融,公有区块链,V1.0,快速、低手续费,中国信息通信研究院,http://www.caict.ac.cn/,2024-09-28,
苏网信备32010623285147080041号,Algorand,公有区块链,性能测试,公有区块链,2023-09-10,恒瑞医药股份有限公司,北京科兴生物技术有限公司,正在办理,2023-09-15,待审查,Algorand Foundation,共识机制,20230112,供应链,供应链管理,公有区块链,V1.0,高效能、低延迟,国家区块链战略研究院,http://www.nbs.org.cn/,2024-09-28,
湘网信备43010123296148320028号,NEO,公有区块链,功能测试,公有区块链,2023-09-20,中科院生物物理研究所,北京科兴生物技术有限公司,已完成,2023-09-30,合格,Neo Foundation,智能合约平台,20230113,供应链,数字身份,公有区块链,V1.0,数字资产、智能合约,中国数字经济研究院,http://www.cde.org.cn/,2024-09-28,
宁网信备64010123607147960054号,Cardano,公有区块链,性能测试,公有区块链,2023-06-15,上海药物研究所,北京科华生物工程股份有限公司,正在办理,2023-06-20,合格,Input Output HK,分层架构,20230106,互联网,去中心化金融,公有区块链,V1.0,去中心化、高安全性,区块链研究院,http://www.cde.org.cn/,2024-09-28,
陕网信备61010123277148170033号,Avalanche,公有区块链,安全审计,公有区块链,2023-07-05,成都生物制药有限公司,北京康希诺生物股份有限公司,已完成,2023-07-10,合格,Avalanche Labs,多链网络,20230107,供应链,资产管理,公有区块链,V1.0,高吞吐量、短确认时间,CoinDesk,http://www.cde.org.cn/,2024-09-28,
皖网信备34020233603146870013号,Polkadot,可扩展区块链,功能测试,可扩展区块链,2023-08-01,宜昌人福药业股份有限公司,北京康捷医药科技有限公司,正在办理,2023-08-05,待审查,Web3 Foundation,跨链技术,20230108,物联网,设备管理,可扩展区块链,V1.0,互操作性、灵活性,新金融研究院,http://www.cde.org.cn/,2024-09-28,
京网信备11010523289175130015号,EOSIO,公有区块链,性能测试,公有区块链,2023-08-20,江苏科技大学药学院,北京君实生物制药股份有限公司,已完成,2023-08-30,合格,Block.one,DApp平台,20230109,游戏,游戏开发,公有区块链,V1.0,灵活性、用户友好,腾讯区块链研究院,http://www.cde.org.cn/,2024-09-28,
浙网信备33010645603147870016号,Algorand,公有区块链,系统审计,公有区块链,2023-09-10,浙江医药股份有限公司,北京嘉和制药股份有限公司,正在办理,2023-09-15,待审查,Algorand Foundation,快速验证,20230110,供应链,物流跟踪,公有区块链,V1.0,高效率、安全隐私,区块链观察,http://www.cde.org.cn/,2024-09-28,
粤网信备44010678903148970017号,Chainlink,公有区块链,功能测试,公有区块链,2023-09-20,武汉东风药业有限公司,北京辉瑞药品有限公司,已完成,2023-09-25,合格,Chainlink Labs,智能合约,20230111,金融,预言机服务,公有区块链,V1.0,交互性、可扩展性,区块链日报,http://www.cde.org.cn/,2024-09-28,
苏网信备32010301203149070018号,Zilliqa,公有区块链,系统审计,公有区块链,2023-09-30,南京先声药业有限公司,北京华药制药有限公司,正在办理,2023-10-05,待审查,Zilliqa Research,分片架构,20230112,媒体,内容分发,公有区块链,V1.0,可扩展、高效率,Bitfinex,http://www.cde.org.cn/,2024-09-28,
川网信备51010422303149170019号,Holochain,分布式网络,性能测试,分布式网络,2023-10-10,北京华药制药有限公司,北京华药制药有限公司,已完成,2023-10-15,合格,Holochain Foundation,自我组织,20230113,社交,去中心化社交,分布式网络,V1.0,低能耗、快速响应,区块链新闻,http://www.cde.org.cn/,2024-09-28,
晋网信备14010543403149270020号,Ripple,公有区块链,功能测试,公有区块链,2023-10-20,上海健凌医药科技股份有限公司,北京华药制药有限公司,正在办理,2023-10-25,待审查,Ripple Labs,支付网络,20230114,金融,实时支付,公有区块链,V1.0,低费用、高速,金融时报,http://www.cde.org.cn/,2024-09-28,
闽网信备35010653203149370021号,Avalanche,公有区块链,性能测试,公有区块链,2023-06-15,江苏恒瑞医药股份有限公司,北京华药制药有限公司,待审查,2023-06-20,待审查,Avalanche Foundation,高吞吐量账本,20230106,金融,资产管理,公有区块链,V1.0,快速、弹性,区块链研究中心,https://www.blockchainresearch.com,2024-09-28,
皖网信备34020234567890123456号,Cardano,公有区块链,安全审计,公有区块链,2023-07-10,广州白云山制药股份有限公司,北京华药集团有限公司,正在办理,2023-07-15,合格,IOHK,权益证明系统,20230107,电子商务,智能合约,公有区块链,V1.0,去中心化、可扩展性,国际区块链协会,https://www.internationalblockchainassociation.org,2024-09-28,
京网信备11010567891234567890号,Polygon,企业级区块链,性能测试,企业级区块链,2023-08-01,成都思创医药科技有限公司,北京华药集团,已完成,2023-08-10,合格,Polygon Technology,侧链技术,20230108,供应链,去中心化金融,企业级区块链,V1.0,互操作性、灵活性,区块链技术应用中心,https://www.blockchainappcenter.com,2024-09-28,
粤网信备44010601234567890123号,Ripple,企业级区块链,功能测试,企业级区块链,2023-09-15,福建中科药业有限公司,北京华药集团,待审查,2023-09-20,待审查,Ripple Labs,账本网络,20230109,金融,跨境支付,企业级区块链,V1.0,高速、低费用,金融科技研究所,https://www.fintechresearch.org,2024-09-28,
苏网信备32010412345678901234号,Algorand,公有区块链,安全审计,公有区块链,2023-09-30,浙江医药股份有限公司,北京华素制药股份有限公司,正在办理,2023-10-05,待审查,Algorand Foundation,链上治理,20230110,电子商务,数字身份,公有区块链,V1.0,低延迟、可扩展性,数字经济研究中心,https://www.digitaleconomy.org,2024-09-28,
浙网信备33010698765432109876号,EOSIO,企业级区块链,功能测试,企业级区块链,2023-10-15,山东千山药机股份有限公司,北京华大基因科技有限公司,已完成,2023-10-20,合格,Block.one,多线程架构,20230111,金融,去中心化应用,企业级区块链,V1.0,高性能、可伸缩性,全球区块链技术论坛,https://www.globalblockchainforum.com,2024-09-28,
川网信备51010623456789012345号,NEO,公有区块链,系统审计,公有区块链,2023-11-01,陕西群星药业集团股份有限公司,北京国药科技有限公司,待审查,2023-11-05,待审查,NEO Foundation,智能经济,20230112,电子商务,智能合约,公有区块链,V1.0,去中心化、互操作性,技术与标准化中心,https://www.techstandards.org,2024-09-28,
黔网信备52011512345678901234号,,,,,,河南省药业有限公司,北京德邦医药科技有限公司,,,,,,,,,,,,,,,
湘网信备43010398765432101234号,,,,,,华大基因科技有限公司,保定唐人药业有限公司,,,,,,,,,,,,,,,
宁网信备64010412345678901234号,,,,,,深圳市万里药业股份有限公司,百济神州制药有限公司,,,,,,,,,,,,,,,
津网信备12010401234567890123号,,,,,,江苏恒瑞医药股份有限公司,百川生物制品有限公司,,,,,,,,,,,,,,,
"皖网信备34020223603146870015号,京网信备11010523289175130016号,粤网信备44010623289175130017号,苏网信备32010423603146870018号,浙网信备33010623289175130019号,湘网信备43010523603146870020号,川网信备51010523289175130021号,陕网信备61010423603146870022号,闽网信备35010223289175130023号,辽网信备21010323603146870024号",,,,,,上海药明康德新药开发有限公司,安泰制药集团,,,,,,,,,,,,,,,
皖网信备34020233603157870013号,,,,,,浙江天金药业有限公司,安徽中药集团,,,,,,,,,,,,,,,
京网信备11010513289195230015号,,,,,,北京科华生物工程股份有限公司,安徽新药开发有限公司,,,,,,,,,,,,,,,
苏网信备32010345603146870016号,,,,,,四川科伦药业股份有限公司,安徽新安药业股份有限公司,,,,,,,,,,,,,,,
粤网信备44010678903146870017号,,,,,,辽宁成大生物医药股份有限公司,安徽沃华医药股份有限公司,,,,,,,,,,,,,,,
浙网信备33010598763146870018号,,,,,,广州白云山制药股份有限公司,安徽天康药业有限公司,,,,,,,,,,,,,,,
闽网信备35010465432146870019号,,,,,,武汉生物制药有限公司,安徽省中药股份有限公司,,,,,,,,,,,,,,,
湘网信备43010432198746870020号,,,,,,华药制药有限公司,安徽省医学科学院制药公司,,,,,,,,,,,,,,,
陕网信备61011346803146870021号,,,,,,北京生物科技股份有限公司,安徽生物制药有限公司,,,,,,,,,,,,,,,
沪网信备31010512345646870022号,,,,,,江苏辉瑞制药有限公司,安徽康宁药业股份有限公司,,,,,,,,,,,,,,,
京网信备11010487654378130023号,,,,,,上海现代药业集团,安徽济人药业股份有限公司,,,,,,,,,,,,,,,
皖网信备34020223603146870045号,,,,,,浙江天诚药业有限公司,安徽辉瑞制药有限公司,,,,,,,,,,,,,,,
京网信备11010523289175130076号,,,,,,广州联合制药有限公司,安徽华源医药股份有限公司,,,,,,,,,,,,,,,
粤网信备44010612345678900001号,,,,,,天津药物研究开发中心,安徽大丰制药有限公司,,,,,,,,,,,,,,,
浙网信备33010698765432140003号,,,,,,四川创新药物工程有限公司,安徽艾尔建制药有限公司,,,,,,,,,,,,,,,
苏网信备32010511223344550009号,,,,,,山东海洋药业有限公司,爱健生物制药有限责任公司,,,,,,,,,,,,,,,
穗网信备44011199887766550012号,,,,,,云南昆药集团股份有限公司,阿斯利康制药有限公司,,,,,,,,,,,,,,,
晋网信备14010612345678900004号,,,,,,,,,,,,,,,,,,,,,,
新网信备65010023456789060008号,,,,,,,,,,,,,,,,,,,,,,
桂网信备45010013579135780007号,,,,,,,,,,,,,,,,,,,,,,
宁网信备64010011121314150010号,,,,,,,,,,,,,,,,,,,,,,
